analysis_section,task_id,split,candidate_id,estimate,metric,class_id,point,ci_lower,ci_upper,n,bootstrap_repeats,notes
proxy_error_variation,aptos_dr_5class,test,aptos_locked_performance_primary,rate,final_proxy_event,,0.035454545454545454,0.024545454545454544,0.046363636363636364,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_performance_primary,rate,corrected,,0.0,0.0,0.0,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_performance_primary,rate,introduced,,0.016363636363636365,0.00909090909090909,0.024545454545454544,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_performance_primary,rate,net_reduction,,-0.016363636363636365,-0.024545454545454544,-0.00909090909090909,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,recall,0,0.9630996309963099,0.947266987743509,0.9784324277656268,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,recall,1,0.8198198198198198,0.7456100478468899,0.8899105504587156,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,recall,2,0.5966666666666667,0.5396717048594182,0.6537337809636149,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,recall,3,0.6896551724137931,0.5624725877192982,0.8070175438596491,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,recall,4,0.7303370786516854,0.6363636363636364,0.8227881065400844,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,f1,0,0.9793621013133208,0.9705333252729575,0.9878168772679491,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,f1,1,0.6570397111913358,0.5910524393213735,0.7171052631578947,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,f1,2,0.7061143984220908,0.6593365436062065,0.75,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,f1,3,0.4624277456647399,0.36257309941520466,0.5542357913328707,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,scout,f1,4,0.7344632768361582,0.6567107212031446,0.8022045855379188,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,recall,0,0.977859778597786,0.9648115448161917,0.9889913297711462,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,recall,1,0.7477477477477478,0.6666666666666666,0.8241032901833871,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,recall,2,0.8,0.753984349678196,0.8442906574394463,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,recall,3,0.5344827586206896,0.40383771929824563,0.6666666666666666,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,recall,4,0.6292134831460674,0.5333333333333333,0.7282608695652174,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,f1,0,0.9823911028730306,0.9738798399795432,0.989729703624227,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,f1,1,0.6887966804979253,0.613937984496124,0.7509881422924901,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,f1,2,0.8067226890756303,0.7717966736171541,0.8402005031735693,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,f1,3,0.47692307692307695,0.36493032514930324,0.581081081081081,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_performance_primary,route,f1,4,0.7225806451612903,0.640609375,0.7948717948717948,89,2000,case-level bootstrap; class support shown in n
error_complementarity,aptos_dr_5class,test,aptos_locked_performance_primary,rate,both_correct,,0.7390909090909091,,,813,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_performance_primary,rate,scout_wrong_expert_right,,0.11,,,121,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_performance_primary,rate,scout_right_expert_wrong,,0.07636363636363637,,,84,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_performance_primary,rate,both_wrong,,0.07454545454545454,,,82,0,primary Scout versus registered Expert
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,accuracy,,0.8154545454545454,0.7936363636363636,0.8390909090909091,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,accuracy,,0.8527272727272728,0.8318181818181818,0.8736363636363637,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,route_minus_scout,accuracy,,0.037272727272727346,0.017272727272727217,0.05638636363636354,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,macro_f1,,0.7078814466855292,0.6739165323341944,0.7409933599980965,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,macro_f1,,0.7375455537600079,0.699967447890624,0.7729802881352578,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,route_minus_scout,macro_f1,,0.02966410707447864,-0.0004912741874268792,0.057930564794845804,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,qwk,,0.9040031131032173,0.8846511853135748,0.9238690910542915,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,qwk,,0.9159872776341116,0.8975563542189512,0.9332162259503026,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_single_reference,route_minus_scout,qwk,,0.011984164530894237,-0.006555708927396911,0.030458381581478775,1100,2000,case-level paired bootstrap
proxy_error_variation,aptos_dr_5class,test,aptos_locked_single_reference,rate,scout_proxy_event,,0.019090909090909092,0.01090909090909091,0.028181818181818183,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_single_reference,rate,final_proxy_event,,0.04090909090909091,0.03,0.05272727272727273,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_single_reference,rate,corrected,,0.0,0.0,0.0,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_single_reference,rate,introduced,,0.02181818181818182,0.013636363636363636,0.03090909090909091,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_single_reference,rate,net_reduction,,-0.02181818181818182,-0.03090909090909091,-0.013636363636363636,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,recall,0,0.9630996309963099,0.9475587703435805,0.9782224019569162,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,recall,1,0.8198198198198198,0.7452830188679245,0.8907601222307105,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,recall,2,0.5966666666666667,0.5415245159812121,0.6506889946598561,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,recall,3,0.6896551724137931,0.5636363636363636,0.8103692257644761,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,recall,4,0.7303370786516854,0.6337910798122066,0.8214285714285714,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,f1,0,0.9793621013133208,0.9707363914512959,0.9875,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,f1,1,0.6570397111913358,0.586755875516529,0.7188764783951704,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,f1,2,0.7061143984220908,0.6611209103840683,0.7490043746582298,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,f1,3,0.4624277456647399,0.36809815950920244,0.5490246875952454,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,scout,f1,4,0.7344632768361582,0.655367231638418,0.804472484428177,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,recall,0,0.974169741697417,0.9603024574669187,0.9869646182495344,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,recall,1,0.6936936936936937,0.6068262411347517,0.777804487179487,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,recall,2,0.8166666666666667,0.7734595469255664,0.8608506374598348,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,recall,3,0.5172413793103449,0.3817965367965368,0.6440845227475467,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,recall,4,0.651685393258427,0.549969512195122,0.7500618811881185,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,f1,0,0.9832402234636871,0.975469375357347,0.9907322975135003,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,f1,1,0.6497890295358649,0.5753394350830403,0.7205947308251922,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,f1,2,0.7941653160453809,0.7595785887903062,0.829034299714169,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,f1,3,0.5309734513274337,0.40775800071916574,0.6349354695149086,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_single_reference,route,f1,4,0.7295597484276729,0.6455696202531646,0.8054212347325854,89,2000,case-level bootstrap; class support shown in n
error_complementarity,aptos_dr_5class,test,aptos_locked_single_reference,rate,both_correct,,0.7372727272727273,,,811,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_single_reference,rate,scout_wrong_expert_right,,0.11181818181818182,,,123,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_single_reference,rate,scout_right_expert_wrong,,0.07818181818181819,,,86,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_single_reference,rate,both_wrong,,0.07272727272727272,,,80,0,primary Scout versus registered Expert
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,accuracy,,0.8490909090909091,0.8281818181818181,0.87,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,accuracy,,0.8454545454545455,0.8236363636363636,0.8681818181818182,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route_minus_scout,accuracy,,-0.0036363636363636598,-0.022727272727272707,0.015454545454545388,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,macro_f1,,0.7059867771592995,0.6674889636485347,0.7432172403166573,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,macro_f1,,0.7322473143060425,0.696335407617,0.7659389699669384,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route_minus_scout,macro_f1,,0.026260537146743035,-0.0066891368682137995,0.0575084632165282,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,qwk,,0.9131468299638731,0.8946951312448701,0.9295278252856408,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,qwk,,0.9195606829332841,0.9011843290923336,0.9369650062473289,1100,2000,case-level paired bootstrap
route_metric_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route_minus_scout,qwk,,0.006413852969410994,-0.006149368597802884,0.01804343569232889,1100,2000,case-level paired bootstrap
proxy_error_variation,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,scout_proxy_event,,0.04454545454545455,0.03272727272727273,0.057272727272727274,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,final_proxy_event,,0.028181818181818183,0.019090909090909092,0.038181818181818185,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,corrected,,0.016363636363636365,0.00909090909090909,0.024545454545454544,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,introduced,,0.0,0.0,0.0,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
proxy_error_variation,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,net_reduction,,0.016363636363636365,0.00909090909090909,0.024545454545454544,1100,2000,label-order proxy threshold=3; not a clinical-outcome event
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,recall,0,0.9760147601476015,0.9628235481436869,0.9883957021947428,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,recall,1,0.6036036036036037,0.5137379440131734,0.6944562146892654,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,recall,2,0.8866666666666667,0.8476165146909828,0.9207920792079208,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,recall,3,0.46551724137931033,0.32876223091976514,0.5957549099836333,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,recall,4,0.5056179775280899,0.40422356303588436,0.6067415730337079,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,f1,0,0.9796296296296296,0.9709086641058472,0.9874405641544165,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,f1,1,0.6442307692307693,0.5666509433962263,0.7169858967028777,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,f1,2,0.8159509202453987,0.7844944993733464,0.8469888074339813,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,f1,3,0.47368421052631576,0.35415865384615386,0.5821004202289523,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,scout,f1,4,0.6164383561643836,0.5179730341600846,0.7013257575757574,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,recall,0,0.9797047970479705,0.9667882236552306,0.9908763278954437,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,recall,1,0.7297297297297297,0.6454396771452847,0.8119791666666666,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,recall,2,0.74,0.6888888888888889,0.7889981979030144,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,recall,3,0.6206896551724138,0.5,0.7446912807676261,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,recall,4,0.6741573033707865,0.573170731707317,0.7685363247863246,89,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,f1,0,0.9851576994434137,0.9776462494209968,0.9918552036199095,542,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,f1,1,0.6639344262295082,0.5909042961258152,0.729424645770717,111,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,f1,2,0.7803163444639719,0.7397706881724799,0.8169517114730409,300,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,f1,3,0.4864864864864865,0.3856868131868132,0.5798907882241214,58,2000,case-level bootstrap; class support shown in n
class_level_ci,aptos_dr_5class,test,aptos_locked_zero_introduced,route,f1,4,0.7453416149068323,0.6666666666666666,0.8148148148148148,89,2000,case-level bootstrap; class support shown in n
error_complementarity,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,both_correct,,0.7390909090909091,,,813,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,scout_wrong_expert_right,,0.07636363636363637,,,84,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,scout_right_expert_wrong,,0.11,,,121,0,primary Scout versus registered Expert
error_complementarity,aptos_dr_5class,test,aptos_locked_zero_introduced,rate,both_wrong,,0.07454545454545454,,,82,0,primary Scout versus registered Expert
validation_selection_stability,aptos_dr_5class,val,aptos_locked_low_budget,bootstrap_selection_frequency,qwk,,0.003,2.0,5.0,514,2000,median_rank=3.0; comparison limited to frozen candidates plus strong baseline
validation_selection_stability,aptos_dr_5class,val,aptos_locked_performance_primary,bootstrap_selection_frequency,qwk,,0.721,1.0,3.0,514,2000,median_rank=1.0; comparison limited to frozen candidates plus strong baseline
validation_selection_stability,aptos_dr_5class,val,aptos_locked_single_reference,bootstrap_selection_frequency,qwk,,0.059,1.0,4.0,514,2000,median_rank=3.0; comparison limited to frozen candidates plus strong baseline
validation_selection_stability,aptos_dr_5class,val,aptos_locked_zero_introduced,bootstrap_selection_frequency,qwk,,0.217,1.0,5.0,514,2000,median_rank=2.0; comparison limited to frozen candidates plus strong baseline
validation_selection_stability,aptos_dr_5class,val,baseline::swin_tiny,bootstrap_selection_frequency,qwk,,0.0,3.0,5.0,514,2000,median_rank=5.0; comparison limited to frozen candidates plus strong baseline
route_metric_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,accuracy,,0.9069767441860465,0.8697674418604651,0.9441860465116279,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_multi,route,accuracy,,0.9255813953488372,0.8883720930232558,0.958139534883721,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_multi,route_minus_scout,accuracy,,0.018604651162790753,-0.009302325581395321,0.051162790697674376,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,macro_f1,,0.8819278444515636,0.8291500255473263,0.9277498881098464,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_multi,route,macro_f1,,0.9055852190863632,0.8581328386399724,0.9455578817550581,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_multi,route_minus_scout,macro_f1,,0.023657374634799666,-0.011494245780562979,0.06220938716819047,215,2000,case-level paired bootstrap
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_multi,rate,scout_proxy_event,,0.013953488372093023,0.0,0.03255813953488372,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_multi,rate,final_proxy_event,,0.0,0.0,0.0,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_multi,rate,corrected,,0.013953488372093023,0.0,0.03255813953488372,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_multi,rate,introduced,,0.0,0.0,0.0,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_multi,rate,net_reduction,,0.013953488372093023,0.0,0.03255813953488372,215,2000,label-order proxy threshold=2; not a clinical-outcome event
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,recall,0,0.9357798165137615,0.8842034774436089,0.9782667134174848,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,recall,1,0.75,0.6060606060606061,0.8750762195121947,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,recall,2,0.9545454545454546,0.9014084507042254,1.0,66,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,f1,0,0.9400921658986175,0.9047569650266746,0.9700053191489361,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,f1,1,0.7792207792207793,0.6666666666666666,0.8732394366197183,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,scout,f1,2,0.9264705882352942,0.8739495798319328,0.9655289702087732,66,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,route,recall,0,0.9357798165137615,0.8857142857142857,0.9787344858156027,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,route,recall,1,0.775,0.6362708719851577,0.8974358974358975,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,route,recall,2,1.0,1.0,1.0,66,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,route,f1,0,0.9444444444444444,0.9120836417468542,0.9736842105263158,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,route,f1,1,0.8157894736842105,0.7058823529411765,0.9014342150463757,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_multi,route,f1,2,0.9565217391304348,0.9154929577464789,0.9868421052631579,66,2000,case-level bootstrap; class support shown in n
error_complementarity,glaucoma_3class,val,glaucoma_locked_multi,rate,both_correct,,0.8372093023255814,,,180,0,primary Scout versus registered Expert
error_complementarity,glaucoma_3class,val,glaucoma_locked_multi,rate,scout_wrong_expert_right,,0.05581395348837209,,,12,0,primary Scout versus registered Expert
error_complementarity,glaucoma_3class,val,glaucoma_locked_multi,rate,scout_right_expert_wrong,,0.06976744186046512,,,15,0,primary Scout versus registered Expert
error_complementarity,glaucoma_3class,val,glaucoma_locked_multi,rate,both_wrong,,0.037209302325581395,,,8,0,primary Scout versus registered Expert
route_metric_ci,glaucoma_3class,val,glaucoma_locked_single,scout,accuracy,,0.9069767441860465,0.8651162790697674,0.9441860465116279,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_single,route,accuracy,,0.9209302325581395,0.8837209302325582,0.9534883720930233,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_single,route_minus_scout,accuracy,,0.013953488372093092,-0.013953488372092981,0.041860465116279055,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_single,scout,macro_f1,,0.8819278444515636,0.830552773740329,0.9300633293691228,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_single,route,macro_f1,,0.899959493849229,0.8516509435177881,0.9423085913463106,215,2000,case-level paired bootstrap
route_metric_ci,glaucoma_3class,val,glaucoma_locked_single,route_minus_scout,macro_f1,,0.01803164939766544,-0.015275309238747325,0.053422393551213754,215,2000,case-level paired bootstrap
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_single,rate,scout_proxy_event,,0.013953488372093023,0.0,0.03255813953488372,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_single,rate,final_proxy_event,,0.004651162790697674,0.0,0.013953488372093023,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_single,rate,corrected,,0.009302325581395349,0.0,0.023255813953488372,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_single,rate,introduced,,0.0,0.0,0.0,215,2000,label-order proxy threshold=2; not a clinical-outcome event
proxy_error_variation,glaucoma_3class,val,glaucoma_locked_single,rate,net_reduction,,0.009302325581395349,0.0,0.023255813953488372,215,2000,label-order proxy threshold=2; not a clinical-outcome event
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,scout,recall,0,0.9357798165137615,0.8907563025210085,0.9757195121951213,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,scout,recall,1,0.75,0.6136180351906159,0.8823529411764706,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,scout,recall,2,0.9545454545454546,0.8947368421052632,1.0,66,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,scout,f1,0,0.9400921658986175,0.9074869472997226,0.9702127659574468,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,scout,f1,1,0.7792207792207793,0.6666666666666666,0.87641219024165,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,scout,f1,2,0.9264705882352942,0.8761865407319953,0.9673308032890575,66,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,route,recall,0,0.9357798165137615,0.88990631317058,0.9747899159663865,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,route,recall,1,0.775,0.6363082039911309,0.8979591836734694,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,route,recall,2,0.9848484848484849,0.9464165057915057,1.0,66,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,route,f1,0,0.9488372093023256,0.9186529635777756,0.9756156474608224,109,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,route,f1,1,0.8157894736842105,0.7096774193548387,0.9024390243902439,40,2000,case-level bootstrap; class support shown in n
class_level_ci,glaucoma_3class,val,glaucoma_locked_single,route,f1,2,0.935251798561151,0.8888497652582159,0.9743589743589743,66,2000,case-level bootstrap; class support shown in n
error_complementarity,glaucoma_3class,val,glaucoma_locked_single,rate,both_correct,,0.8372093023255814,,,180,0,primary Scout versus registered Expert
error_complementarity,glaucoma_3class,val,glaucoma_locked_single,rate,scout_wrong_expert_right,,0.05581395348837209,,,12,0,primary Scout versus registered Expert
error_complementarity,glaucoma_3class,val,glaucoma_locked_single,rate,scout_right_expert_wrong,,0.06976744186046512,,,15,0,primary Scout versus registered Expert
error_complementarity,glaucoma_3class,val,glaucoma_locked_single,rate,both_wrong,,0.037209302325581395,,,8,0,primary Scout versus registered Expert
