epoch,train_loss,val_loss,val_acc,best_acc,best_epoch,epoch_time_sec
1,1.2190422490239143,0.9306576041614308,0.7723735408560312,0.7723735408560312,1,34.48131465911865
2,0.8771995166316628,0.8980419916265151,0.77431906614786,0.77431906614786,2,31.838910818099976
3,0.8641798691824079,0.8547196844044853,0.7898832684824902,0.7898832684824902,3,32.092851877212524
4,0.8095801211893559,0.86288682327551,0.7859922178988327,0.7898832684824902,3,32.178627490997314
5,0.7956084432080388,0.8569518082282123,0.7957198443579766,0.7957198443579766,5,32.53210473060608
6,0.8352738237008452,0.8302870690822601,0.7801556420233463,0.7957198443579766,5,32.512930154800415
7,0.9114825269207358,0.9828969871296602,0.7412451361867705,0.7957198443579766,5,32.48680305480957
8,0.9539650976657867,1.1026569867835325,0.7198443579766537,0.7957198443579766,5,32.37218523025513
9,0.9910892629995942,1.0222089869134567,0.7354085603112841,0.7957198443579766,5,32.35557818412781
10,0.9146463936194777,0.9665117298855501,0.7645914396887159,0.7957198443579766,5,32.31843662261963
11,0.8782861586660147,0.9410441026968115,0.7645914396887159,0.7957198443579766,5,32.53494048118591
12,0.8748505832627416,0.9165206551551819,0.7315175097276264,0.7957198443579766,5,32.621498584747314
13,0.8468739036470652,0.9056433263946982,0.7665369649805448,0.7957198443579766,5,32.475499391555786
14,0.8220427855849266,0.8695628607974333,0.7821011673151751,0.7957198443579766,5,32.359210729599
15,0.8186570378020406,0.8732082984026741,0.7762645914396887,0.7957198443579766,5,32.304255962371826
16,0.8089745603501797,0.8959525227546692,0.77431906614786,0.7957198443579766,5,32.295963764190674
17,0.8004434891045094,0.8629773469532237,0.7723735408560312,0.7957198443579766,5,32.063939332962036
18,0.7789623346179724,0.8367615955717423,0.7840466926070039,0.7957198443579766,5,32.44463062286377
19,0.8115516109392047,0.930427281295552,0.7607003891050583,0.7957198443579766,5,32.3877534866333
20,0.821265559643507,0.9176160728230196,0.7645914396887159,0.7957198443579766,5,32.26585102081299
21,0.7618671711534262,0.8828105330467224,0.7607003891050583,0.7957198443579766,5,32.363428354263306
22,0.7661033654585481,0.9634036947699154,0.7470817120622568,0.7957198443579766,5,32.277645111083984
23,0.7894455371424556,0.9103514394339394,0.7684824902723736,0.7957198443579766,5,32.20114040374756
24,0.7724124109372497,0.8547330060425926,0.7879377431906615,0.7957198443579766,5,32.283915758132935
25,0.7816310208290815,0.9089594010044547,0.7568093385214008,0.7957198443579766,5,32.309515953063965
26,0.7521393662318587,0.8630523068063399,0.7801556420233463,0.7957198443579766,5,32.31870365142822
27,0.7213455988094211,0.8583946035188788,0.7607003891050583,0.7957198443579766,5,32.24385666847229
28,0.7299647186882794,0.8897256114903618,0.7237354085603113,0.7957198443579766,5,32.32863759994507
29,0.6934902975335717,0.9481248347198262,0.7762645914396887,0.7957198443579766,5,32.32562303543091
30,0.6533043435774744,0.9091311482822194,0.7665369649805448,0.7957198443579766,5,32.25024366378784
31,0.647687200922519,0.8860376424649182,0.7684824902723736,0.7957198443579766,5,32.167707443237305
32,0.6244266405701637,0.8931637897210962,0.7704280155642024,0.7957198443579766,5,32.35036563873291
33,0.6057890066877007,0.9609202444553375,0.7665369649805448,0.7957198443579766,5,32.25467371940613
34,0.6167270131409168,0.9033012512852164,0.77431906614786,0.7957198443579766,5,32.395639419555664
35,0.5726201408542693,0.9059994939495536,0.7859922178988327,0.7957198443579766,5,32.54087781906128
36,0.5250568366609514,0.9454843086354873,0.7704280155642024,0.7957198443579766,5,32.163034200668335
37,0.53064627898857,0.9549794021774741,0.7645914396887159,0.7957198443579766,5,32.30288815498352
38,0.5134102324955165,0.9847130880636328,0.77431906614786,0.7957198443579766,5,32.279398918151855
39,0.4907595217227936,1.0311927655163933,0.7821011673151751,0.7957198443579766,5,32.36510467529297
40,0.4580292603932321,0.9978335640009712,0.7762645914396887,0.7957198443579766,5,32.40070605278015
41,0.45597642473876476,0.9899158249883091,0.7859922178988327,0.7957198443579766,5,32.423200845718384
42,0.44493660097941756,1.0106650959042942,0.7723735408560312,0.7957198443579766,5,32.46135473251343
43,0.43194022914394736,1.0473012801478891,0.7723735408560312,0.7957198443579766,5,32.341838121414185
44,0.43016561679542065,1.0051144922480864,0.7782101167315175,0.7957198443579766,5,32.27607178688049
45,0.42942462768405676,1.015441373867147,0.7782101167315175,0.7957198443579766,5,32.18789482116699
46,0.4239727174863219,1.0164502315661486,0.7762645914396887,0.7957198443579766,5,32.35042595863342
47,0.42043539183214307,1.0185463446028091,0.7801556420233463,0.7957198443579766,5,32.26369047164917
48,0.4161094631999731,1.020506418803159,0.7762645914396887,0.7957198443579766,5,32.216166496276855
49,0.4154161070473492,1.0202459535178017,0.7782101167315175,0.7957198443579766,5,32.26729345321655
50,0.41133410949259996,1.0219163105768316,0.7801556420233463,0.7957198443579766,5,32.22535228729248
