artifact_id,cost_profile_id,task_id,dataset_id,model_family,n_images,batch_size,device,precision,warmup_runs,timed_runs,n_repeats,estimated_forward_ms_per_image,mean_ms_per_image,median_ms_per_image,std_ms_per_image,cv_ms_per_image,images_per_second,peak_allocated_memory_mb,checkpoint_mb,timing_scope,cost_status,timing_source
convnext_tiny_glaucoma_scout,rtx4090_fp32_bs24_forward_only_v1,glaucoma_3class,glaucoma_fundus,convnext,465,24,NVIDIA GeForce RTX 4090,fp32,5,10,10,0.49449192780640816,0.5349140014920023,0.49449192780640816,0.06014165620200064,0.11243238358736407,2022.277703169093,433.861328125,106.20270156860352,forward_only,measured,v084b_glaucoma_forward_only_cost | 复用 v0.8.3 ConvNeXt 青光眼分类器 loader | 不含解码、预处理、I/O、CPU-GPU 传输和服务开销
retfound_dinov2_glaucoma_expert,rtx4090_fp32_bs24_forward_only_v1,glaucoma_3class,glaucoma_fundus,retfound_dinov2,465,24,NVIDIA GeForce RTX 4090,fp32,5,10,10,4.798020786725946,4.789744994142444,4.798020786725946,0.023819050876095704,0.004972926722659536,208.41927212290716,1469.34423828125,1156.8610553741455,forward_only,measured,v084b_glaucoma_forward_only_cost | 复用 v0.8.3 RETFound-DINOv2 青光眼专家 loader | 不含解码、预处理、I/O、CPU-GPU 传输和服务开销
