dataset,backbone,event,method,n,accuracy,event_count,event_rate,auroc_error,aurc,augrc,partial_augrc_70_90,budget,top_k,total_event,top20_event_recall,top20_captured_event_count,top20_residual_event_count,top20_residual_event_rate
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,expected_gap,103,0.3300970873786408,25,0.24271844660194175,0.6702564102564103,0.1568295123601461,0.09006503911773023,0.14593269865208783,0.2,21,25,0.48,12,13,0.1262135922330097
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,severe_prob_mass,103,0.3300970873786408,25,0.24271844660194175,0.76,0.09917346772877222,0.07356961070788952,0.16111084927891411,0.2,21,25,0.4,10,15,0.14563106796116504
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,gated_severe_prob_mass_only,103,0.3300970873786408,25,0.24271844660194175,0.8882051282051282,0.06389430998894496,0.05000471297954566,0.10907955509473093,0.2,21,25,0.52,13,12,0.11650485436893204
IDRiD_data,swin_tiny,general_error,confidence_only_1msp,103,0.4563106796116505,56,0.5436893203883495,0.6367781155015197,0.4145940425506571,0.23791120746535963,0.42117306060891696,0.2,21,56,0.21428571428571427,12,44,0.42718446601941745
IDRiD_data,swin_tiny,general_error,negative_margin,103,0.4563106796116505,56,0.5436893203883495,0.6257598784194529,0.41852342121110137,0.2406447356018475,0.4271114148364596,0.2,21,56,0.21428571428571427,12,44,0.42718446601941745
IDRiD_data,swin_tiny,general_error,entropy,103,0.4563106796116505,56,0.5436893203883495,0.6610942249240122,0.4068838620185789,0.23187859364690355,0.39864266189084746,0.2,21,56,0.26785714285714285,15,41,0.39805825242718446
IDRiD_data,swin_tiny,general_error,expected_gap,103,0.4563106796116505,56,0.5436893203883495,0.5243161094224924,0.533809850823177,0.26581204637571876,0.4174757281553398,0.2,21,56,0.25,14,42,0.4077669902912621
IDRiD_data,swin_tiny,general_error,severe_prob_mass,103,0.4563106796116505,56,0.5436893203883495,0.6656534954407295,0.4052191713938293,0.23074747855594305,0.39807710434536714,0.2,21,56,0.2857142857142857,16,40,0.3883495145631068
IDRiD_data,swin_tiny,general_error,gated_severe_prob_mass_only,103,0.4563106796116505,56,0.5436893203883495,0.672112462006079,0.42703663840259287,0.22914506551041566,0.38987887642567637,0.2,21,56,0.30357142857142855,17,39,0.3786407766990291
IDRiD_data,swin_tiny,large_undergrading,confidence_only_1msp,103,0.4563106796116505,18,0.17475728155339806,0.5333333333333333,0.15204747355312903,0.08257140164011689,0.1453482891884249,0.2,21,18,0.16666666666666666,3,15,0.14563106796116504
IDRiD_data,swin_tiny,large_undergrading,negative_margin,103,0.4563106796116505,18,0.17475728155339806,0.534640522875817,0.1508438767679152,0.08238288245829013,0.14742200018851914,0.2,21,18,0.16666666666666666,3,15,0.14563106796116504
IDRiD_data,swin_tiny,large_undergrading,entropy,103,0.4563106796116505,18,0.17475728155339806,0.5444444444444444,0.1506581305186296,0.0809689885945895,0.13347158073333962,0.2,21,18,0.2222222222222222,4,14,0.13592233009708737
IDRiD_data,swin_tiny,large_undergrading,expected_gap,103,0.4563106796116505,18,0.17475728155339806,0.6124183006535948,0.11594772366423539,0.07116599113959844,0.13215194646055237,0.2,21,18,0.2777777777777778,5,13,0.1262135922330097
IDRiD_data,swin_tiny,large_undergrading,severe_prob_mass,103,0.4563106796116505,18,0.17475728155339806,0.5516339869281046,0.15145708886353548,0.07993213309454236,0.12640211141483645,0.2,21,18,0.2777777777777778,5,13,0.1262135922330097
IDRiD_data,swin_tiny,large_undergrading,gated_severe_prob_mass_only,103,0.4563106796116505,18,0.17475728155339806,0.5986928104575163,0.1287954304363353,0.07314544254877933,0.11546799886888492,0.2,21,18,0.3888888888888889,7,11,0.10679611650485436
IDRiD_data,swin_tiny,vtdr_miss,confidence_only_1msp,103,0.4563106796116505,29,0.2815533980582524,0.5256290773532153,0.2192155559110625,0.13559242152889056,0.2418701102837214,0.2,21,29,0.13793103448275862,4,25,0.24271844660194175
IDRiD_data,swin_tiny,vtdr_miss,negative_margin,103,0.4563106796116505,29,0.2815533980582524,0.5060577819198508,0.22648831938855157,0.13955132434725231,0.24582901310208313,0.2,21,29,0.13793103448275862,4,25,0.24271844660194175
IDRiD_data,swin_tiny,vtdr_miss,entropy,103,0.4563106796116505,29,0.2815533980582524,0.5647716682199441,0.20721526156599476,0.12767461589216703,0.22113300028277882,0.2,21,29,0.20689655172413793,6,23,0.22330097087378642
IDRiD_data,swin_tiny,vtdr_miss,expected_gap,103,0.4563106796116505,29,0.2815533980582524,0.5894687791239516,0.20631658978383935,0.12267885757375811,0.2121783391460081,0.2,21,29,0.27586206896551724,8,21,0.20388349514563106
IDRiD_data,swin_tiny,vtdr_miss,severe_prob_mass,103,0.4563106796116505,29,0.2815533980582524,0.8303821062441752,0.09943476515265887,0.07394664907154304,0.15535865774342542,0.2,21,29,0.4827586206896552,14,15,0.14563106796116504
IDRiD_data,swin_tiny,vtdr_miss,gated_severe_prob_mass_only,103,0.4563106796116505,29,0.2815533980582524,0.8844361602982292,0.08306879609926487,0.06301253652559148,0.12774295409557926,0.2,21,29,0.5862068965517241,17,12,0.11650485436893204
IDRiD_data,vit_b_imagenet,general_error,confidence_only_1msp,103,0.3106796116504854,71,0.6893203883495146,0.4194542253521127,0.7506424191274318,0.36190969931190503,0.5537750966160807,0.2,21,71,0.2112676056338028,15,56,0.5436893203883495
IDRiD_data,vit_b_imagenet,general_error,negative_margin,103,0.3106796116504854,71,0.6893203883495146,0.414612676056338,0.752949355855274,0.3629465548119522,0.5561504383070978,0.2,21,71,0.19718309859154928,14,57,0.5533980582524272
IDRiD_data,vit_b_imagenet,general_error,entropy,103,0.3106796116504854,71,0.6893203883495146,0.4326584507042254,0.7480888261813519,0.35908191158450375,0.5441818267508719,0.2,21,71,0.2112676056338028,15,56,0.5436893203883495
IDRiD_data,vit_b_imagenet,general_error,expected_gap,103,0.3106796116504854,71,0.6893203883495146,0.46170774647887325,0.6856233096924712,0.35286077858422094,0.5466325761146196,0.2,21,71,0.22535211267605634,16,55,0.5339805825242718
IDRiD_data,vit_b_imagenet,general_error,severe_prob_mass,103,0.3106796116504854,71,0.6893203883495146,0.5022007042253521,0.6485507310765108,0.34418889622019044,0.5583207653878781,0.2,21,71,0.18309859154929578,13,58,0.5631067961165048
IDRiD_data,vit_b_imagenet,general_error,gated_severe_prob_mass_only,103,0.3106796116504854,71,0.6893203883495146,0.5387323943661971,0.6481643602548502,0.3366481289471204,0.5574488641719295,0.2,21,71,0.19718309859154928,14,57,0.5533980582524272
IDRiD_data,vit_b_imagenet,large_undergrading,confidence_only_1msp,103,0.3106796116504854,16,0.1553398058252427,0.6070402298850575,0.1441433372090769,0.06362522386652844,0.10340277123197286,0.2,21,16,0.375,6,10,0.0970873786407767
IDRiD_data,vit_b_imagenet,large_undergrading,negative_margin,103,0.3106796116504854,16,0.1553398058252427,0.5998563218390804,0.14384510751489074,0.06456781977566219,0.10670185691394102,0.2,21,16,0.3125,5,11,0.10679611650485436
IDRiD_data,vit_b_imagenet,large_undergrading,entropy,103,0.3106796116504854,16,0.1553398058252427,0.6314655172413793,0.13995105585906895,0.06042039777547366,0.09171458195871429,0.2,21,16,0.4375,7,9,0.08737864077669903
IDRiD_data,vit_b_imagenet,large_undergrading,expected_gap,103,0.3106796116504854,16,0.1553398058252427,0.6875,0.10367959521663489,0.05306814968423036,0.08249835045715902,0.2,21,16,0.5,8,8,0.07766990291262135
IDRiD_data,vit_b_imagenet,large_undergrading,severe_prob_mass,103,0.3106796116504854,16,0.1553398058252427,0.617816091954023,0.1290068129455507,0.062211330002827775,0.10926807427655764,0.2,21,16,0.3125,5,11,0.10679611650485436
IDRiD_data,vit_b_imagenet,large_undergrading,gated_severe_prob_mass_only,103,0.3106796116504854,16,0.1553398058252427,0.6982758620689655,0.08607436551694081,0.05165425582052973,0.09529644641342255,0.2,21,16,0.375,6,10,0.0970873786407767
IDRiD_data,vit_b_imagenet,vtdr_miss,confidence_only_1msp,103,0.3106796116504854,26,0.2524271844660194,0.5914085914085914,0.19183208044944802,0.10896408709586201,0.18286360637194835,0.2,21,26,0.3076923076923077,8,18,0.17475728155339806
IDRiD_data,vit_b_imagenet,vtdr_miss,negative_margin,103,0.3106796116504854,26,0.2524271844660194,0.563936063936064,0.2010267507310171,0.11414836459609766,0.19530351588274106,0.2,21,26,0.23076923076923078,6,20,0.1941747572815534
IDRiD_data,vit_b_imagenet,vtdr_miss,entropy,103,0.3106796116504854,26,0.2524271844660194,0.6528471528471529,0.17396130005941968,0.09737015741351683,0.14902441323404658,0.2,21,26,0.4230769230769231,11,15,0.14563106796116504
IDRiD_data,vit_b_imagenet,vtdr_miss,expected_gap,103,0.3106796116504854,26,0.2524271844660194,0.7052947052947053,0.15246088341896863,0.0874729003676124,0.1489513620510887,0.2,21,26,0.4230769230769231,11,15,0.14563106796116504
IDRiD_data,vit_b_imagenet,vtdr_miss,severe_prob_mass,103,0.3106796116504854,26,0.2524271844660194,0.7822177822177823,0.09680652239974746,0.07295692336695257,0.16026251296069374,0.2,21,26,0.34615384615384615,9,17,0.1650485436893204
IDRiD_data,vit_b_imagenet,vtdr_miss,gated_severe_prob_mass_only,103,0.3106796116504854,26,0.2524271844660194,0.8731268731268731,0.07150711028192143,0.05580167782071825,0.1226293712885286,0.2,21,26,0.5384615384615384,14,12,0.11650485436893204
IDRiD_data,vit_b_official_like,general_error,confidence_only_1msp,103,0.36893203883495146,65,0.6310679611650486,0.5927125506072874,0.524030933220018,0.2939485342633613,0.49372938071448774,0.2,21,65,0.2153846153846154,14,51,0.49514563106796117
IDRiD_data,vit_b_official_like,general_error,negative_margin,103,0.36893203883495146,65,0.6310679611650486,0.5870445344129555,0.5276768748725732,0.29526816853614857,0.4926218305212555,0.2,21,65,0.23076923076923078,15,50,0.4854368932038835
IDRiD_data,vit_b_official_like,general_error,entropy,103,0.36893203883495146,65,0.6310679611650486,0.6048582995951417,0.5167288145374634,0.29112074653596,0.49007446507682156,0.2,21,65,0.2153846153846154,14,51,0.49514563106796117
IDRiD_data,vit_b_official_like,general_error,expected_gap,103,0.36893203883495146,65,0.6310679611650486,0.44008097165991905,0.6642084980755733,0.3294844000377038,0.5305848807616175,0.2,21,65,0.15384615384615385,10,55,0.5339805825242718
IDRiD_data,vit_b_official_like,general_error,severe_prob_mass,103,0.36893203883495146,65,0.6310679611650486,0.45668016194331984,0.6119229571039521,0.32561975681025546,0.5104368932038835,0.2,21,65,0.2,13,52,0.5048543689320388
IDRiD_data,vit_b_official_like,general_error,gated_severe_prob_mass_only,103,0.36893203883495146,65,0.6310679611650486,0.47044534412955463,0.594909522508152,0.3212838156282402,0.5135451032142521,0.2,21,65,0.16923076923076924,11,54,0.5242718446601942
IDRiD_data,vit_b_official_like,large_undergrading,confidence_only_1msp,103,0.36893203883495146,13,0.1262135922330097,0.5085470085470085,0.10766499190634501,0.06216420020737111,0.09416533132246205,0.2,21,13,0.3076923076923077,4,9,0.08737864077669903
IDRiD_data,vit_b_official_like,large_undergrading,negative_margin,103,0.36893203883495146,13,0.1262135922330097,0.5068376068376068,0.11267605059586651,0.062352719389197855,0.08737864077669903,0.2,21,13,0.3076923076923077,4,9,0.08737864077669903
IDRiD_data,vit_b_official_like,large_undergrading,entropy,103,0.36893203883495146,13,0.1262135922330097,0.48376068376068376,0.10984256458080464,0.06489772834385898,0.10528796305024037,0.2,21,13,0.15384615384615385,2,11,0.10679611650485436
IDRiD_data,vit_b_official_like,large_undergrading,expected_gap,103,0.36893203883495146,13,0.1262135922330097,0.6,0.08336810232129033,0.05207842397963994,0.0897351305495334,0.2,21,13,0.3076923076923077,4,9,0.08737864077669903
IDRiD_data,vit_b_official_like,large_undergrading,severe_prob_mass,103,0.36893203883495146,13,0.1262135922330097,0.49230769230769234,0.12669423176016537,0.06395513243472523,0.10613629936846078,0.2,21,13,0.23076923076923078,3,10,0.0970873786407767
IDRiD_data,vit_b_official_like,large_undergrading,gated_severe_prob_mass_only,103,0.36893203883495146,13,0.1262135922330097,0.6034188034188034,0.08762230741985205,0.051701385615986424,0.08391224432085964,0.2,21,13,0.3076923076923077,4,9,0.08737864077669903
IDRiD_data,vit_b_official_like,vtdr_miss,confidence_only_1msp,103,0.36893203883495146,24,0.23300970873786409,0.41455696202531644,0.2695080975225361,0.13177490809689887,0.2003016306909228,0.2,21,24,0.125,3,21,0.20388349514563106
