job_id,task_id,artifact_id,adapter_id,status,n_images,accuracy,macro_f1,qwk,estimated_forward_ms_per_image,cost_scope,predictions_path,outputs_dir,notes
dr_convnext_tiny_adapter,aptos_dr_5class,convnext_tiny,timm_classifier_v1,completed,1100,0.8136363636363636,0.6496387745585863,0.86153550730867,0.4732864309864288,forward_only,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/predictions.csv,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter,真实 adapter 推理完成
dr_swin_tiny_adapter,aptos_dr_5class,swin_tiny,timm_classifier_v1,completed,1100,0.8290909090909091,0.6567072753814438,0.8981859638745026,0.6109218000942334,forward_only,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_swin_tiny_adapter/predictions.csv,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_swin_tiny_adapter,真实 adapter 推理完成
dr_vit_b_imagenet_adapter,aptos_dr_5class,vit_b_imagenet,timm_classifier_v1,completed,1100,0.8181818181818182,0.6462110328178807,0.8756704135690613,1.091539481951093,forward_only,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_vit_b_imagenet_adapter/predictions.csv,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_vit_b_imagenet_adapter,真实 adapter 推理完成
glaucoma_convnext_adapter,glaucoma_3class,convnext_tiny_glaucoma_scout,timm_classifier_v1,completed,465,0.8086021505376344,0.7621638610664482,,0.47004403326139654,forward_only,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/glaucoma_convnext_adapter/predictions.csv,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/glaucoma_convnext_adapter,真实 adapter 推理完成
