job_id,task_id,artifact_id,n_images_legacy,n_images_adapter,accuracy_legacy,accuracy_adapter,accuracy_diff,macro_f1_legacy,macro_f1_adapter,macro_f1_diff,qwk_legacy,qwk_adapter,status,notes
dr_convnext_tiny_adapter,aptos_dr_5class,convnext_tiny,1100,1100,0.8136363636363636,0.8136363636363636,0.0,0.6496387745585863,0.6496387745585863,0.0,0.86153550730867,0.86153550730867,matched,sanity check；差异不被强行修正
dr_swin_tiny_adapter,aptos_dr_5class,swin_tiny,1100,1100,0.8290909090909091,0.8290909090909091,0.0,0.6567072753814438,0.6567072753814438,0.0,0.8981859638745026,0.8981859638745026,matched,sanity check；差异不被强行修正
dr_vit_b_imagenet_adapter,aptos_dr_5class,vit_b_imagenet,1100,1100,0.8181818181818182,0.8181818181818182,0.0,0.6462110328178807,0.6462110328178807,0.0,0.8756704135690613,0.8756704135690613,matched,sanity check；差异不被强行修正
glaucoma_convnext_adapter,glaucoma_3class,convnext_tiny_glaucoma_scout,465,465,0.8086021505376344,0.8086021505376344,0.0,0.7621638610664482,0.7621638610664482,0.0,,,close_but_not_identical,sanity check；差异不被强行修正
