project,version,stage,dataset,task,backbone,input_size,seed,checkpoint,test_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,num_samples,best_val_acc,best_epoch,batch_size,num_epochs,learning_rate,pretrained,run_dir,intended_use
OphAgent,v0.5.0,Vision Baseline,APTOS2019,5-class diabetic retinopathy classification,convnext_tiny,224,42,experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/checkpoints/convnext_tiny_best.pth,0.8136363636363636,0.7079157090490819,0.6554590935354048,0.6496387745585863,0.8093088458126397,1100,0.8365758754863813,9,32,10,0.0001,True,experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42,Research and engineering demo only. Not for clinical diagnosis.
