protocol_id,mode,artifact_name,source_path,published_path,size_bytes,mtime_utc,sha256,config_sha256,created_at_utc,reused_or_generated
v082c_dr_controlled_replay,exploratory,model_baselines,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_1_unified_orchestration/outputs/single_model_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/model_baselines.csv,2461,2026-06-28T14:33:17.511660+00:00,6c3e6f00ee04e4219ec54345ab3436d74f76838387199de39ddfd9684df5ae96,a9b69b71428e297fb64c0cb64db194af8081630b44571851aac3a4815fb848a0,2026-06-28T14:33:17.506756+00:00,reused
v082c_dr_controlled_replay,exploratory,routing_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2b_controlled_protocols/outputs/controlled_performance_risk_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/routing_results.csv,19896,2026-06-28T14:33:17.515660+00:00,a5f58e22db5f1c3a97da6eae0380977df648b37b2a412b88d165a2921d8ab41f,a9b69b71428e297fb64c0cb64db194af8081630b44571851aac3a4815fb848a0,2026-06-28T14:33:17.506756+00:00,reused
v082c_dr_controlled_replay,exploratory,case_audit,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2c_residual_risk_cases/outputs/hard_case_review_table.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/case_audit.csv,3445,2026-06-28T14:28:47.436771+00:00,b4ef4cd8d326990e7eaa602ed6aa0c402aacdd1d6c226ab54ae024921fca039d,a9b69b71428e297fb64c0cb64db194af8081630b44571851aac3a4815fb848a0,2026-06-28T14:33:17.506756+00:00,reused
