policy,expert,expert_call_rate,event,total_event_n,captured_n,capture_rate,expected_capture_random,lift_vs_random,expert_corrected_n,expert_corrected_rate_among_captured,expert_still_wrong_n,expert_still_wrong_rate_among_captured,green_wrong_expert_correct_n,green_wrong_expert_wrong_n,green_correct_expert_wrong_n
low_confidence,both_average,0.4,green_two_step_undergrading,34,30,0.8823529411764706,0.4,2.205882352941176,5,0.16666666666666666,25,0.8333333333333334,5,25,0
low_confidence,both_average,0.5,green_error,243,225,0.9259259259259259,0.5,1.8518518518518519,114,0.5066666666666667,111,0.49333333333333335,114,111,0
low_confidence,both_average,0.5,green_referable_miss_proxy_true_ge2_pred_le1,56,47,0.8392857142857143,0.5,1.6785714285714286,27,0.574468085106383,20,0.425531914893617,27,20,0
low_confidence,both_average,0.5,green_severe_or_pdr_miss_proxy_true_ge3_pred_le2,45,44,0.9777777777777777,0.5,1.9555555555555555,5,0.11363636363636363,39,0.8863636363636364,5,39,0
low_confidence,both_average,0.5,green_large_undergrading_proxy_true_eq4_pred_le2,28,27,0.9642857142857143,0.5,1.9285714285714286,3,0.1111111111111111,24,0.8888888888888888,3,24,0
low_confidence,both_average,0.5,green_two_step_undergrading,34,33,0.9705882352941176,0.5,1.9411764705882353,5,0.15151515151515152,28,0.8484848484848485,5,28,0
low_confidence,dense_average,0.1,green_error,243,63,0.25925925925925924,0.1,2.592592592592592,31,0.49206349206349204,32,0.5079365079365079,31,32,0
low_confidence,dense_average,0.1,green_referable_miss_proxy_true_ge2_pred_le1,56,11,0.19642857142857142,0.1,1.9642857142857142,5,0.45454545454545453,6,0.5454545454545454,5,6,0
low_confidence,dense_average,0.1,green_severe_or_pdr_miss_proxy_true_ge3_pred_le2,45,16,0.35555555555555557,0.1,3.5555555555555554,2,0.125,14,0.875,2,14,0
low_confidence,dense_average,0.1,green_large_undergrading_proxy_true_eq4_pred_le2,28,11,0.39285714285714285,0.1,3.9285714285714284,1,0.09090909090909091,10,0.9090909090909091,1,10,0
low_confidence,dense_average,0.1,green_two_step_undergrading,34,13,0.38235294117647056,0.1,3.8235294117647056,1,0.07692307692307693,12,0.9230769230769231,1,12,0
low_confidence,dense_average,0.2,green_error,243,121,0.49794238683127573,0.2,2.4897119341563787,58,0.4793388429752066,63,0.5206611570247934,58,63,0
low_confidence,dense_average,0.2,green_referable_miss_proxy_true_ge2_pred_le1,56,24,0.42857142857142855,0.2,2.142857142857143,12,0.5,12,0.5,12,12,0
low_confidence,dense_average,0.2,green_severe_or_pdr_miss_proxy_true_ge3_pred_le2,45,27,0.6,0.2,2.9999999999999996,2,0.07407407407407407,25,0.9259259259259259,2,25,0
low_confidence,dense_average,0.2,green_large_undergrading_proxy_true_eq4_pred_le2,28,18,0.6428571428571429,0.2,3.2142857142857144,1,0.05555555555555555,17,0.9444444444444444,1,17,0
low_confidence,dense_average,0.2,green_two_step_undergrading,34,23,0.6764705882352942,0.2,3.3823529411764706,1,0.043478260869565216,22,0.9565217391304348,1,22,0
low_confidence,dense_average,0.3,green_error,243,162,0.6666666666666666,0.3,2.2222222222222223,72,0.4444444444444444,90,0.5555555555555556,72,90,0
