protocol_id,task_id,artifact_id,role,model_family,split,n_images,accuracy,macro_f1,macro_auroc_ovr,macro_aupr_ovr,n_error,cost_status,estimated_forward_ms_per_image,images_per_second,checkpoint_mb,cost_profile_id,mean_ms_per_image,median_ms_per_image,std_ms_per_image,cv_ms_per_image,n_repeats,peak_allocated_memory_mb,timing_scope,timing_source
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,convnext_tiny_glaucoma_scout,scout,convnext,test,465,0.8086021505376344,0.7621638610664482,0.9256889498929528,0.8207734960154811,89,measured,0.4944919278064081,2022.277703169093,106.20270156860352,rtx4090_fp32_bs24_forward_only_v1,0.5349140014920023,0.4944919278064081,0.0601416562020006,0.112432383587364,10,433.861328125,forward_only,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_model_forward_cost_summary.csv
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,retfound_dinov2_glaucoma_expert,expert,retfound_dinov2,test,465,0.8602150537634409,0.8326806210330632,0.9546075126693907,0.8890151118106991,65,measured,4.798020786725946,208.4192721229072,1156.8610553741455,rtx4090_fp32_bs24_forward_only_v1,4.789744994142444,4.798020786725946,0.0238190508760957,0.0049729267226595,10,1469.34423828125,forward_only,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_model_forward_cost_summary.csv
