project,version,stage,dataset,task,backbone,input_size,seed,checkpoint,test_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,num_samples,best_val_acc,best_epoch,batch_size,num_epochs,learning_rate,pretrained,run_dir,intended_use
OphAgent,v0.5.0,Vision Baseline,APTOS2019,5-class diabetic retinopathy classification,swin_tiny_patch4_window7_224.ms_in1k,224,42,experiments/aptos_swin_tiny/lr1e-4_bs32_seed42/checkpoints/swin_tiny_patch4_window7_224.ms_in1k_best.pth,0.8290909090909091,0.7040503281050817,0.6342182193316326,0.6567072753814438,0.820152057515222,1100,0.8346303501945526,10,32,10,0.0001,True,experiments/aptos_swin_tiny/lr1e-4_bs32_seed42,Research and engineering demo only. Not for clinical diagnosis.
