dataset,backbone,target,ranking_method,score_col,budget,n,top_k,total_event,captured_event,residual_event,base_event_rate,flagged_event_rate,event_recall,enrichment_ratio,low_risk_npv
MESSIDOR2,convnext_tiny,dangerous_undergrading,low_margin_only,margin,0.2,526,106,115,44,71,0.21863117870722434,0.41509433962264153,0.3826086956521739,1.898605414273995,0.8309523809523809
MESSIDOR2,convnext_tiny,dangerous_undergrading,low_margin_only,margin,0.3,526,158,115,66,49,0.21863117870722434,0.4177215189873418,0.5739130434782609,1.9106219042377546,0.8668478260869565
MESSIDOR2,convnext_tiny,dangerous_undergrading,low_confidence_only,confidence,0.1,526,53,115,19,96,0.21863117870722434,0.3584905660377358,0.16521739130434782,1.6397046759639047,0.7970401691331924
MESSIDOR2,convnext_tiny,dangerous_undergrading,low_confidence_only,confidence,0.2,526,106,115,44,71,0.21863117870722434,0.41509433962264153,0.3826086956521739,1.898605414273995,0.8309523809523809
MESSIDOR2,convnext_tiny,dangerous_undergrading,low_confidence_only,confidence,0.3,526,158,115,66,49,0.21863117870722434,0.4177215189873418,0.5739130434782609,1.9106219042377546,0.8668478260869565
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,expected_gap_only,expected_gap,0.1,526,53,79,15,64,0.15019011406844107,0.2830188679245283,0.189873417721519,1.8844041079531884,0.864693446088795
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,expected_gap_only,expected_gap,0.2,526,106,79,20,59,0.15019011406844107,0.18867924528301888,0.25316455696202533,1.2562694053021257,0.8595238095238096
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,expected_gap_only,expected_gap,0.3,526,158,79,34,45,0.15019011406844107,0.21518987341772153,0.43037974683544306,1.4327832078192597,0.8777173913043478
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,79,4,75,0.15019011406844107,0.07547169811320754,0.05063291139240506,0.5025077621208502,0.8414376321353065
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.2,526,106,79,6,73,0.15019011406844107,0.05660377358490566,0.0759493670886076,0.3768808215906377,0.8261904761904761
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.3,526,158,79,18,61,0.15019011406844107,0.11392405063291139,0.22784810126582278,0.7585322864925492,0.8342391304347826
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.1,526,53,79,4,75,0.15019011406844107,0.07547169811320754,0.05063291139240506,0.5025077621208502,0.8414376321353065
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.2,526,106,79,4,75,0.15019011406844107,0.03773584905660377,0.05063291139240506,0.2512538810604251,0.8214285714285714
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.3,526,158,79,16,63,0.15019011406844107,0.10126582278481013,0.20253164556962025,0.6742509213267104,0.8288043478260869
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,entropy_only,entropy,0.1,526,53,79,5,74,0.15019011406844107,0.09433962264150944,0.06329113924050633,0.6281347026510629,0.8435517970401691
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,entropy_only,entropy,0.2,526,106,79,10,69,0.15019011406844107,0.09433962264150944,0.12658227848101267,0.6281347026510629,0.8357142857142857
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,entropy_only,entropy,0.3,526,158,79,19,60,0.15019011406844107,0.12025316455696203,0.24050632911392406,0.8006729690754687,0.8369565217391304
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,low_margin_only,margin,0.1,526,53,79,7,72,0.15019011406844107,0.1320754716981132,0.08860759493670886,0.8793885837114879,0.8477801268498943
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,low_margin_only,margin,0.2,526,106,79,14,65,0.15019011406844107,0.1320754716981132,0.17721518987341772,0.8793885837114879,0.8452380952380952
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,low_margin_only,margin,0.3,526,158,79,19,60,0.15019011406844107,0.12025316455696203,0.24050632911392406,0.8006729690754687,0.8369565217391304
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,low_confidence_only,confidence,0.1,526,53,79,6,73,0.15019011406844107,0.11320754716981132,0.0759493670886076,0.7537616431812754,0.8456659619450317
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,low_confidence_only,confidence,0.2,526,106,79,12,67,0.15019011406844107,0.11320754716981132,0.1518987341772152,0.7537616431812754,0.8404761904761905
MESSIDOR2,retfound_mae_cfp_official_like,large_undergrading,low_confidence_only,confidence,0.3,526,158,79,19,60,0.15019011406844107,0.12025316455696203,0.24050632911392406,0.8006729690754687,0.8369565217391304
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.1,526,53,26,1,25,0.049429657794676805,0.018867924528301886,0.038461538461538464,0.38171262699564584,0.9471458773784355
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.2,526,106,26,6,20,0.049429657794676805,0.05660377358490566,0.23076923076923078,1.1451378809869377,0.9523809523809523
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.3,526,158,26,12,14,0.049429657794676805,0.0759493670886076,0.46153846153846156,1.5365141187926,0.9619565217391304
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,26,16,10,0.049429657794676805,0.3018867924528302,0.6153846153846154,6.1074020319303335,0.9788583509513742
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,gated_severe_prob_mass_only,gated_severe_prob_mass,0.2,526,106,26,21,5,0.049429657794676805,0.19811320754716982,0.8076923076923077,4.0079825834542815,0.9880952380952381
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,gated_severe_prob_mass_only,gated_severe_prob_mass,0.3,526,158,26,23,3,0.049429657794676805,0.14556962025316456,0.8846153846153846,2.944985394352483,0.9918478260869565
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,severe_prob_mass_only,severe_prob_mass,0.1,526,53,26,12,14,0.049429657794676805,0.22641509433962265,0.46153846153846156,4.580551523947751,0.9704016913319239
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,severe_prob_mass_only,severe_prob_mass,0.2,526,106,26,20,6,0.049429657794676805,0.18867924528301888,0.7692307692307693,3.817126269956459,0.9857142857142858
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,severe_prob_mass_only,severe_prob_mass,0.3,526,158,26,23,3,0.049429657794676805,0.14556962025316456,0.8846153846153846,2.944985394352483,0.9918478260869565
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,entropy_only,entropy,0.1,526,53,26,3,23,0.049429657794676805,0.05660377358490566,0.11538461538461539,1.1451378809869377,0.9513742071881607
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,entropy_only,entropy,0.2,526,106,26,13,13,0.049429657794676805,0.12264150943396226,0.5,2.4811320754716983,0.969047619047619
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,entropy_only,entropy,0.3,526,158,26,21,5,0.049429657794676805,0.13291139240506328,0.8076923076923077,2.6888997078870496,0.9864130434782609
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,low_margin_only,margin,0.1,526,53,26,5,21,0.049429657794676805,0.09433962264150944,0.19230769230769232,1.9085631349782295,0.9556025369978858
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,low_margin_only,margin,0.2,526,106,26,12,14,0.049429657794676805,0.11320754716981132,0.46153846153846156,2.2902757619738754,0.9666666666666667
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,low_margin_only,margin,0.3,526,158,26,19,7,0.049429657794676805,0.12025316455696203,0.7307692307692307,2.4328140214216165,0.9809782608695652
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,low_confidence_only,confidence,0.1,526,53,26,5,21,0.049429657794676805,0.09433962264150944,0.19230769230769232,1.9085631349782295,0.9556025369978858
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,low_confidence_only,confidence,0.2,526,106,26,11,15,0.049429657794676805,0.10377358490566038,0.4230769230769231,2.0994194484760524,0.9642857142857143
MESSIDOR2,retfound_mae_cfp_official_like,vision_threatening_dr_miss,low_confidence_only,confidence,0.3,526,158,26,22,4,0.049429657794676805,0.13924050632911392,0.8461538461538461,2.8169425511197663,0.9891304347826086
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,expected_gap_only,expected_gap,0.1,526,53,97,15,82,0.1844106463878327,0.2830188679245283,0.15463917525773196,1.5347208714257927,0.8266384778012685
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,expected_gap_only,expected_gap,0.2,526,106,97,24,73,0.1844106463878327,0.22641509433962265,0.24742268041237114,1.227776697140634,0.8261904761904761
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,expected_gap_only,expected_gap,0.3,526,158,97,41,56,0.1844106463878327,0.25949367088607594,0.422680412371134,1.4071512462482056,0.8478260869565217
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,97,17,80,0.1844106463878327,0.32075471698113206,0.17525773195876287,1.7393503209492316,0.8308668076109936
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.2,526,106,97,24,73,0.1844106463878327,0.22641509433962265,0.24742268041237114,1.227776697140634,0.8261904761904761
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.3,526,158,97,36,61,0.1844106463878327,0.22784810126582278,0.3711340206185567,1.2355474357301317,0.8342391304347826
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,severe_prob_mass_only,severe_prob_mass,0.1,526,53,97,13,84,0.1844106463878327,0.24528301886792453,0.13402061855670103,1.3300914219023536,0.8224101479915433
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,severe_prob_mass_only,severe_prob_mass,0.2,526,106,97,21,76,0.1844106463878327,0.19811320754716982,0.21649484536082475,1.0743046099980549,0.819047619047619
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,severe_prob_mass_only,severe_prob_mass,0.3,526,158,97,34,63,0.1844106463878327,0.21518987341772153,0.35051546391752575,1.1669059115229024,0.8288043478260869
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,entropy_only,entropy,0.1,526,53,97,7,90,0.1844106463878327,0.1320754716981132,0.07216494845360824,0.7162030733320366,0.8097251585623679
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,entropy_only,entropy,0.2,526,106,97,21,76,0.1844106463878327,0.19811320754716982,0.21649484536082475,1.0743046099980549,0.819047619047619
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,entropy_only,entropy,0.3,526,158,97,35,62,0.1844106463878327,0.22151898734177214,0.36082474226804123,1.201226673626517,0.8315217391304348
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,low_margin_only,margin,0.1,526,53,97,12,85,0.1844106463878327,0.22641509433962265,0.12371134020618557,1.227776697140634,0.8202959830866807
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,low_margin_only,margin,0.2,526,106,97,23,74,0.1844106463878327,0.2169811320754717,0.23711340206185566,1.1766193347597744,0.8238095238095238
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,low_margin_only,margin,0.3,526,158,97,34,63,0.1844106463878327,0.21518987341772153,0.35051546391752575,1.1669059115229024,0.8288043478260869
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,low_confidence_only,confidence,0.1,526,53,97,11,86,0.1844106463878327,0.20754716981132076,0.1134020618556701,1.1254619723789148,0.8181818181818181
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,low_confidence_only,confidence,0.2,526,106,97,21,76,0.1844106463878327,0.19811320754716982,0.21649484536082475,1.0743046099980549,0.819047619047619
MESSIDOR2,retfound_mae_cfp_official_like,dangerous_undergrading,low_confidence_only,confidence,0.3,526,158,97,36,61,0.1844106463878327,0.22784810126582278,0.3711340206185567,1.2355474357301317,0.8342391304347826
MESSIDOR2,swin_tiny,large_undergrading,expected_gap_only,expected_gap,0.1,526,53,77,24,53,0.14638783269961977,0.4528301886792453,0.3116883116883117,3.0933594707179615,0.8879492600422833
MESSIDOR2,swin_tiny,large_undergrading,expected_gap_only,expected_gap,0.2,526,106,77,39,38,0.14638783269961977,0.36792452830188677,0.5064935064935064,2.5133545699583433,0.9095238095238095
MESSIDOR2,swin_tiny,large_undergrading,expected_gap_only,expected_gap,0.3,526,158,77,46,31,0.14638783269961977,0.2911392405063291,0.5974025974025974,1.9888213052770014,0.9157608695652174
MESSIDOR2,swin_tiny,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,77,8,69,0.14638783269961977,0.1509433962264151,0.1038961038961039,1.0311198235726537,0.854122621564482
MESSIDOR2,swin_tiny,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.2,526,106,77,16,61,0.14638783269961977,0.1509433962264151,0.2077922077922078,1.0311198235726537,0.8547619047619047
MESSIDOR2,swin_tiny,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.3,526,158,77,34,43,0.14638783269961977,0.21518987341772153,0.44155844155844154,1.4699983560743055,0.8831521739130435
MESSIDOR2,swin_tiny,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.1,526,53,77,8,69,0.14638783269961977,0.1509433962264151,0.1038961038961039,1.0311198235726537,0.854122621564482
MESSIDOR2,swin_tiny,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.2,526,106,77,15,62,0.14638783269961977,0.14150943396226415,0.19480519480519481,0.9666748345993629,0.8523809523809524
MESSIDOR2,swin_tiny,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.3,526,158,77,33,44,0.14638783269961977,0.2088607594936709,0.42857142857142855,1.426763110307414,0.8804347826086957
MESSIDOR2,swin_tiny,large_undergrading,entropy_only,entropy,0.1,526,53,77,14,63,0.14638783269961977,0.2641509433962264,0.18181818181818182,1.804459691252144,0.8668076109936576
MESSIDOR2,swin_tiny,large_undergrading,entropy_only,entropy,0.2,526,106,77,27,50,0.14638783269961977,0.25471698113207547,0.35064935064935066,1.7400147022788532,0.8809523809523809
MESSIDOR2,swin_tiny,large_undergrading,entropy_only,entropy,0.3,526,158,77,39,38,0.14638783269961977,0.2468354430379747,0.5064935064935064,1.6861745849087622,0.8967391304347826
MESSIDOR2,swin_tiny,large_undergrading,low_margin_only,margin,0.1,526,53,77,15,62,0.14638783269961977,0.2830188679245283,0.19480519480519481,1.9333496691987258,0.86892177589852
MESSIDOR2,swin_tiny,large_undergrading,low_margin_only,margin,0.2,526,106,77,27,50,0.14638783269961977,0.25471698113207547,0.35064935064935066,1.7400147022788532,0.8809523809523809
MESSIDOR2,swin_tiny,large_undergrading,low_margin_only,margin,0.3,526,158,77,39,38,0.14638783269961977,0.2468354430379747,0.5064935064935064,1.6861745849087622,0.8967391304347826
MESSIDOR2,swin_tiny,large_undergrading,low_confidence_only,confidence,0.1,526,53,77,14,63,0.14638783269961977,0.2641509433962264,0.18181818181818182,1.804459691252144,0.8668076109936576
MESSIDOR2,swin_tiny,large_undergrading,low_confidence_only,confidence,0.2,526,106,77,27,50,0.14638783269961977,0.25471698113207547,0.35064935064935066,1.7400147022788532,0.8809523809523809
MESSIDOR2,swin_tiny,large_undergrading,low_confidence_only,confidence,0.3,526,158,77,39,38,0.14638783269961977,0.2468354430379747,0.5064935064935064,1.6861745849087622,0.8967391304347826
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.1,526,53,29,8,21,0.055133079847908745,0.1509433962264151,0.27586206896551724,2.737800910865322,0.9556025369978858
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.2,526,106,29,12,17,0.055133079847908745,0.11320754716981132,0.41379310344827586,2.0533506831489916,0.9595238095238096
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.3,526,158,29,18,11,0.055133079847908745,0.11392405063291139,0.6206896551724138,2.066346573548669,0.970108695652174
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,29,21,8,0.055133079847908745,0.39622641509433965,0.7241379310344828,7.186727391021471,0.9830866807610994
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,gated_severe_prob_mass_only,gated_severe_prob_mass,0.2,526,106,29,25,4,0.055133079847908745,0.2358490566037736,0.8620689655172413,4.2778139232270656,0.9904761904761905
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,gated_severe_prob_mass_only,gated_severe_prob_mass,0.3,526,158,29,29,0,0.055133079847908745,0.18354430379746836,1.0,3.329113924050633,1.0
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,severe_prob_mass_only,severe_prob_mass,0.1,526,53,29,19,10,0.055133079847908745,0.3584905660377358,0.6551724137931034,6.5022771633051395,0.9788583509513742
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,severe_prob_mass_only,severe_prob_mass,0.2,526,106,29,25,4,0.055133079847908745,0.2358490566037736,0.8620689655172413,4.2778139232270656,0.9904761904761905
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,severe_prob_mass_only,severe_prob_mass,0.3,526,158,29,29,0,0.055133079847908745,0.18354430379746836,1.0,3.329113924050633,1.0
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,entropy_only,entropy,0.1,526,53,29,4,25,0.055133079847908745,0.07547169811320754,0.13793103448275862,1.368900455432661,0.9471458773784355
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,entropy_only,entropy,0.2,526,106,29,12,17,0.055133079847908745,0.11320754716981132,0.41379310344827586,2.0533506831489916,0.9595238095238096
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,entropy_only,entropy,0.3,526,158,29,20,9,0.055133079847908745,0.12658227848101267,0.6896551724137931,2.2959406372762987,0.9755434782608695
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,low_margin_only,margin,0.1,526,53,29,5,24,0.055133079847908745,0.09433962264150944,0.1724137931034483,1.7111255692908265,0.9492600422832981
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,low_margin_only,margin,0.2,526,106,29,12,17,0.055133079847908745,0.11320754716981132,0.41379310344827586,2.0533506831489916,0.9595238095238096
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,low_margin_only,margin,0.3,526,158,29,19,10,0.055133079847908745,0.12025316455696203,0.6551724137931034,2.1811436054124838,0.9728260869565217
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,low_confidence_only,confidence,0.1,526,53,29,4,25,0.055133079847908745,0.07547169811320754,0.13793103448275862,1.368900455432661,0.9471458773784355
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,low_confidence_only,confidence,0.2,526,106,29,12,17,0.055133079847908745,0.11320754716981132,0.41379310344827586,2.0533506831489916,0.9595238095238096
MESSIDOR2,swin_tiny,vision_threatening_dr_miss,low_confidence_only,confidence,0.3,526,158,29,19,10,0.055133079847908745,0.12025316455696203,0.6551724137931034,2.1811436054124838,0.9728260869565217
MESSIDOR2,swin_tiny,dangerous_undergrading,expected_gap_only,expected_gap,0.1,526,53,97,27,70,0.1844106463878327,0.5094339622641509,0.27835051546391754,2.762497568566427,0.8520084566596194
MESSIDOR2,swin_tiny,dangerous_undergrading,expected_gap_only,expected_gap,0.2,526,106,97,45,52,0.1844106463878327,0.42452830188679247,0.4639175257731959,2.302081307138689,0.8761904761904762
MESSIDOR2,swin_tiny,dangerous_undergrading,expected_gap_only,expected_gap,0.3,526,158,97,56,41,0.1844106463878327,0.35443037974683544,0.5773195876288659,1.9219626778024272,0.8885869565217391
MESSIDOR2,swin_tiny,dangerous_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,97,24,73,0.1844106463878327,0.4528301886792453,0.24742268041237114,2.455553394281268,0.8456659619450317
MESSIDOR2,swin_tiny,dangerous_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.2,526,106,97,35,62,0.1844106463878327,0.330188679245283,0.36082474226804123,1.7905076833300915,0.8523809523809524
MESSIDOR2,swin_tiny,dangerous_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.3,526,158,97,54,43,0.1844106463878327,0.34177215189873417,0.5567010309278351,1.8533211535951977,0.8831521739130435
MESSIDOR2,swin_tiny,dangerous_undergrading,severe_prob_mass_only,severe_prob_mass,0.1,526,53,97,22,75,0.1844106463878327,0.41509433962264153,0.2268041237113402,2.2509239447578295,0.8414376321353065
MESSIDOR2,swin_tiny,dangerous_undergrading,severe_prob_mass_only,severe_prob_mass,0.2,526,106,97,34,63,0.1844106463878327,0.32075471698113206,0.35051546391752575,1.7393503209492316,0.85
MESSIDOR2,swin_tiny,dangerous_undergrading,severe_prob_mass_only,severe_prob_mass,0.3,526,158,97,53,44,0.1844106463878327,0.33544303797468356,0.5463917525773195,1.819000391491583,0.8804347826086957
MESSIDOR2,swin_tiny,dangerous_undergrading,entropy_only,entropy,0.1,526,53,97,15,82,0.1844106463878327,0.2830188679245283,0.15463917525773196,1.5347208714257927,0.8266384778012685
MESSIDOR2,swin_tiny,dangerous_undergrading,entropy_only,entropy,0.2,526,106,97,33,64,0.1844106463878327,0.3113207547169811,0.3402061855670103,1.688192958568372,0.8476190476190476
MESSIDOR2,swin_tiny,dangerous_undergrading,entropy_only,entropy,0.3,526,158,97,51,46,0.1844106463878327,0.3227848101265823,0.5257731958762887,1.7503588672843535,0.875
MESSIDOR2,swin_tiny,dangerous_undergrading,low_margin_only,margin,0.1,526,53,97,16,81,0.1844106463878327,0.3018867924528302,0.16494845360824742,1.637035596187512,0.8287526427061311
MESSIDOR2,swin_tiny,dangerous_undergrading,low_margin_only,margin,0.2,526,106,97,33,64,0.1844106463878327,0.3113207547169811,0.3402061855670103,1.688192958568372,0.8476190476190476
MESSIDOR2,swin_tiny,dangerous_undergrading,low_margin_only,margin,0.3,526,158,97,50,47,0.1844106463878327,0.31645569620253167,0.5154639175257731,1.7160381051807387,0.8722826086956521
MESSIDOR2,swin_tiny,dangerous_undergrading,low_confidence_only,confidence,0.1,526,53,97,15,82,0.1844106463878327,0.2830188679245283,0.15463917525773196,1.5347208714257927,0.8266384778012685
MESSIDOR2,swin_tiny,dangerous_undergrading,low_confidence_only,confidence,0.2,526,106,97,33,64,0.1844106463878327,0.3113207547169811,0.3402061855670103,1.688192958568372,0.8476190476190476
MESSIDOR2,swin_tiny,dangerous_undergrading,low_confidence_only,confidence,0.3,526,158,97,50,47,0.1844106463878327,0.31645569620253167,0.5154639175257731,1.7160381051807387,0.8722826086956521
MESSIDOR2,vit_b_imagenet,large_undergrading,expected_gap_only,expected_gap,0.1,526,53,101,20,81,0.1920152091254753,0.37735849056603776,0.19801980198019803,1.9652531290864936,0.8287526427061311
MESSIDOR2,vit_b_imagenet,large_undergrading,expected_gap_only,expected_gap,0.2,526,106,101,34,67,0.1920152091254753,0.32075471698113206,0.33663366336633666,1.6704651597235194,0.8404761904761905
MESSIDOR2,vit_b_imagenet,large_undergrading,expected_gap_only,expected_gap,0.3,526,158,101,47,54,0.1920152091254753,0.2974683544303797,0.46534653465346537,1.5491916280235616,0.8532608695652174
MESSIDOR2,vit_b_imagenet,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,101,8,93,0.1920152091254753,0.1509433962264151,0.07920792079207921,0.7861012516345974,0.8033826638477801
MESSIDOR2,vit_b_imagenet,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.2,526,106,101,25,76,0.1920152091254753,0.2358490566037736,0.24752475247524752,1.2282832056790585,0.819047619047619
MESSIDOR2,vit_b_imagenet,large_undergrading,gated_severe_prob_mass_only,gated_severe_prob_mass,0.3,526,158,101,38,63,0.1920152091254753,0.24050632911392406,0.37623762376237624,1.25253791201905,0.8288043478260869
MESSIDOR2,vit_b_imagenet,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.1,526,53,101,6,95,0.1920152091254753,0.11320754716981132,0.0594059405940594,0.589575938725948,0.7991543340380549
MESSIDOR2,vit_b_imagenet,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.2,526,106,101,23,78,0.1920152091254753,0.2169811320754717,0.22772277227722773,1.1300205492247337,0.8142857142857143
MESSIDOR2,vit_b_imagenet,large_undergrading,severe_prob_mass_only,severe_prob_mass,0.3,526,158,101,38,63,0.1920152091254753,0.24050632911392406,0.37623762376237624,1.25253791201905,0.8288043478260869
MESSIDOR2,vit_b_imagenet,large_undergrading,entropy_only,entropy,0.1,526,53,101,11,90,0.1920152091254753,0.20754716981132076,0.10891089108910891,1.0808892209975716,0.8097251585623679
MESSIDOR2,vit_b_imagenet,large_undergrading,entropy_only,entropy,0.2,526,106,101,26,75,0.1920152091254753,0.24528301886792453,0.25742574257425743,1.2774145339062208,0.8214285714285714
MESSIDOR2,vit_b_imagenet,large_undergrading,entropy_only,entropy,0.3,526,158,101,40,61,0.1920152091254753,0.25316455696202533,0.39603960396039606,1.3184609600200528,0.8342391304347826
MESSIDOR2,vit_b_imagenet,large_undergrading,low_margin_only,margin,0.1,526,53,101,11,90,0.1920152091254753,0.20754716981132076,0.10891089108910891,1.0808892209975716,0.8097251585623679
MESSIDOR2,vit_b_imagenet,large_undergrading,low_margin_only,margin,0.2,526,106,101,26,75,0.1920152091254753,0.24528301886792453,0.25742574257425743,1.2774145339062208,0.8214285714285714
MESSIDOR2,vit_b_imagenet,large_undergrading,low_margin_only,margin,0.3,526,158,101,39,62,0.1920152091254753,0.2468354430379747,0.38613861386138615,1.2854994360195513,0.8315217391304348
MESSIDOR2,vit_b_imagenet,large_undergrading,low_confidence_only,confidence,0.1,526,53,101,11,90,0.1920152091254753,0.20754716981132076,0.10891089108910891,1.0808892209975716,0.8097251585623679
MESSIDOR2,vit_b_imagenet,large_undergrading,low_confidence_only,confidence,0.2,526,106,101,26,75,0.1920152091254753,0.24528301886792453,0.25742574257425743,1.2774145339062208,0.8214285714285714
MESSIDOR2,vit_b_imagenet,large_undergrading,low_confidence_only,confidence,0.3,526,158,101,40,61,0.1920152091254753,0.25316455696202533,0.39603960396039606,1.3184609600200528,0.8342391304347826
MESSIDOR2,vit_b_imagenet,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.1,526,53,28,12,16,0.053231939163498096,0.22641509433962265,0.42857142857142855,4.253369272237197,0.9661733615221987
MESSIDOR2,vit_b_imagenet,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.2,526,106,28,15,13,0.053231939163498096,0.14150943396226415,0.5357142857142857,2.658355795148248,0.969047619047619
MESSIDOR2,vit_b_imagenet,vision_threatening_dr_miss,expected_gap_only,expected_gap,0.3,526,158,28,17,11,0.053231939163498096,0.10759493670886076,0.6071428571428571,2.02124773960217,0.970108695652174
MESSIDOR2,vit_b_imagenet,vision_threatening_dr_miss,gated_severe_prob_mass_only,gated_severe_prob_mass,0.1,526,53,28,17,11,0.053231939163498096,0.32075471698113206,0.6071428571428571,6.025606469002695,0.9767441860465116
