model_name,n_runs,n_latency_outlier_any,n_latency_outlier_rel10pct,n_latency_outlier_mad,n_latency_mad_sensitive_flag,mean_ms_per_image,mean_ms_per_image_mean,mean_ms_per_image_std,median_ms_per_image,p95_ms_per_image,total_forward_ms,total_forward_ms_mean,images_per_second,pytorch_peak_allocated_mem_mb,batch_size,device,mean_ms_per_image_cv,checkpoint_mb,img_size,arch,norm,latency_cv_gt_10pct,latency_has_run_outlier,latency_has_mad_sensitive_flag,cost_note
swin_tiny,5,0,0,0,0,0.6110066988251426,0.6113277325745333,0.001361234389697311,0.6105442480475176,0.6140319361293223,672.1073687076569,672.4605058319867,1636.6432674516047,612.779296875,32,cuda,0.0022266851594718857,105.06313514709473,224,swin_tiny_patch4_window7_224,imagenet,False,False,False,multi-run single-GPU forward-only benchmark; excludes PIL decode/transform timing
