target,target_role,fold,evaluation_scope,backbone,ranking_method,n_records,positive_records,auroc,auprc
large_undergrading,primary,4,pooled_analysis_only,ALL,learned_logistic,1338,71,0.8382894049379148,0.18379218159203592
large_undergrading,primary,4,per_backbone,convnext_tiny,confidence_only,223,14,0.7088174982911826,0.10343857157524494
large_undergrading,primary,4,per_backbone,convnext_tiny,margin_only,223,14,0.7047163362952836,0.10092351131746051
large_undergrading,primary,4,per_backbone,convnext_tiny,entropy_only,223,14,0.7669172932330828,0.14302389432495527
large_undergrading,primary,4,per_backbone,convnext_tiny,uncertainty_rank_fusion,223,14,0.7269309637730691,0.11418542430160364
large_undergrading,primary,4,per_backbone,convnext_tiny,ophagent_combined,223,14,0.8168147641831852,0.1666579588844026
large_undergrading,primary,4,per_backbone,convnext_tiny,severe_prob_mass_only,223,14,0.7047163362952837,0.10141871822811016
large_undergrading,primary,4,per_backbone,convnext_tiny,gated_severe_prob_mass_only,223,14,0.8051948051948052,0.15636492291187631
large_undergrading,primary,4,per_backbone,convnext_tiny,expected_grade_only,223,14,0.6760082023239917,0.09314116266243697
large_undergrading,primary,4,per_backbone,convnext_tiny,expected_gap_only,223,14,0.8198906356801093,0.30339004954954285
large_undergrading,primary,4,per_backbone,convnext_tiny,top2_more_severe_only,223,14,0.709671907040328,0.14034968143508272
large_undergrading,primary,4,per_backbone,convnext_tiny,learned_logistic,223,14,0.8349282296650717,0.18628399083363945
large_undergrading,primary,4,per_backbone,retfound_official_like,confidence_only,223,11,0.8104631217838765,0.27085275051383007
large_undergrading,primary,4,per_backbone,retfound_official_like,margin_only,223,11,0.8031732418524872,0.2187440232446593
large_undergrading,primary,4,per_backbone,retfound_official_like,entropy_only,223,11,0.8306174957118353,0.25924549733796964
large_undergrading,primary,4,per_backbone,retfound_official_like,uncertainty_rank_fusion,223,11,0.8158233276157805,0.3204697720608324
large_undergrading,primary,4,per_backbone,retfound_official_like,ophagent_combined,223,11,0.8700686106346484,0.37515345555118285
large_undergrading,primary,4,per_backbone,retfound_official_like,severe_prob_mass_only,223,11,0.7560034305317324,0.09843801543434622
large_undergrading,primary,4,per_backbone,retfound_official_like,gated_severe_prob_mass_only,223,11,0.8550600343053174,0.18698760222676433
large_undergrading,primary,4,per_backbone,retfound_official_like,expected_grade_only,223,11,0.7354202401372212,0.09182038718958498
large_undergrading,primary,4,per_backbone,retfound_official_like,expected_gap_only,223,11,0.8542024013722127,0.28619733152852944
large_undergrading,primary,4,per_backbone,retfound_official_like,top2_more_severe_only,223,11,0.8602058319039452,0.1773289804898247
large_undergrading,primary,4,per_backbone,retfound_official_like,learned_logistic,223,11,0.8572041166380789,0.17019731720888429
large_undergrading,primary,4,per_backbone,swin_tiny,confidence_only,223,11,0.7006861063464838,0.16594727427629233
large_undergrading,primary,4,per_backbone,swin_tiny,margin_only,223,11,0.7019725557461407,0.166444415251758
large_undergrading,primary,4,per_backbone,swin_tiny,entropy_only,223,11,0.7071183533447685,0.1688294876011862
large_undergrading,primary,4,per_backbone,swin_tiny,uncertainty_rank_fusion,223,11,0.7043310463121784,0.16709553871985022
large_undergrading,primary,4,per_backbone,swin_tiny,ophagent_combined,223,11,0.7246998284734134,0.19283578604040896
large_undergrading,primary,4,per_backbone,swin_tiny,severe_prob_mass_only,223,11,0.7654373927958833,0.10217756938618988
large_undergrading,primary,4,per_backbone,swin_tiny,gated_severe_prob_mass_only,223,11,0.8550600343053173,0.21690506206910853
large_undergrading,primary,4,per_backbone,swin_tiny,expected_grade_only,223,11,0.7538593481989708,0.10099428235021456
large_undergrading,primary,4,per_backbone,swin_tiny,expected_gap_only,223,11,0.7855917667238421,0.228095296645473
large_undergrading,primary,4,per_backbone,swin_tiny,top2_more_severe_only,223,11,0.6728130360205833,0.126148552493844
large_undergrading,primary,4,per_backbone,swin_tiny,learned_logistic,223,11,0.8336192109777015,0.18260626865201204
large_undergrading,primary,4,per_backbone,vit_b_imagenet,confidence_only,223,11,0.7156946826758147,0.09584045761180524
large_undergrading,primary,4,per_backbone,vit_b_imagenet,margin_only,223,11,0.7169811320754718,0.10223960341321434
large_undergrading,primary,4,per_backbone,vit_b_imagenet,entropy_only,223,11,0.7216981132075472,0.10168837133008062
large_undergrading,primary,4,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,223,11,0.7182675814751287,0.1027421196317201
large_undergrading,primary,4,per_backbone,vit_b_imagenet,ophagent_combined,223,11,0.7392795883361921,0.17685048630923145
large_undergrading,primary,4,per_backbone,vit_b_imagenet,severe_prob_mass_only,223,11,0.7397084048027445,0.09172799252676661
large_undergrading,primary,4,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,223,11,0.8434819897084048,0.1807429656693043
large_undergrading,primary,4,per_backbone,vit_b_imagenet,expected_grade_only,223,11,0.7002572898799314,0.0819257908468525
large_undergrading,primary,4,per_backbone,vit_b_imagenet,expected_gap_only,223,11,0.7311320754716981,0.2188628269816976
large_undergrading,primary,4,per_backbone,vit_b_imagenet,top2_more_severe_only,223,11,0.7071183533447685,0.15601948103592408
large_undergrading,primary,4,per_backbone,vit_b_imagenet,learned_logistic,223,11,0.8563464837049743,0.31731379504713975
large_undergrading,primary,4,per_backbone,vit_b_official_like,confidence_only,223,13,0.7996336996336997,0.20011602746218146
large_undergrading,primary,4,per_backbone,vit_b_official_like,margin_only,223,13,0.7765567765567765,0.1841400238008802
large_undergrading,primary,4,per_backbone,vit_b_official_like,entropy_only,223,13,0.8131868131868132,0.23634601938297206
large_undergrading,primary,4,per_backbone,vit_b_official_like,uncertainty_rank_fusion,223,13,0.7976190476190477,0.19854708389859793
large_undergrading,primary,4,per_backbone,vit_b_official_like,ophagent_combined,223,13,0.8714285714285714,0.2926012028423673
large_undergrading,primary,4,per_backbone,vit_b_official_like,severe_prob_mass_only,223,13,0.7802197802197802,0.12774163463441163
large_undergrading,primary,4,per_backbone,vit_b_official_like,gated_severe_prob_mass_only,223,13,0.8703296703296705,0.33141133701456904
large_undergrading,primary,4,per_backbone,vit_b_official_like,expected_grade_only,223,13,0.7413919413919414,0.1170760475666907
large_undergrading,primary,4,per_backbone,vit_b_official_like,expected_gap_only,223,13,0.8157509157509157,0.43645056606515675
large_undergrading,primary,4,per_backbone,vit_b_official_like,top2_more_severe_only,223,13,0.8388278388278387,0.20440449807349112
large_undergrading,primary,4,per_backbone,vit_b_official_like,learned_logistic,223,13,0.8769230769230769,0.26757019121272513
large_undergrading,primary,4,per_backbone,vit_l_official_like,confidence_only,223,11,0.7692967409948541,0.13668905000723972
large_undergrading,primary,4,per_backbone,vit_l_official_like,margin_only,223,11,0.7873070325900514,0.15917074233677264
large_undergrading,primary,4,per_backbone,vit_l_official_like,entropy_only,223,11,0.6998284734133791,0.09429523807112142
large_undergrading,primary,4,per_backbone,vit_l_official_like,uncertainty_rank_fusion,223,11,0.7637221269296741,0.12833603452561068
large_undergrading,primary,4,per_backbone,vit_l_official_like,ophagent_combined,223,11,0.8357632933104631,0.2782986386069159
large_undergrading,primary,4,per_backbone,vit_l_official_like,severe_prob_mass_only,223,11,0.7538593481989708,0.11503338639574323
large_undergrading,primary,4,per_backbone,vit_l_official_like,gated_severe_prob_mass_only,223,11,0.8662092624356774,0.40473520073631314
large_undergrading,primary,4,per_backbone,vit_l_official_like,expected_grade_only,223,11,0.7667238421955402,0.12206016618562479
large_undergrading,primary,4,per_backbone,vit_l_official_like,expected_gap_only,223,11,0.5883361921097771,0.062201480040000916
large_undergrading,primary,4,per_backbone,vit_l_official_like,top2_more_severe_only,223,11,0.8580617495711835,0.3509142818529367
large_undergrading,primary,4,per_backbone,vit_l_official_like,learned_logistic,223,11,0.8391938250428815,0.32145711989062375
large_undergrading,primary,5,pooled_analysis_only,ALL,confidence_only,1326,43,0.7885769181968134,0.11035244139110101
large_undergrading,primary,5,pooled_analysis_only,ALL,margin_only,1326,43,0.7987275462669252,0.09951189485469729
large_undergrading,primary,5,pooled_analysis_only,ALL,entropy_only,1326,43,0.7656655005528467,0.10385577244904914
large_undergrading,primary,5,pooled_analysis_only,ALL,uncertainty_rank_fusion,1326,43,0.7882325218872918,0.10771477297509438
large_undergrading,primary,5,pooled_analysis_only,ALL,ophagent_combined,1326,43,0.8546919465641937,0.23070828864995657
large_undergrading,primary,5,pooled_analysis_only,ALL,severe_prob_mass_only,1326,43,0.6900433214305135,0.05530231263136354
large_undergrading,primary,5,pooled_analysis_only,ALL,gated_severe_prob_mass_only,1326,43,0.8013558338922221,0.16818399121277544
large_undergrading,primary,5,pooled_analysis_only,ALL,expected_grade_only,1326,43,0.735775526110678,0.05777018953818233
large_undergrading,primary,5,pooled_analysis_only,ALL,expected_gap_only,1326,43,0.7074625242436876,0.12550919482715425
large_undergrading,primary,5,pooled_analysis_only,ALL,top2_more_severe_only,1326,43,0.718283818811289,0.1136844081388277
large_undergrading,primary,5,pooled_analysis_only,ALL,learned_logistic,1326,43,0.8420489767804383,0.17195783529058234
large_undergrading,primary,5,per_backbone,convnext_tiny,confidence_only,221,7,0.7676902536715621,0.11250022368730106
large_undergrading,primary,5,per_backbone,convnext_tiny,margin_only,221,7,0.7983978638184246,0.16470907511940946
large_undergrading,primary,5,per_backbone,convnext_tiny,entropy_only,221,7,0.7489986648865153,0.1268698353966139
large_undergrading,primary,5,per_backbone,convnext_tiny,uncertainty_rank_fusion,221,7,0.7720293724966621,0.13726783119521224
large_undergrading,primary,5,per_backbone,convnext_tiny,ophagent_combined,221,7,0.822429906542056,0.3071802434704733
large_undergrading,primary,5,per_backbone,convnext_tiny,severe_prob_mass_only,221,7,0.6909212283044058,0.05977345080332265
large_undergrading,primary,5,per_backbone,convnext_tiny,gated_severe_prob_mass_only,221,7,0.8010680907877169,0.21638155004561807
large_undergrading,primary,5,per_backbone,convnext_tiny,expected_grade_only,221,7,0.7096128170894527,0.06125317128003987
large_undergrading,primary,5,per_backbone,convnext_tiny,expected_gap_only,221,7,0.911214953271028,0.2898678893664594
large_undergrading,primary,5,per_backbone,convnext_tiny,top2_more_severe_only,221,7,0.9065420560747663,0.22060031192312124
large_undergrading,primary,5,per_backbone,convnext_tiny,learned_logistic,221,7,0.9138851802403205,0.30991466762143455
large_undergrading,primary,5,per_backbone,retfound_official_like,confidence_only,221,4,0.75,0.0431526507986549
large_undergrading,primary,5,per_backbone,retfound_official_like,margin_only,221,4,0.7626728110599078,0.0449153256382172
large_undergrading,primary,5,per_backbone,retfound_official_like,entropy_only,221,4,0.8421658986175116,0.06640019379844961
large_undergrading,primary,5,per_backbone,retfound_official_like,uncertainty_rank_fusion,221,4,0.7782258064516129,0.048683970856102
large_undergrading,primary,5,per_backbone,retfound_official_like,ophagent_combined,221,4,0.7811059907834101,0.05780850423707566
large_undergrading,primary,5,per_backbone,retfound_official_like,severe_prob_mass_only,221,4,0.6589861751152074,0.03103854315028658
large_undergrading,primary,5,per_backbone,retfound_official_like,gated_severe_prob_mass_only,221,4,0.7972350230414748,0.05640347047910073
large_undergrading,primary,5,per_backbone,retfound_official_like,expected_grade_only,221,4,0.6474654377880185,0.030380904591988445
large_undergrading,primary,5,per_backbone,retfound_official_like,expected_gap_only,221,4,0.564516129032258,0.09302947957839261
large_undergrading,primary,5,per_backbone,retfound_official_like,top2_more_severe_only,221,4,0.5034562211981567,0.04458898944193062
large_undergrading,primary,5,per_backbone,retfound_official_like,learned_logistic,221,4,0.7811059907834101,0.05915383409255958
large_undergrading,primary,5,per_backbone,swin_tiny,confidence_only,221,7,0.7690253671562083,0.0732694469226977
large_undergrading,primary,5,per_backbone,swin_tiny,margin_only,221,7,0.7783711615487316,0.07815689748354449
large_undergrading,primary,5,per_backbone,swin_tiny,entropy_only,221,7,0.7850467289719627,0.08108383504917119
large_undergrading,primary,5,per_backbone,swin_tiny,uncertainty_rank_fusion,221,7,0.7726969292389855,0.07475210488112889
large_undergrading,primary,5,per_backbone,swin_tiny,ophagent_combined,221,7,0.7963951935914553,0.13186007515901968
large_undergrading,primary,5,per_backbone,swin_tiny,severe_prob_mass_only,221,7,0.7616822429906541,0.06911195940109746
large_undergrading,primary,5,per_backbone,swin_tiny,gated_severe_prob_mass_only,221,7,0.8644859813084111,0.16118649290569825
large_undergrading,primary,5,per_backbone,swin_tiny,expected_grade_only,221,7,0.739652870493992,0.06460057452932863
large_undergrading,primary,5,per_backbone,swin_tiny,expected_gap_only,221,7,0.5801068090787718,0.10853176209703663
large_undergrading,primary,5,per_backbone,swin_tiny,top2_more_severe_only,221,7,0.5684245660881175,0.07243912949795303
large_undergrading,primary,5,per_backbone,swin_tiny,learned_logistic,221,7,0.815086782376502,0.13177002518543757
large_undergrading,primary,5,per_backbone,vit_b_imagenet,confidence_only,221,7,0.863150867823765,0.31251762121758514
large_undergrading,primary,5,per_backbone,vit_b_imagenet,margin_only,221,7,0.8644859813084113,0.26624922135976864
large_undergrading,primary,5,per_backbone,vit_b_imagenet,entropy_only,221,7,0.8624833110814419,0.22702526824802852
large_undergrading,primary,5,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,221,7,0.8674899866488651,0.3663828036541962
large_undergrading,primary,5,per_backbone,vit_b_imagenet,ophagent_combined,221,7,0.8811748998664887,0.4594503710575139
large_undergrading,primary,5,per_backbone,vit_b_imagenet,severe_prob_mass_only,221,7,0.7623497997329773,0.07727220160260695
large_undergrading,primary,5,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,221,7,0.869826435246996,0.5047798591577393
large_undergrading,primary,5,per_backbone,vit_b_imagenet,expected_grade_only,221,7,0.7236315086782377,0.06548745457355479
large_undergrading,primary,5,per_backbone,vit_b_imagenet,expected_gap_only,221,7,0.7343124165554072,0.40389917702058836
large_undergrading,primary,5,per_backbone,vit_b_imagenet,top2_more_severe_only,221,7,0.7069425901201603,0.1872549019607843
large_undergrading,primary,5,per_backbone,vit_b_imagenet,learned_logistic,221,7,0.8711615487316422,0.22447887257669868
large_undergrading,primary,5,per_backbone,vit_b_official_like,confidence_only,221,12,0.8596491228070176,0.20288588557722564
large_undergrading,primary,5,per_backbone,vit_b_official_like,margin_only,221,12,0.8536682615629985,0.18978693918456682
large_undergrading,primary,5,per_backbone,vit_b_official_like,entropy_only,221,12,0.8301435406698564,0.16860423030443117
large_undergrading,primary,5,per_backbone,vit_b_official_like,uncertainty_rank_fusion,221,12,0.8524720893141946,0.18607981752936587
large_undergrading,primary,5,per_backbone,vit_b_official_like,ophagent_combined,221,12,0.8859649122807017,0.3137553325585587
large_undergrading,primary,5,per_backbone,vit_b_official_like,severe_prob_mass_only,221,12,0.8157894736842106,0.1525571713351875
large_undergrading,primary,5,per_backbone,vit_b_official_like,gated_severe_prob_mass_only,221,12,0.8955342902711325,0.4112971666813167
large_undergrading,primary,5,per_backbone,vit_b_official_like,expected_grade_only,221,12,0.7966507177033493,0.15034927944490545
large_undergrading,primary,5,per_backbone,vit_b_official_like,expected_gap_only,221,12,0.8524720893141946,0.32219777992836873
large_undergrading,primary,5,per_backbone,vit_b_official_like,top2_more_severe_only,221,12,0.8405103668261563,0.22584599191702412
large_undergrading,primary,5,per_backbone,vit_b_official_like,learned_logistic,221,12,0.9019138755980861,0.3270263643248499
large_undergrading,primary,5,per_backbone,vit_l_official_like,confidence_only,221,6,0.8906976744186046,0.17693042598628753
large_undergrading,primary,5,per_backbone,vit_l_official_like,margin_only,221,6,0.8798449612403101,0.14010225885225885
large_undergrading,primary,5,per_backbone,vit_l_official_like,entropy_only,221,6,0.8527131782945736,0.24462087866323248
large_undergrading,primary,5,per_backbone,vit_l_official_like,uncertainty_rank_fusion,221,6,0.8798449612403101,0.14454176775605346
large_undergrading,primary,5,per_backbone,vit_l_official_like,ophagent_combined,221,6,0.8906976744186046,0.2941664811656113
large_undergrading,primary,5,per_backbone,vit_l_official_like,severe_prob_mass_only,221,6,0.7689922480620155,0.06348867513789114
large_undergrading,primary,5,per_backbone,vit_l_official_like,gated_severe_prob_mass_only,221,6,0.8968992248062015,0.22689558654470937
large_undergrading,primary,5,per_backbone,vit_l_official_like,expected_grade_only,221,6,0.7496124031007751,0.06043460380868629
large_undergrading,primary,5,per_backbone,vit_l_official_like,expected_gap_only,221,6,0.45891472868217054,0.03600392545977868
large_undergrading,primary,5,per_backbone,vit_l_official_like,top2_more_severe_only,221,6,0.665891472868217,0.138925453631336
large_undergrading,primary,5,per_backbone,vit_l_official_like,learned_logistic,221,6,0.7348837209302326,0.10796858342776859
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,confidence_only,1332,77,0.7178455011124334,0.12302797234030259
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,margin_only,1332,77,0.7224815025611837,0.11320364446367118
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,entropy_only,1332,77,0.7055725151342681,0.11558310951919812
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,uncertainty_rank_fusion,1332,77,0.7175816215656854,0.1226574615001491
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,ophagent_combined,1332,77,0.8234490608992601,0.23370546476875798
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,severe_prob_mass_only,1332,77,0.7104258291509289,0.09759384337243612
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,gated_severe_prob_mass_only,1332,77,0.8185647022300409,0.2515718586207906
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,expected_grade_only,1332,77,0.765664614270192,0.10833156079270972
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,expected_gap_only,1332,77,0.6772080509132302,0.11544353719144775
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,top2_more_severe_only,1332,77,0.7160035183939567,0.15284336327274306
vision_threatening_dr_miss,primary,1,pooled_analysis_only,ALL,learned_logistic,1332,77,0.8673565478346354,0.2571718476291131
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,confidence_only,222,14,0.8403159340659341,0.21408896216611958
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,margin_only,222,14,0.8303571428571429,0.20432259086023274
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,entropy_only,222,14,0.836195054945055,0.22517995617085912
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,uncertainty_rank_fusion,222,14,0.8396291208791209,0.21107706224597056
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,ophagent_combined,222,14,0.8818681318681318,0.4045136574979017
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,severe_prob_mass_only,222,14,0.7994505494505494,0.14729545974282268
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,gated_severe_prob_mass_only,222,14,0.8956043956043955,0.4275925928469031
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,expected_grade_only,222,14,0.792239010989011,0.14677449969877948
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,expected_gap_only,222,14,0.7730082417582418,0.22926093814887014
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,top2_more_severe_only,222,14,0.6850961538461539,0.2720859419372324
vision_threatening_dr_miss,primary,1,per_backbone,convnext_tiny,learned_logistic,222,14,0.8688186813186813,0.4165142549417944
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,confidence_only,222,13,0.8314317261685683,0.27662226266986834
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,margin_only,222,13,0.8248067721751933,0.21199821616905795
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,entropy_only,222,13,0.8329039381670961,0.2370993956716666
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,uncertainty_rank_fusion,222,13,0.834192123665808,0.3112156972507568
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,ophagent_combined,222,13,0.8763341921236658,0.4305673833100188
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,severe_prob_mass_only,222,13,0.7618697092381304,0.11615815257213355
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,gated_severe_prob_mass_only,222,13,0.8862716231137284,0.2877911509361581
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,expected_grade_only,222,13,0.7545086492454914,0.11143544834586315
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,expected_gap_only,222,13,0.7254324622745676,0.14046091959050455
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,top2_more_severe_only,222,13,0.7603974972396026,0.18377402366965936
vision_threatening_dr_miss,primary,1,per_backbone,retfound_official_like,learned_logistic,222,13,0.8733897681266103,0.2663065095828884
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,confidence_only,222,13,0.7456753772543245,0.1425183187272473
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,margin_only,222,13,0.7430990062569011,0.11582290731561509
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,entropy_only,222,13,0.7559808612440191,0.15170611104338153
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,uncertainty_rank_fusion,222,13,0.7460434302539566,0.14257280730802754
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,ophagent_combined,222,13,0.7765918292234082,0.2426664390295716
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,severe_prob_mass_only,222,13,0.804931910195068,0.1376255126398393
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,gated_severe_prob_mass_only,222,13,0.895472948104527,0.36029743714217616
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,expected_grade_only,222,13,0.8012513801987486,0.1354441366633267
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,expected_gap_only,222,13,0.7265366212734634,0.25143534739663037
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,top2_more_severe_only,222,13,0.7169672432830327,0.17397506051352205
vision_threatening_dr_miss,primary,1,per_backbone,swin_tiny,learned_logistic,222,13,0.8899521531100478,0.34378712072448675
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,confidence_only,222,12,0.6908730158730159,0.09780878504268857
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,margin_only,222,12,0.6865079365079365,0.10408788976304012
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,entropy_only,222,12,0.6932539682539682,0.08992990724331482
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,222,12,0.6922619047619047,0.10453154196198636
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,ophagent_combined,222,12,0.7150793650793651,0.1268514123580625
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,severe_prob_mass_only,222,12,0.7261904761904762,0.0945235472585316
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,222,12,0.830952380952381,0.18979385714010924
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,expected_grade_only,222,12,0.7515873015873016,0.10545537773708433
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,expected_gap_only,222,12,0.6714285714285715,0.12369326715110628
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,top2_more_severe_only,222,12,0.6476190476190475,0.12527952862060188
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_imagenet,learned_logistic,222,12,0.8535714285714285,0.1955014070537801
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,confidence_only,222,15,0.7268921095008052,0.11535168981192612
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,margin_only,222,15,0.7188405797101449,0.11121304438977103
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,entropy_only,222,15,0.7268921095008052,0.11748345192125281
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,uncertainty_rank_fusion,222,15,0.7214170692431562,0.11338988931990385
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,ophagent_combined,222,15,0.8431561996779389,0.20782667977731162
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,severe_prob_mass_only,222,15,0.7951690821256039,0.1479968289599045
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,gated_severe_prob_mass_only,222,15,0.8995169082125605,0.3235062678960612
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,expected_grade_only,222,15,0.7668276972624799,0.13990862580870933
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,expected_gap_only,222,15,0.8299516908212561,0.298067330952158
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,top2_more_severe_only,222,15,0.817391304347826,0.19881367583804502
vision_threatening_dr_miss,primary,1,per_backbone,vit_b_official_like,learned_logistic,222,15,0.8547504025764896,0.26732942646756175
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,confidence_only,222,10,0.7683962264150943,0.12326817204196824
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,margin_only,222,10,0.7665094339622641,0.10957420150064456
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,entropy_only,222,10,0.7273584905660377,0.18242594782668314
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,uncertainty_rank_fusion,222,10,0.7561320754716981,0.10553821176022969
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,ophagent_combined,222,10,0.8363207547169811,0.16206049001167444
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,severe_prob_mass_only,222,10,0.7797169811320754,0.10157227753687878
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,gated_severe_prob_mass_only,222,10,0.9075471698113207,0.41320174200322934
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,expected_grade_only,222,10,0.7754716981132075,0.09868673462796285
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,expected_gap_only,222,10,0.5108490566037736,0.051609922972071794
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,top2_more_severe_only,222,10,0.7995283018867925,0.2477322011979933
vision_threatening_dr_miss,primary,1,per_backbone,vit_l_official_like,learned_logistic,222,10,0.8816037735849056,0.3650911265294827
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,confidence_only,1308,69,0.757834157981542,0.14005071718009224
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,margin_only,1308,69,0.7586529576212702,0.12973735805488576
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,entropy_only,1308,69,0.7441368097226608,0.13890893470122465
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,uncertainty_rank_fusion,1308,69,0.7563486214923208,0.13467754965764403
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,ophagent_combined,1308,69,0.8415681182814565,0.23942824819605552
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,severe_prob_mass_only,1308,69,0.7470026084617094,0.09825311028287945
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,gated_severe_prob_mass_only,1308,69,0.857049280041174,0.2525559806969034
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,expected_grade_only,1308,69,0.7885391444713479,0.10735033810691363
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,expected_gap_only,1308,69,0.7038167760349042,0.11401584321555819
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,top2_more_severe_only,1308,69,0.7623492531377573,0.15786957396216372
vision_threatening_dr_miss,primary,2,pooled_analysis_only,ALL,learned_logistic,1308,69,0.8949830976360085,0.24236373825193572
vision_threatening_dr_miss,primary,2,per_backbone,convnext_tiny,confidence_only,218,12,0.8535598705501618,0.290829759602279
vision_threatening_dr_miss,primary,2,per_backbone,convnext_tiny,margin_only,218,12,0.8531553398058251,0.34272040775421253
