target,target_role,evaluation_scope,backbone,ranking_method,n_folds,mean_auroc,std_auroc,mean_auprc,std_auprc,mean_positive_records
dangerous_undergrading,secondary,per_backbone,retfound_official_like,uncertainty_rank_fusion,5,0.8110426559924052,0.05715649914359023,0.2525161597535224,0.11029964665658792,13.0
dangerous_undergrading,secondary,per_backbone,retfound_official_like,confidence_only,5,0.8106856047688703,0.052286719118515956,0.2431877108089064,0.06423128465027045,13.0
dangerous_undergrading,secondary,per_backbone,retfound_official_like,expected_gap_only,5,0.816092577458963,0.01788684693007409,0.2236957615326231,0.07317497974642302,13.0
dangerous_undergrading,secondary,per_backbone,retfound_official_like,top2_more_severe_only,5,0.8095753162942646,0.0447336695770212,0.21607668853179068,0.03455488448899953,13.0
dangerous_undergrading,secondary,per_backbone,retfound_official_like,entropy_only,5,0.8069196805466543,0.06381375970005596,0.21430571699553308,0.08839740676233603,13.0
dangerous_undergrading,secondary,per_backbone,retfound_official_like,margin_only,5,0.8046146355391264,0.05367173472375909,0.21388762465430627,0.06760401990115285,13.0
dangerous_undergrading,secondary,per_backbone,retfound_official_like,severe_prob_mass_only,5,0.7587122390058065,0.033014058068259314,0.12000822841737557,0.036585976763691595,13.0
dangerous_undergrading,secondary,per_backbone,retfound_official_like,expected_grade_only,5,0.7528188081370814,0.03435210591308377,0.1168795038875186,0.03846733930110838,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,gated_severe_prob_mass_only,5,0.8958000722032196,0.03274554782556931,0.365987142817507,0.10374511148686168,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,learned_logistic,5,0.8695169848160061,0.033389490041125194,0.32813226367230836,0.0991259200630735,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,expected_gap_only,5,0.7595848260688285,0.034012300105757065,0.2877693871793606,0.07562980850026056,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,ophagent_combined,5,0.7968353746841628,0.0538792892852142,0.2759071673738841,0.09737002825680592,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,top2_more_severe_only,5,0.7189278101298657,0.0580299183376394,0.20411381929410735,0.0791378627438861,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,uncertainty_rank_fusion,5,0.7635010145767958,0.0452326911115816,0.1703815114185694,0.07385832967386137,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,confidence_only,5,0.7612022320697843,0.04375530382556706,0.16537820452067337,0.0671353944201813,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,entropy_only,5,0.7720773912484533,0.04306553879426258,0.16474857419311856,0.06741340596989609,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,margin_only,5,0.7613957865393626,0.046330922697018606,0.15210645676976225,0.07586007474465963,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,expected_grade_only,5,0.7966520058072224,0.06252085369687559,0.1430218265948467,0.04465049498634178,13.0
dangerous_undergrading,secondary,per_backbone,swin_tiny,severe_prob_mass_only,5,0.8041762075808154,0.04874196260375072,0.14277037661353448,0.03841910939741602,13.0
dangerous_undergrading,secondary,per_backbone,vit_b_imagenet,expected_gap_only,5,0.7956079171594592,0.12023667147482019,0.2933095679982715,0.07024430167309889,13.2
