target,target_role,evaluation_scope,backbone,ranking_method,review_budget,n_folds,mean_recall,std_recall,mean_precision,std_precision,mean_lift,std_lift,mean_captured,mean_total,mean_residual,total_captured,total_dangerous,total_residual
dangerous_undergrading,secondary,per_backbone,convnext_tiny,top2_more_severe_only,0.2,5,0.7122109100050277,0.09110489882241815,0.22191919191919193,0.07828983350865666,3.545592977284154,0.4608312357047571,9.8,14.0,4.2,49,70,21
dangerous_undergrading,secondary,per_backbone,convnext_tiny,ophagent_combined,0.2,5,0.5761814982403217,0.05729580484689682,0.18555555555555556,0.07087156191258806,2.8673064353946707,0.27849316804705354,8.2,14.0,5.8,41,70,29
dangerous_undergrading,secondary,per_backbone,convnext_tiny,entropy_only,0.2,5,0.5534125188536952,0.1175445047100461,0.1672727272727273,0.046287816793094426,2.7555966337583984,0.5912908556595188,7.4,14.0,6.6,37,70,33
dangerous_undergrading,secondary,per_backbone,convnext_tiny,expected_grade_only,0.2,5,0.49457013574660635,0.07237344033972663,0.15858585858585858,0.06670204907406145,2.461649298414004,0.3602382011233089,7.0,14.0,7.0,35,70,35
dangerous_undergrading,secondary,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.2,5,0.485168426344897,0.12259960797263286,0.1582828282828283,0.06786834034557744,2.414120160884867,0.6076372600971113,7.0,14.0,7.0,35,70,35
dangerous_undergrading,secondary,per_backbone,convnext_tiny,severe_prob_mass_only,0.2,5,0.47169431875314227,0.05757391590254362,0.14949494949494951,0.057457125700347535,2.3477901183783536,0.28660029922629493,6.6,14.0,7.4,33,70,37
dangerous_undergrading,secondary,per_backbone,convnext_tiny,margin_only,0.2,5,0.46839492207139266,0.09879372430138661,0.15383838383838383,0.06699452592128717,2.330910176424882,0.48999615634356747,6.8,14.0,7.2,34,70,36
dangerous_undergrading,secondary,per_backbone,convnext_tiny,confidence_only,0.2,5,0.460903720462544,0.1124341727326914,0.14919191919191918,0.06090687132662858,2.2936321929704286,0.5581235693215764,6.6,14.0,7.4,33,70,37
dangerous_undergrading,secondary,per_backbone,convnext_tiny,learned_logistic,0.25,5,0.7921631473102061,0.04612494256602413,0.19935064935064933,0.06704054099790126,3.1571225832990537,0.18408470485536305,11.0,14.0,3.0,55,70,15
dangerous_undergrading,secondary,per_backbone,convnext_tiny,top2_more_severe_only,0.25,5,0.7718514328808446,0.09184943936285765,0.19584415584415585,0.0758512716818451,3.0756855889208827,0.3620317875815482,10.8,14.0,3.2,54,70,16
