target,target_role,evaluation_scope,backbone,ranking_method,review_budget,n_folds,mean_recall,std_recall,mean_precision,std_precision,mean_lift,std_lift,mean_captured,mean_total,mean_residual,total_captured,total_dangerous,total_residual
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,confidence_only,0.2,5,0.4352648332060097,0.04519361661341417,0.1808080808080808,0.041208840729013,2.1664069617746087,0.22412880762395654,8.0,18.6,10.6,40,93,53
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,entropy_only,0.2,5,0.39683346065699004,0.07600095366549192,0.16262626262626262,0.03869491173611707,1.97539091899386,0.3799024094362955,7.2,18.6,11.4,36,93,57
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,top2_more_severe_only,0.25,5,0.8393926661573721,0.05098572307927963,0.2824025974025974,0.07328476608724445,3.345365673542144,0.20379315612303583,15.6,18.6,3.0,78,93,15
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,gated_severe_prob_mass_only,0.25,5,0.8175299210593329,0.0632748355993347,0.2751298701298701,0.07403010355307905,3.258740005092946,0.26071599523948646,15.2,18.6,3.4,76,93,17
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,learned_logistic,0.25,5,0.7880061115355232,0.04775534674996762,0.2642857142857143,0.06747937473409911,3.1410084033613446,0.19998167498589514,14.6,18.6,4.0,73,93,20
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,ophagent_combined,0.25,5,0.7661433664374842,0.08610793763048016,0.257012987012987,0.07067548695313969,3.0543827349121466,0.3533331122786981,14.2,18.6,4.4,71,93,22
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,expected_gap_only,0.25,5,0.7450509294626941,0.09253628427272079,0.24980519480519478,0.07325426529591657,2.970009421950598,0.375442880181209,13.8,18.6,4.8,69,93,24
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,severe_prob_mass_only,0.25,5,0.6667265087853324,0.1026878960815369,0.22798701298701296,0.0816170740109752,2.658116373822256,0.41641322708825346,12.6,18.6,6.0,63,93,30
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,expected_grade_only,0.25,5,0.6522026992615227,0.10206656365553184,0.2207792207792208,0.0708238867762908,2.6001120448179273,0.41264446931018695,12.2,18.6,6.4,61,93,32
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,margin_only,0.25,5,0.5698102877514643,0.10821559096246573,0.18844155844155844,0.052513962997134025,2.2715459638400817,0.43584862736427504,10.4,18.6,8.2,52,93,41
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,confidence_only,0.25,5,0.5528189457601222,0.06229411275926339,0.18474025974025973,0.05021983213720135,2.2037321110262287,0.25370754217896824,10.2,18.6,8.4,51,93,42
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,uncertainty_rank_fusion,0.25,5,0.544485612426789,0.05993381598822832,0.1811038961038961,0.04419903349984926,2.1705502928444105,0.24495202121547988,10.0,18.6,8.6,50,93,43
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,entropy_only,0.25,5,0.48416093710211355,0.09294703684394923,0.1592207792207792,0.040108639784046045,1.9301909854851034,0.3745426292522531,8.8,18.6,9.8,44,93,49
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,top2_more_severe_only,0.3,5,0.892422969187675,0.07188886812717937,0.24679144385026736,0.05696644526336027,2.957223707664884,0.24409830970985147,16.4,18.6,2.2,82,93,11
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,learned_logistic,0.3,5,0.8675744843391902,0.04846591542503285,0.2407308377896613,0.055098670681384396,2.8744964349376114,0.1591481145621935,16.0,18.6,2.6,80,93,13
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,gated_severe_prob_mass_only,0.3,5,0.8570002546473134,0.07814932687411201,0.2376114081996435,0.056760394926268526,2.8393582887700535,0.25630932806100004,15.8,18.6,2.8,79,93,14
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,ophagent_combined,0.3,5,0.7980061115355233,0.042783412145614985,0.22263814616755795,0.056507222897800934,2.643966131907308,0.1390812882182416,14.8,18.6,3.8,74,93,19
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,severe_prob_mass_only,0.3,5,0.794000509294627,0.09939400034499998,0.22254901960784315,0.06619829849412309,2.630802139037433,0.3283625180873831,14.8,18.6,3.8,74,93,19
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,expected_gap_only,0.3,5,0.782908072319837,0.07433783907729367,0.21960784313725493,0.06596750348401928,2.594046345811052,0.24607248684005556,14.6,18.6,4.0,73,93,20
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,margin_only,0.3,5,0.7475184619302266,0.09046700406310153,0.20472370766488415,0.040173246852584485,2.4775802139037433,0.3092416638709745,13.6,18.6,5.0,68,93,25
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,expected_grade_only,0.3,5,0.6918245480010186,0.10467474747222685,0.19545454545454546,0.06347381838076792,2.291849376114082,0.34292703137945857,13.0,18.6,5.6,65,93,28
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,confidence_only,0.3,5,0.6796167557932263,0.0882000843521074,0.18663101604278073,0.040100019206731174,2.252580213903743,0.30052077865865395,12.4,18.6,6.2,62,93,31
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,uncertainty_rank_fusion,0.3,5,0.671283422459893,0.09625136976150853,0.1836007130124777,0.036688328810611,2.2249286987522283,0.3263284085636263,12.2,18.6,6.4,61,93,32
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,entropy_only,0.3,5,0.6449197860962567,0.06817992494429714,0.1805704099821747,0.05053012204937768,2.136898395721925,0.226715144288026,12.0,18.6,6.6,60,93,33
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,learned_logistic,0.4,5,0.9571428571428571,0.07221786137191953,0.198989898989899,0.04372589778761467,2.3820286195286196,0.17989960352690249,17.6,18.6,1.0,88,93,5
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,top2_more_severe_only,0.4,5,0.9533333333333334,0.06810938913900852,0.19893939393939392,0.048279037613760775,2.372550505050505,0.16973309608054118,17.6,18.6,1.0,88,93,5
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,gated_severe_prob_mass_only,0.4,5,0.938961038961039,0.0701445658270497,0.1967171717171717,0.04856107223863179,2.336574074074074,0.17113914564354876,17.4,18.6,1.2,87,93,6
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,ophagent_combined,0.4,5,0.9043391902215431,0.03348304426888533,0.18994949494949492,0.049885211568472906,2.2505441671618143,0.08105344577096078,16.8,18.6,1.8,84,93,9
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,margin_only,0.4,5,0.8741431117901707,0.04199589960662498,0.18313131313131312,0.04636105052096654,2.1756644880174294,0.10962985898858987,16.2,18.6,2.4,81,93,12
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,severe_prob_mass_only,0.4,5,0.8653335879806467,0.0650028271791312,0.1808080808080808,0.044955523940240716,2.1537431917211327,0.16520549795248488,16.0,18.6,2.6,80,93,13
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,confidence_only,0.4,5,0.8540450725744844,0.06997616196363925,0.17858585858585857,0.04553983300544996,2.1257814666270547,0.17905300817018188,15.8,18.6,2.8,79,93,14
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,uncertainty_rank_fusion,0.4,5,0.8540450725744844,0.06997616196363925,0.17858585858585857,0.04553983300544996,2.1257814666270547,0.17905300817018188,15.8,18.6,2.8,79,93,14
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,expected_gap_only,0.4,5,0.8429526355996945,0.060456846721282015,0.17636363636363636,0.046649076771532835,2.098040329768271,0.15416040488020188,15.6,18.6,3.0,78,93,15
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,entropy_only,0.4,5,0.7919442322383499,0.09872695243108351,0.1651010101010101,0.04412310659805911,1.971495221826104,0.2514562824786395,14.6,18.6,4.0,73,93,20
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,expected_grade_only,0.4,5,0.7727349121466769,0.14419682761844532,0.16494949494949496,0.057278550200134115,1.922943899782135,0.3581657123342149,14.6,18.6,4.0,73,93,20
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,gated_severe_prob_mass_only,0.5,5,0.9916666666666666,0.018633899812498234,0.1668744787322769,0.04189929309872108,1.9797727272727272,0.04034010882688955,18.4,18.6,0.2,92,93,1
dangerous_undergrading,secondary,per_backbone,vit_b_official_like,learned_logistic,0.5,5,0.9833333333333332,0.03726779962499652,0.1650562969140951,0.03975156377459711,1.9631818181818184,0.0773462217340247,18.2,18.6,0.4,91,93,2
