target,target_role,fold,evaluation_scope,backbone,ranking_method,review_budget,actual_review_budget,n_records,reviewed_n,auto_released_n,dangerous_error_total,dangerous_error_captured,dangerous_error_recall_at_k,dangerous_error_precision_at_k,dangerous_error_lift_vs_random,residual_dangerous_error_count,residual_dangerous_error_rate,dangerous_errors_per_100_reviewed,number_needed_to_review
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,severe_prob_mass_only,0.4,0.4036697247706422,218,88,130,12,11,0.9166666666666666,0.125,2.270833333333333,1,0.007692307692307693,12.5,8.0
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,severe_prob_mass_only,0.5,0.5,218,109,109,12,12,1.0,0.11009174311926606,2.0,0,0.0,11.009174311926607,9.083333333333332
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.05,0.05045871559633028,218,11,207,12,4,0.3333333333333333,0.36363636363636365,6.6060606060606055,8,0.03864734299516908,36.36363636363637,2.75
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.1,0.10091743119266056,218,22,196,12,8,0.6666666666666666,0.36363636363636365,6.6060606060606055,4,0.02040816326530612,36.36363636363637,2.75
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.15,0.15137614678899083,218,33,185,12,8,0.6666666666666666,0.24242424242424243,4.404040404040404,4,0.021621621621621623,24.242424242424242,4.125
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.2,0.2018348623853211,218,44,174,12,10,0.8333333333333334,0.22727272727272727,4.128787878787878,2,0.011494252873563218,22.727272727272727,4.4
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.25,0.25229357798165136,218,55,163,12,11,0.9166666666666666,0.2,3.6333333333333333,1,0.006134969325153374,20.0,5.0
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.3,0.30275229357798167,218,66,152,12,11,0.9166666666666666,0.16666666666666666,3.0277777777777772,1,0.006578947368421052,16.666666666666664,6.0
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.4,0.4036697247706422,218,88,130,12,12,1.0,0.13636363636363635,2.477272727272727,0,0.0,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,gated_severe_prob_mass_only,0.5,0.5,218,109,109,12,12,1.0,0.11009174311926606,2.0,0,0.0,11.009174311926607,9.083333333333332
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.05,0.05045871559633028,218,11,207,12,0,0.0,0.0,0.0,12,0.057971014492753624,0.0,
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.1,0.10091743119266056,218,22,196,12,1,0.08333333333333333,0.045454545454545456,0.8257575757575757,11,0.05612244897959184,4.545454545454546,22.0
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.15,0.15137614678899083,218,33,185,12,4,0.3333333333333333,0.12121212121212122,2.202020202020202,8,0.043243243243243246,12.121212121212121,8.25
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.2,0.2018348623853211,218,44,174,12,8,0.6666666666666666,0.18181818181818182,3.3030303030303028,4,0.022988505747126436,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.25,0.25229357798165136,218,55,163,12,9,0.75,0.16363636363636364,2.9727272727272727,3,0.018404907975460124,16.363636363636363,6.111111111111111
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.3,0.30275229357798167,218,66,152,12,10,0.8333333333333334,0.15151515151515152,2.7525252525252526,2,0.013157894736842105,15.151515151515152,6.6
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.4,0.4036697247706422,218,88,130,12,12,1.0,0.13636363636363635,2.477272727272727,0,0.0,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_grade_only,0.5,0.5,218,109,109,12,12,1.0,0.11009174311926606,2.0,0,0.0,11.009174311926607,9.083333333333332
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.05,0.05045871559633028,218,11,207,12,2,0.16666666666666666,0.18181818181818182,3.3030303030303028,10,0.04830917874396135,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.1,0.10091743119266056,218,22,196,12,3,0.25,0.13636363636363635,2.477272727272727,9,0.04591836734693878,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.15,0.15137614678899083,218,33,185,12,8,0.6666666666666666,0.24242424242424243,4.404040404040404,4,0.021621621621621623,24.242424242424242,4.125
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.2,0.2018348623853211,218,44,174,12,8,0.6666666666666666,0.18181818181818182,3.3030303030303028,4,0.022988505747126436,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.25,0.25229357798165136,218,55,163,12,9,0.75,0.16363636363636364,2.9727272727272727,3,0.018404907975460124,16.363636363636363,6.111111111111111
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.3,0.30275229357798167,218,66,152,12,10,0.8333333333333334,0.15151515151515152,2.7525252525252526,2,0.013157894736842105,15.151515151515152,6.6
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.4,0.4036697247706422,218,88,130,12,10,0.8333333333333334,0.11363636363636363,2.064393939393939,2,0.015384615384615385,11.363636363636363,8.8
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,expected_gap_only,0.5,0.5,218,109,109,12,10,0.8333333333333334,0.09174311926605505,1.6666666666666667,2,0.01834862385321101,9.174311926605505,10.899999999999999
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.05,0.05045871559633028,218,11,207,12,2,0.16666666666666666,0.18181818181818182,3.3030303030303028,10,0.04830917874396135,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.1,0.10091743119266056,218,22,196,12,4,0.3333333333333333,0.18181818181818182,3.3030303030303028,8,0.04081632653061224,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.15,0.15137614678899083,218,33,185,12,6,0.5,0.18181818181818182,3.3030303030303028,6,0.032432432432432434,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.2,0.2018348623853211,218,44,174,12,8,0.6666666666666666,0.18181818181818182,3.3030303030303028,4,0.022988505747126436,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.25,0.25229357798165136,218,55,163,12,9,0.75,0.16363636363636364,2.9727272727272727,3,0.018404907975460124,16.363636363636363,6.111111111111111
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.3,0.30275229357798167,218,66,152,12,9,0.75,0.13636363636363635,2.477272727272727,3,0.019736842105263157,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.4,0.4036697247706422,218,88,130,12,9,0.75,0.10227272727272728,1.8579545454545454,3,0.023076923076923078,10.227272727272728,9.777777777777777
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,top2_more_severe_only,0.5,0.5,218,109,109,12,9,0.75,0.08256880733944955,1.5,3,0.027522935779816515,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.05,0.05045871559633028,218,11,207,12,2,0.16666666666666666,0.18181818181818182,3.3030303030303028,10,0.04830917874396135,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.1,0.10091743119266056,218,22,196,12,7,0.5833333333333334,0.3181818181818182,5.78030303030303,5,0.025510204081632654,31.818181818181817,3.142857142857143
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.15,0.15137614678899083,218,33,185,12,10,0.8333333333333334,0.30303030303030304,5.505050505050505,2,0.010810810810810811,30.303030303030305,3.3
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.2,0.2018348623853211,218,44,174,12,10,0.8333333333333334,0.22727272727272727,4.128787878787878,2,0.011494252873563218,22.727272727272727,4.4
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.25,0.25229357798165136,218,55,163,12,12,1.0,0.21818181818181817,3.9636363636363634,0,0.0,21.818181818181817,4.583333333333334
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.3,0.30275229357798167,218,66,152,12,12,1.0,0.18181818181818182,3.3030303030303028,0,0.0,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.4,0.4036697247706422,218,88,130,12,12,1.0,0.13636363636363635,2.477272727272727,0,0.0,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,swin_tiny,learned_logistic,0.5,0.5,218,109,109,12,12,1.0,0.11009174311926606,2.0,0,0.0,11.009174311926607,9.083333333333332
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.05,0.05045871559633028,218,11,207,9,3,0.3333333333333333,0.2727272727272727,6.6060606060606055,6,0.028985507246376812,27.27272727272727,3.666666666666667
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.1,0.10091743119266056,218,22,196,9,3,0.3333333333333333,0.13636363636363635,3.3030303030303028,6,0.030612244897959183,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.15,0.15137614678899083,218,33,185,9,4,0.4444444444444444,0.12121212121212122,2.936026936026936,5,0.02702702702702703,12.121212121212121,8.25
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.2,0.2018348623853211,218,44,174,9,5,0.5555555555555556,0.11363636363636363,2.752525252525252,4,0.022988505747126436,11.363636363636363,8.8
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.25,0.25229357798165136,218,55,163,9,6,0.6666666666666666,0.10909090909090909,2.642424242424242,3,0.018404907975460124,10.909090909090908,9.166666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.4,0.4036697247706422,218,88,130,9,6,0.6666666666666666,0.06818181818181818,1.6515151515151514,3,0.023076923076923078,6.8181818181818175,14.666666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,confidence_only,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.05,0.05045871559633028,218,11,207,9,1,0.1111111111111111,0.09090909090909091,2.202020202020202,8,0.03864734299516908,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.1,0.10091743119266056,218,22,196,9,3,0.3333333333333333,0.13636363636363635,3.3030303030303028,6,0.030612244897959183,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.15,0.15137614678899083,218,33,185,9,4,0.4444444444444444,0.12121212121212122,2.936026936026936,5,0.02702702702702703,12.121212121212121,8.25
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.2,0.2018348623853211,218,44,174,9,5,0.5555555555555556,0.11363636363636363,2.752525252525252,4,0.022988505747126436,11.363636363636363,8.8
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.25,0.25229357798165136,218,55,163,9,6,0.6666666666666666,0.10909090909090909,2.642424242424242,3,0.018404907975460124,10.909090909090908,9.166666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.4,0.4036697247706422,218,88,130,9,6,0.6666666666666666,0.06818181818181818,1.6515151515151514,3,0.023076923076923078,6.8181818181818175,14.666666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,margin_only,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.05,0.05045871559633028,218,11,207,9,3,0.3333333333333333,0.2727272727272727,6.6060606060606055,6,0.028985507246376812,27.27272727272727,3.666666666666667
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.1,0.10091743119266056,218,22,196,9,4,0.4444444444444444,0.18181818181818182,4.404040404040404,5,0.025510204081632654,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.15,0.15137614678899083,218,33,185,9,5,0.5555555555555556,0.15151515151515152,3.67003367003367,4,0.021621621621621623,15.151515151515152,6.6
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.2,0.2018348623853211,218,44,174,9,6,0.6666666666666666,0.13636363636363635,3.3030303030303028,3,0.017241379310344827,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.25,0.25229357798165136,218,55,163,9,6,0.6666666666666666,0.10909090909090909,2.642424242424242,3,0.018404907975460124,10.909090909090908,9.166666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.4,0.4036697247706422,218,88,130,9,6,0.6666666666666666,0.06818181818181818,1.6515151515151514,3,0.023076923076923078,6.8181818181818175,14.666666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,entropy_only,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.05,0.05045871559633028,218,11,207,9,3,0.3333333333333333,0.2727272727272727,6.6060606060606055,6,0.028985507246376812,27.27272727272727,3.666666666666667
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.1,0.10091743119266056,218,22,196,9,3,0.3333333333333333,0.13636363636363635,3.3030303030303028,6,0.030612244897959183,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.15,0.15137614678899083,218,33,185,9,4,0.4444444444444444,0.12121212121212122,2.936026936026936,5,0.02702702702702703,12.121212121212121,8.25
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.2,0.2018348623853211,218,44,174,9,5,0.5555555555555556,0.11363636363636363,2.752525252525252,4,0.022988505747126436,11.363636363636363,8.8
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.25,0.25229357798165136,218,55,163,9,6,0.6666666666666666,0.10909090909090909,2.642424242424242,3,0.018404907975460124,10.909090909090908,9.166666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.4,0.4036697247706422,218,88,130,9,6,0.6666666666666666,0.06818181818181818,1.6515151515151514,3,0.023076923076923078,6.8181818181818175,14.666666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,uncertainty_rank_fusion,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.05,0.05045871559633028,218,11,207,9,3,0.3333333333333333,0.2727272727272727,6.6060606060606055,6,0.028985507246376812,27.27272727272727,3.666666666666667
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.1,0.10091743119266056,218,22,196,9,5,0.5555555555555556,0.22727272727272727,5.505050505050504,4,0.02040816326530612,22.727272727272727,4.4
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.15,0.15137614678899083,218,33,185,9,5,0.5555555555555556,0.15151515151515152,3.67003367003367,4,0.021621621621621623,15.151515151515152,6.6
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.2,0.2018348623853211,218,44,174,9,6,0.6666666666666666,0.13636363636363635,3.3030303030303028,3,0.017241379310344827,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.25,0.25229357798165136,218,55,163,9,6,0.6666666666666666,0.10909090909090909,2.642424242424242,3,0.018404907975460124,10.909090909090908,9.166666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.4,0.4036697247706422,218,88,130,9,6,0.6666666666666666,0.06818181818181818,1.6515151515151514,3,0.023076923076923078,6.8181818181818175,14.666666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,ophagent_combined,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.05,0.05045871559633028,218,11,207,9,0,0.0,0.0,0.0,9,0.043478260869565216,0.0,
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.1,0.10091743119266056,218,22,196,9,0,0.0,0.0,0.0,9,0.04591836734693878,0.0,
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.15,0.15137614678899083,218,33,185,9,2,0.2222222222222222,0.06060606060606061,1.468013468013468,7,0.03783783783783784,6.0606060606060606,16.5
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.2,0.2018348623853211,218,44,174,9,5,0.5555555555555556,0.11363636363636363,2.752525252525252,4,0.022988505747126436,11.363636363636363,8.8
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.25,0.25229357798165136,218,55,163,9,6,0.6666666666666666,0.10909090909090909,2.642424242424242,3,0.018404907975460124,10.909090909090908,9.166666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.3,0.30275229357798167,218,66,152,9,7,0.7777777777777778,0.10606060606060606,2.5690235690235688,2,0.013157894736842105,10.606060606060606,9.428571428571429
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.4,0.4036697247706422,218,88,130,9,8,0.8888888888888888,0.09090909090909091,2.202020202020202,1,0.007692307692307693,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,severe_prob_mass_only,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.05,0.05045871559633028,218,11,207,9,3,0.3333333333333333,0.2727272727272727,6.6060606060606055,6,0.028985507246376812,27.27272727272727,3.666666666666667
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.1,0.10091743119266056,218,22,196,9,6,0.6666666666666666,0.2727272727272727,6.6060606060606055,3,0.015306122448979591,27.27272727272727,3.666666666666667
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.15,0.15137614678899083,218,33,185,9,6,0.6666666666666666,0.18181818181818182,4.404040404040404,3,0.016216216216216217,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.2,0.2018348623853211,218,44,174,9,8,0.8888888888888888,0.18181818181818182,4.404040404040404,1,0.005747126436781609,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.25,0.25229357798165136,218,55,163,9,8,0.8888888888888888,0.14545454545454545,3.523232323232323,1,0.006134969325153374,14.545454545454545,6.875
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.3,0.30275229357798167,218,66,152,9,8,0.8888888888888888,0.12121212121212122,2.936026936026936,1,0.006578947368421052,12.121212121212121,8.25
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.4,0.4036697247706422,218,88,130,9,9,1.0,0.10227272727272728,2.477272727272727,0,0.0,10.227272727272728,9.777777777777777
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,gated_severe_prob_mass_only,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.05,0.05045871559633028,218,11,207,9,0,0.0,0.0,0.0,9,0.043478260869565216,0.0,
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.1,0.10091743119266056,218,22,196,9,0,0.0,0.0,0.0,9,0.04591836734693878,0.0,
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.15,0.15137614678899083,218,33,185,9,2,0.2222222222222222,0.06060606060606061,1.468013468013468,7,0.03783783783783784,6.0606060606060606,16.5
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.2,0.2018348623853211,218,44,174,9,4,0.4444444444444444,0.09090909090909091,2.202020202020202,5,0.028735632183908046,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.25,0.25229357798165136,218,55,163,9,5,0.5555555555555556,0.09090909090909091,2.202020202020202,4,0.024539877300613498,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.4,0.4036697247706422,218,88,130,9,9,1.0,0.10227272727272728,2.477272727272727,0,0.0,10.227272727272728,9.777777777777777
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_grade_only,0.5,0.5,218,109,109,9,9,1.0,0.08256880733944955,2.0,0,0.0,8.256880733944955,12.11111111111111
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.05,0.05045871559633028,218,11,207,9,2,0.2222222222222222,0.18181818181818182,4.404040404040404,7,0.033816425120772944,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.1,0.10091743119266056,218,22,196,9,4,0.4444444444444444,0.18181818181818182,4.404040404040404,5,0.025510204081632654,18.181818181818183,5.5
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.15,0.15137614678899083,218,33,185,9,4,0.4444444444444444,0.12121212121212122,2.936026936026936,5,0.02702702702702703,12.121212121212121,8.25
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.2,0.2018348623853211,218,44,174,9,4,0.4444444444444444,0.09090909090909091,2.202020202020202,5,0.028735632183908046,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.25,0.25229357798165136,218,55,163,9,6,0.6666666666666666,0.10909090909090909,2.642424242424242,3,0.018404907975460124,10.909090909090908,9.166666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.4,0.4036697247706422,218,88,130,9,6,0.6666666666666666,0.06818181818181818,1.6515151515151514,3,0.023076923076923078,6.8181818181818175,14.666666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,expected_gap_only,0.5,0.5,218,109,109,9,6,0.6666666666666666,0.05504587155963303,1.3333333333333333,3,0.027522935779816515,5.5045871559633035,18.166666666666664
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.05,0.05045871559633028,218,11,207,9,1,0.1111111111111111,0.09090909090909091,2.202020202020202,8,0.03864734299516908,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.1,0.10091743119266056,218,22,196,9,3,0.3333333333333333,0.13636363636363635,3.3030303030303028,6,0.030612244897959183,13.636363636363635,7.333333333333334
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.15,0.15137614678899083,218,33,185,9,4,0.4444444444444444,0.12121212121212122,2.936026936026936,5,0.02702702702702703,12.121212121212121,8.25
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.2,0.2018348623853211,218,44,174,9,4,0.4444444444444444,0.09090909090909091,2.202020202020202,5,0.028735632183908046,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.25,0.25229357798165136,218,55,163,9,5,0.5555555555555556,0.09090909090909091,2.202020202020202,4,0.024539877300613498,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.3,0.30275229357798167,218,66,152,9,6,0.6666666666666666,0.09090909090909091,2.202020202020202,3,0.019736842105263157,9.090909090909092,11.0
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.4,0.4036697247706422,218,88,130,9,6,0.6666666666666666,0.06818181818181818,1.6515151515151514,3,0.023076923076923078,6.8181818181818175,14.666666666666668
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,top2_more_severe_only,0.5,0.5,218,109,109,9,6,0.6666666666666666,0.05504587155963303,1.3333333333333333,3,0.027522935779816515,5.5045871559633035,18.166666666666664
vision_threatening_dr_miss,primary,2,per_backbone,vit_b_imagenet,learned_logistic,0.05,0.05045871559633028,218,11,207,9,3,0.3333333333333333,0.2727272727272727,6.6060606060606055,6,0.028985507246376812,27.27272727272727,3.666666666666667
