target,target_role,fold,evaluation_scope,backbone,ranking_method,review_budget,actual_review_budget,n_records,reviewed_n,auto_released_n,dangerous_error_total,dangerous_error_captured,dangerous_error_recall_at_k,dangerous_error_precision_at_k,dangerous_error_lift_vs_random,residual_dangerous_error_count,residual_dangerous_error_rate,dangerous_errors_per_100_reviewed,number_needed_to_review
large_undergrading,primary,3,pooled_analysis_only,ALL,uncertainty_rank_fusion,0.1,0.10015290519877676,1308,131,1177,58,13,0.22413793103448276,0.09923664122137404,2.237957357199263,45,0.038232795242141036,9.923664122137405,10.076923076923077
large_undergrading,primary,3,pooled_analysis_only,ALL,uncertainty_rank_fusion,0.15,0.15061162079510704,1308,197,1111,58,20,0.3448275862068966,0.10152284263959391,2.289515140906704,38,0.034203420342034205,10.152284263959391,9.85
large_undergrading,primary,3,pooled_analysis_only,ALL,uncertainty_rank_fusion,0.2,0.20030581039755352,1308,262,1046,58,22,0.3793103448275862,0.08396946564885496,1.8936562253224534,36,0.03441682600382409,8.396946564885496,11.909090909090908
large_undergrading,primary,3,pooled_analysis_only,ALL,uncertainty_rank_fusion,0.25,0.25,1308,327,981,58,29,0.5,0.08868501529051988,2.0,29,0.029561671763506627,8.868501529051988,11.275862068965518
large_undergrading,primary,3,pooled_analysis_only,ALL,uncertainty_rank_fusion,0.3,0.30045871559633025,1308,393,915,58,35,0.603448275862069,0.089058524173028,2.00842326928139,23,0.025136612021857924,8.9058524173028,11.228571428571428
large_undergrading,primary,3,pooled_analysis_only,ALL,uncertainty_rank_fusion,0.4,0.40061162079510704,1308,524,784,58,44,0.7586206896551724,0.08396946564885496,1.8936562253224534,14,0.017857142857142856,8.396946564885496,11.909090909090908
large_undergrading,primary,3,pooled_analysis_only,ALL,uncertainty_rank_fusion,0.5,0.5,1308,654,654,58,52,0.896551724137931,0.07951070336391437,1.793103448275862,6,0.009174311926605505,7.951070336391437,12.576923076923077
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.05,0.05045871559633028,1308,66,1242,58,12,0.20689655172413793,0.18181818181818182,4.100313479623825,46,0.037037037037037035,18.181818181818183,5.5
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.1,0.10015290519877676,1308,131,1177,58,20,0.3448275862068966,0.15267175572519084,3.443011318768097,38,0.03228547153780799,15.267175572519085,6.55
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.15,0.15061162079510704,1308,197,1111,58,27,0.46551724137931033,0.13705583756345177,3.0908454402240504,31,0.0279027902790279,13.705583756345177,7.296296296296297
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.2,0.20030581039755352,1308,262,1046,58,32,0.5517241379310345,0.12213740458015267,2.7544090550144773,26,0.0248565965583174,12.213740458015266,8.1875
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.25,0.25,1308,327,981,58,37,0.6379310344827587,0.11314984709480122,2.5517241379310343,21,0.021406727828746176,11.314984709480122,8.837837837837839
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.3,0.30045871559633025,1308,393,915,58,40,0.6896551724137931,0.10178117048346055,2.295340879178731,18,0.019672131147540985,10.178117048346055,9.825000000000001
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.4,0.40061162079510704,1308,524,784,58,45,0.7758620689655172,0.08587786259541985,1.9366938668070546,13,0.016581632653061226,8.587786259541986,11.644444444444444
large_undergrading,primary,3,pooled_analysis_only,ALL,ophagent_combined,0.5,0.5,1308,654,654,58,51,0.8793103448275862,0.0779816513761468,1.7586206896551726,7,0.010703363914373088,7.79816513761468,12.823529411764705
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.05,0.05045871559633028,1308,66,1242,58,0,0.0,0.0,0.0,58,0.04669887278582931,0.0,
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.1,0.10015290519877676,1308,131,1177,58,2,0.034482758620689655,0.015267175572519083,0.34430113187680966,56,0.0475785896346644,1.5267175572519083,65.5
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.15,0.15061162079510704,1308,197,1111,58,9,0.15517241379310345,0.04568527918781726,1.0302818134080167,49,0.04410441044104411,4.568527918781726,21.88888888888889
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.2,0.20030581039755352,1308,262,1046,58,16,0.27586206896551724,0.061068702290076333,1.3772045275072387,42,0.040152963671128104,6.106870229007633,16.375
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.25,0.25,1308,327,981,58,22,0.3793103448275862,0.0672782874617737,1.5172413793103448,36,0.03669724770642202,6.727828746177369,14.863636363636365
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.3,0.30045871559633025,1308,393,915,58,28,0.4827586206896552,0.07124681933842239,1.6067386154251118,30,0.03278688524590164,7.124681933842239,14.035714285714286
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.4,0.40061162079510704,1308,524,784,58,41,0.7068965517241379,0.07824427480916031,1.7645433008686497,17,0.021683673469387755,7.8244274809160315,12.780487804878048
large_undergrading,primary,3,pooled_analysis_only,ALL,severe_prob_mass_only,0.5,0.5,1308,654,654,58,47,0.8103448275862069,0.07186544342507645,1.6206896551724137,11,0.016819571865443424,7.186544342507645,13.914893617021278
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.05,0.05045871559633028,1308,66,1242,58,8,0.13793103448275862,0.12121212121212122,2.7335423197492164,50,0.040257648953301126,12.121212121212121,8.25
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.1,0.10015290519877676,1308,131,1177,58,15,0.25862068965517243,0.11450381679389313,2.5822584890760725,43,0.03653355989804588,11.450381679389313,8.733333333333334
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.15,0.15061162079510704,1308,197,1111,58,22,0.3793103448275862,0.1116751269035533,2.5184666549973747,36,0.032403240324032405,11.16751269035533,8.954545454545455
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.2,0.20030581039755352,1308,262,1046,58,28,0.4827586206896552,0.10687022900763359,2.4101079231376676,30,0.028680688336520075,10.687022900763358,9.357142857142858
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.25,0.25,1308,327,981,58,33,0.5689655172413793,0.10091743119266056,2.2758620689655173,25,0.0254841997961264,10.091743119266056,9.909090909090908
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.3,0.30045871559633025,1308,393,915,58,41,0.7068965517241379,0.10432569974554708,2.3527244011581994,17,0.018579234972677595,10.432569974554708,9.585365853658537
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.4,0.40061162079510704,1308,524,784,58,47,0.8103448275862069,0.08969465648854962,2.022769149776257,11,0.01403061224489796,8.969465648854962,11.148936170212766
large_undergrading,primary,3,pooled_analysis_only,ALL,gated_severe_prob_mass_only,0.5,0.5,1308,654,654,58,49,0.8448275862068966,0.07492354740061162,1.6896551724137931,9,0.013761467889908258,7.492354740061162,13.346938775510203
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.05,0.05045871559633028,1308,66,1242,58,0,0.0,0.0,0.0,58,0.04669887278582931,0.0,
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.1,0.10015290519877676,1308,131,1177,58,6,0.10344827586206896,0.04580152671755725,1.032903395630429,52,0.044180118946474084,4.580152671755725,21.833333333333332
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.15,0.15061162079510704,1308,197,1111,58,10,0.1724137931034483,0.050761421319796954,1.144757570453352,48,0.043204320432043204,5.0761421319796955,19.7
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.2,0.20030581039755352,1308,262,1046,58,16,0.27586206896551724,0.061068702290076333,1.3772045275072387,42,0.040152963671128104,6.106870229007633,16.375
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.25,0.25,1308,327,981,58,22,0.3793103448275862,0.0672782874617737,1.5172413793103448,36,0.03669724770642202,6.727828746177369,14.863636363636365
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.3,0.30045871559633025,1308,393,915,58,25,0.43103448275862066,0.06361323155216285,1.434588049486707,33,0.036065573770491806,6.361323155216285,15.72
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.4,0.40061162079510704,1308,524,784,58,31,0.5344827586206896,0.05916030534351145,1.3341668860226377,27,0.03443877551020408,5.916030534351145,16.903225806451612
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_grade_only,0.5,0.5,1308,654,654,58,46,0.7931034482758621,0.07033639143730887,1.5862068965517242,12,0.01834862385321101,7.033639143730887,14.217391304347826
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.05,0.05045871559633028,1308,66,1242,58,13,0.22413793103448276,0.19696969696969696,4.4420062695924765,45,0.036231884057971016,19.696969696969695,5.0769230769230775
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.1,0.10015290519877676,1308,131,1177,58,20,0.3448275862068966,0.15267175572519084,3.443011318768097,38,0.03228547153780799,15.267175572519085,6.55
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.15,0.15061162079510704,1308,197,1111,58,25,0.43103448275862066,0.12690355329949238,2.86189392613338,33,0.0297029702970297,12.690355329949238,7.880000000000001
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.2,0.20030581039755352,1308,262,1046,58,30,0.5172413793103449,0.11450381679389313,2.5822584890760725,28,0.02676864244741874,11.450381679389313,8.733333333333334
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.25,0.25,1308,327,981,58,33,0.5689655172413793,0.10091743119266056,2.2758620689655173,25,0.0254841997961264,10.091743119266056,9.909090909090908
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.3,0.30045871559633025,1308,393,915,58,36,0.6206896551724138,0.0916030534351145,2.065806791260858,22,0.024043715846994537,9.16030534351145,10.916666666666666
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.4,0.40061162079510704,1308,524,784,58,44,0.7586206896551724,0.08396946564885496,1.8936562253224534,14,0.017857142857142856,8.396946564885496,11.909090909090908
large_undergrading,primary,3,pooled_analysis_only,ALL,expected_gap_only,0.5,0.5,1308,654,654,58,47,0.8103448275862069,0.07186544342507645,1.6206896551724137,11,0.016819571865443424,7.186544342507645,13.914893617021278
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.05,0.05045871559633028,1308,66,1242,58,10,0.1724137931034483,0.15151515151515152,3.4169278996865207,48,0.03864734299516908,15.151515151515152,6.6
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.1,0.10015290519877676,1308,131,1177,58,16,0.27586206896551724,0.12213740458015267,2.7544090550144773,42,0.0356839422259983,12.213740458015266,8.1875
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.15,0.15061162079510704,1308,197,1111,58,21,0.3620689655172414,0.1065989847715736,2.4039908979520392,37,0.0333033303330333,10.65989847715736,9.380952380952381
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.2,0.20030581039755352,1308,262,1046,58,31,0.5344827586206896,0.1183206106870229,2.6683337720452753,27,0.02581261950286807,11.83206106870229,8.451612903225806
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.25,0.25,1308,327,981,58,38,0.6551724137931034,0.1162079510703364,2.6206896551724137,20,0.020387359836901122,11.62079510703364,8.605263157894736
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.3,0.30045871559633025,1308,393,915,58,47,0.8103448275862069,0.11959287531806616,2.697025533035009,11,0.012021857923497269,11.959287531806616,8.361702127659575
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.4,0.40061162079510704,1308,524,784,58,48,0.8275862068965517,0.0916030534351145,2.065806791260858,10,0.012755102040816327,9.16030534351145,10.916666666666666
large_undergrading,primary,3,pooled_analysis_only,ALL,top2_more_severe_only,0.5,0.5,1308,654,654,58,49,0.8448275862068966,0.07492354740061162,1.6896551724137931,9,0.013761467889908258,7.492354740061162,13.346938775510203
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.05,0.05045871559633028,1308,66,1242,58,12,0.20689655172413793,0.18181818181818182,4.100313479623825,46,0.037037037037037035,18.181818181818183,5.5
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.1,0.10015290519877676,1308,131,1177,58,15,0.25862068965517243,0.11450381679389313,2.5822584890760725,43,0.03653355989804588,11.450381679389313,8.733333333333334
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.15,0.15061162079510704,1308,197,1111,58,24,0.41379310344827586,0.1218274111675127,2.747418169088045,34,0.0306030603060306,12.18274111675127,8.208333333333334
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.2,0.20030581039755352,1308,262,1046,58,33,0.5689655172413793,0.12595419847328243,2.8404843379836797,25,0.02390057361376673,12.595419847328243,7.93939393939394
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.25,0.25,1308,327,981,58,39,0.6724137931034483,0.11926605504587157,2.689655172413793,19,0.019367991845056064,11.926605504587156,8.384615384615385
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.3,0.30045871559633025,1308,393,915,58,44,0.7586206896551724,0.11195928753180662,2.524874967096604,14,0.015300546448087432,11.195928753180661,8.931818181818182
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.4,0.40061162079510704,1308,524,784,58,49,0.8448275862068966,0.09351145038167939,2.1088444327454594,9,0.011479591836734694,9.351145038167939,10.693877551020408
large_undergrading,primary,3,pooled_analysis_only,ALL,learned_logistic,0.5,0.5,1308,654,654,58,54,0.9310344827586207,0.08256880733944955,1.8620689655172415,4,0.0061162079510703364,8.256880733944955,12.11111111111111
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.05,0.05045871559633028,218,11,207,13,3,0.23076923076923078,0.2727272727272727,4.573426573426572,10,0.04830917874396135,27.27272727272727,3.666666666666667
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.1,0.10091743119266056,218,22,196,13,7,0.5384615384615384,0.3181818181818182,5.335664335664335,6,0.030612244897959183,31.818181818181817,3.142857142857143
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.15,0.15137614678899083,218,33,185,13,8,0.6153846153846154,0.24242424242424243,4.065268065268065,5,0.02702702702702703,24.242424242424242,4.125
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.2,0.2018348623853211,218,44,174,13,8,0.6153846153846154,0.18181818181818182,3.0489510489510487,5,0.028735632183908046,18.181818181818183,5.5
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.25,0.25229357798165136,218,55,163,13,9,0.6923076923076923,0.16363636363636364,2.744055944055944,4,0.024539877300613498,16.363636363636363,6.111111111111111
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.3,0.30275229357798167,218,66,152,13,10,0.7692307692307693,0.15151515151515152,2.5407925407925407,3,0.019736842105263157,15.151515151515152,6.6
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.4,0.4036697247706422,218,88,130,13,11,0.8461538461538461,0.125,2.0961538461538463,2,0.015384615384615385,12.5,8.0
large_undergrading,primary,3,per_backbone,convnext_tiny,confidence_only,0.5,0.5,218,109,109,13,13,1.0,0.11926605504587157,2.0,0,0.0,11.926605504587156,8.384615384615385
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.05,0.05045871559633028,218,11,207,13,3,0.23076923076923078,0.2727272727272727,4.573426573426572,10,0.04830917874396135,27.27272727272727,3.666666666666667
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.1,0.10091743119266056,218,22,196,13,4,0.3076923076923077,0.18181818181818182,3.0489510489510487,9,0.04591836734693878,18.181818181818183,5.5
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.15,0.15137614678899083,218,33,185,13,8,0.6153846153846154,0.24242424242424243,4.065268065268065,5,0.02702702702702703,24.242424242424242,4.125
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.2,0.2018348623853211,218,44,174,13,8,0.6153846153846154,0.18181818181818182,3.0489510489510487,5,0.028735632183908046,18.181818181818183,5.5
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.25,0.25229357798165136,218,55,163,13,8,0.6153846153846154,0.14545454545454545,2.439160839160839,5,0.03067484662576687,14.545454545454545,6.875
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.3,0.30275229357798167,218,66,152,13,9,0.6923076923076923,0.13636363636363635,2.286713286713286,4,0.02631578947368421,13.636363636363635,7.333333333333334
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.4,0.4036697247706422,218,88,130,13,12,0.9230769230769231,0.13636363636363635,2.286713286713286,1,0.007692307692307693,13.636363636363635,7.333333333333334
large_undergrading,primary,3,per_backbone,convnext_tiny,margin_only,0.5,0.5,218,109,109,13,13,1.0,0.11926605504587157,2.0,0,0.0,11.926605504587156,8.384615384615385
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.05,0.05045871559633028,218,11,207,13,4,0.3076923076923077,0.36363636363636365,6.0979020979020975,9,0.043478260869565216,36.36363636363637,2.75
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.1,0.10091743119266056,218,22,196,13,5,0.38461538461538464,0.22727272727272727,3.811188811188811,8,0.04081632653061224,22.727272727272727,4.4
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.15,0.15137614678899083,218,33,185,13,8,0.6153846153846154,0.24242424242424243,4.065268065268065,5,0.02702702702702703,24.242424242424242,4.125
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.2,0.2018348623853211,218,44,174,13,9,0.6923076923076923,0.20454545454545456,3.43006993006993,4,0.022988505747126436,20.454545454545457,4.888888888888888
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.25,0.25229357798165136,218,55,163,13,11,0.8461538461538461,0.2,3.353846153846154,2,0.012269938650306749,20.0,5.0
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.3,0.30275229357798167,218,66,152,13,11,0.8461538461538461,0.16666666666666666,2.7948717948717947,2,0.013157894736842105,16.666666666666664,6.0
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.4,0.4036697247706422,218,88,130,13,11,0.8461538461538461,0.125,2.0961538461538463,2,0.015384615384615385,12.5,8.0
large_undergrading,primary,3,per_backbone,convnext_tiny,entropy_only,0.5,0.5,218,109,109,13,13,1.0,0.11926605504587157,2.0,0,0.0,11.926605504587156,8.384615384615385
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.05,0.05045871559633028,218,11,207,13,3,0.23076923076923078,0.2727272727272727,4.573426573426572,10,0.04830917874396135,27.27272727272727,3.666666666666667
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.1,0.10091743119266056,218,22,196,13,7,0.5384615384615384,0.3181818181818182,5.335664335664335,6,0.030612244897959183,31.818181818181817,3.142857142857143
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.15,0.15137614678899083,218,33,185,13,8,0.6153846153846154,0.24242424242424243,4.065268065268065,5,0.02702702702702703,24.242424242424242,4.125
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.2,0.2018348623853211,218,44,174,13,8,0.6153846153846154,0.18181818181818182,3.0489510489510487,5,0.028735632183908046,18.181818181818183,5.5
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.25,0.25229357798165136,218,55,163,13,9,0.6923076923076923,0.16363636363636364,2.744055944055944,4,0.024539877300613498,16.363636363636363,6.111111111111111
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.3,0.30275229357798167,218,66,152,13,10,0.7692307692307693,0.15151515151515152,2.5407925407925407,3,0.019736842105263157,15.151515151515152,6.6
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.4,0.4036697247706422,218,88,130,13,11,0.8461538461538461,0.125,2.0961538461538463,2,0.015384615384615385,12.5,8.0
large_undergrading,primary,3,per_backbone,convnext_tiny,uncertainty_rank_fusion,0.5,0.5,218,109,109,13,13,1.0,0.11926605504587157,2.0,0,0.0,11.926605504587156,8.384615384615385
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.05,0.05045871559633028,218,11,207,13,3,0.23076923076923078,0.2727272727272727,4.573426573426572,10,0.04830917874396135,27.27272727272727,3.666666666666667
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.1,0.10091743119266056,218,22,196,13,5,0.38461538461538464,0.22727272727272727,3.811188811188811,8,0.04081632653061224,22.727272727272727,4.4
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.15,0.15137614678899083,218,33,185,13,8,0.6153846153846154,0.24242424242424243,4.065268065268065,5,0.02702702702702703,24.242424242424242,4.125
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.2,0.2018348623853211,218,44,174,13,9,0.6923076923076923,0.20454545454545456,3.43006993006993,4,0.022988505747126436,20.454545454545457,4.888888888888888
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.25,0.25229357798165136,218,55,163,13,10,0.7692307692307693,0.18181818181818182,3.0489510489510487,3,0.018404907975460124,18.181818181818183,5.5
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.3,0.30275229357798167,218,66,152,13,10,0.7692307692307693,0.15151515151515152,2.5407925407925407,3,0.019736842105263157,15.151515151515152,6.6
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.4,0.4036697247706422,218,88,130,13,12,0.9230769230769231,0.13636363636363635,2.286713286713286,1,0.007692307692307693,13.636363636363635,7.333333333333334
large_undergrading,primary,3,per_backbone,convnext_tiny,ophagent_combined,0.5,0.5,218,109,109,13,13,1.0,0.11926605504587157,2.0,0,0.0,11.926605504587156,8.384615384615385
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.05,0.05045871559633028,218,11,207,13,0,0.0,0.0,0.0,13,0.06280193236714976,0.0,
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.1,0.10091743119266056,218,22,196,13,2,0.15384615384615385,0.09090909090909091,1.5244755244755244,11,0.05612244897959184,9.090909090909092,11.0
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.15,0.15137614678899083,218,33,185,13,2,0.15384615384615385,0.06060606060606061,1.0163170163170163,11,0.05945945945945946,6.0606060606060606,16.5
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.2,0.2018348623853211,218,44,174,13,4,0.3076923076923077,0.09090909090909091,1.5244755244755244,9,0.05172413793103448,9.090909090909092,11.0
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.25,0.25229357798165136,218,55,163,13,5,0.38461538461538464,0.09090909090909091,1.5244755244755244,8,0.049079754601226995,9.090909090909092,11.0
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.3,0.30275229357798167,218,66,152,13,8,0.6153846153846154,0.12121212121212122,2.0326340326340326,5,0.03289473684210526,12.121212121212121,8.25
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.4,0.4036697247706422,218,88,130,13,10,0.7692307692307693,0.11363636363636363,1.9055944055944054,3,0.023076923076923078,11.363636363636363,8.8
large_undergrading,primary,3,per_backbone,convnext_tiny,severe_prob_mass_only,0.5,0.5,218,109,109,13,11,0.8461538461538461,0.10091743119266056,1.6923076923076923,2,0.01834862385321101,10.091743119266056,9.909090909090908
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.05,0.05045871559633028,218,11,207,13,2,0.15384615384615385,0.18181818181818182,3.0489510489510487,11,0.05314009661835749,18.181818181818183,5.5
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.1,0.10091743119266056,218,22,196,13,3,0.23076923076923078,0.13636363636363635,2.286713286713286,10,0.05102040816326531,13.636363636363635,7.333333333333334
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.15,0.15137614678899083,218,33,185,13,5,0.38461538461538464,0.15151515151515152,2.5407925407925407,8,0.043243243243243246,15.151515151515152,6.6
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.2,0.2018348623853211,218,44,174,13,7,0.5384615384615384,0.1590909090909091,2.6678321678321675,6,0.034482758620689655,15.909090909090908,6.285714285714286
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.25,0.25229357798165136,218,55,163,13,9,0.6923076923076923,0.16363636363636364,2.744055944055944,4,0.024539877300613498,16.363636363636363,6.111111111111111
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.3,0.30275229357798167,218,66,152,13,10,0.7692307692307693,0.15151515151515152,2.5407925407925407,3,0.019736842105263157,15.151515151515152,6.6
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.4,0.4036697247706422,218,88,130,13,11,0.8461538461538461,0.125,2.0961538461538463,2,0.015384615384615385,12.5,8.0
large_undergrading,primary,3,per_backbone,convnext_tiny,gated_severe_prob_mass_only,0.5,0.5,218,109,109,13,13,1.0,0.11926605504587157,2.0,0,0.0,11.926605504587156,8.384615384615385
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.05,0.05045871559633028,218,11,207,13,1,0.07692307692307693,0.09090909090909091,1.5244755244755244,12,0.057971014492753624,9.090909090909092,11.0
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.1,0.10091743119266056,218,22,196,13,2,0.15384615384615385,0.09090909090909091,1.5244755244755244,11,0.05612244897959184,9.090909090909092,11.0
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.15,0.15137614678899083,218,33,185,13,2,0.15384615384615385,0.06060606060606061,1.0163170163170163,11,0.05945945945945946,6.0606060606060606,16.5
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.2,0.2018348623853211,218,44,174,13,3,0.23076923076923078,0.06818181818181818,1.143356643356643,10,0.05747126436781609,6.8181818181818175,14.666666666666668
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.25,0.25229357798165136,218,55,163,13,4,0.3076923076923077,0.07272727272727272,1.2195804195804194,9,0.05521472392638037,7.2727272727272725,13.75
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.3,0.30275229357798167,218,66,152,13,4,0.3076923076923077,0.06060606060606061,1.0163170163170163,9,0.05921052631578947,6.0606060606060606,16.5
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.4,0.4036697247706422,218,88,130,13,8,0.6153846153846154,0.09090909090909091,1.5244755244755244,5,0.038461538461538464,9.090909090909092,11.0
large_undergrading,primary,3,per_backbone,convnext_tiny,expected_grade_only,0.5,0.5,218,109,109,13,11,0.8461538461538461,0.10091743119266056,1.6923076923076923,2,0.01834862385321101,10.091743119266056,9.909090909090908
