asset_id,asset_type,source_path,target_path,size_bytes,expected_sha256,verification_status,notes
glaucoma_fundus_split,dataset_tree,/data/LRT/RETFound/Data_split/Glaucoma_fundus,/training_data/lizekun/data/RETFound/Data_split/Glaucoma_fundus,123784388,992b3357035572354f9ecad669b7b70b3d2d6729174bc8debf3bdf94dee61c41,verified,1545 images; source and target sorted per-file SHA256 manifests match exactly
glaucoma_convnext_tiny,task_checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/model_hub/runs/training/glaucoma_3class/convnext_tiny_glaucoma_scout__glaucoma_3class__adapter/20260706-101622/checkpoints/convnext_tiny_best.pth,/training_data/lizekun/ophagent_assets/experiments/model_hub/runs/training/glaucoma_3class/convnext_tiny_glaucoma_scout__glaucoma_3class__adapter/20260706-101622/checkpoints/convnext_tiny_best.pth,111361604,9bdfae566ce55118ffd946fe01fc96a743e20d4799d5f7527f4bf5d423330ea3,verified,Recovered by prior targeted migration
glaucoma_swin_tiny,task_checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/model_hub/runs/training/glaucoma_3class/swin_tiny__aptos_dr_5class__adapter__glaucoma_3class__adapter/20260706-164246/checkpoints/swin_tiny_patch4_window7_224_best.pth,/training_data/lizekun/ophagent_assets/experiments/model_hub/runs/training/glaucoma_3class/swin_tiny__aptos_dr_5class__adapter__glaucoma_3class__adapter/20260706-164246/checkpoints/swin_tiny_patch4_window7_224_best.pth,110158994,496d3ab393866725dbb89e052ad5ce0172d5465ddbc4445d77c56426fa07debc,verified,Recovered by prior targeted migration
glaucoma_vit_b,task_checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/model_hub/runs/training/glaucoma_3class/vit_b__glaucoma_3class__adapter/20260706-213930/checkpoints/vit_base_patch16_224_best.pth,/training_data/lizekun/ophagent_assets/experiments/model_hub/runs/training/glaucoma_3class/vit_b__glaucoma_3class__adapter/20260706-213930/checkpoints/vit_base_patch16_224_best.pth,343265338,e5e7edf42cab29c18b57d5cc3dfc6516caabc140f963e11424bf51d7570bcecf,verified,Recovered by prior targeted migration
glaucoma_vit_l,task_checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/model_hub/runs/training/glaucoma_3class/vit_l_imagenet_glaucoma_3class_adapter/20260706-232007/checkpoints/vit_large_patch16_224.augreg_in21k_ft_in1k_best.pth,/training_data/lizekun/ophagent_assets/experiments/model_hub/runs/training/glaucoma_3class/vit_l_imagenet_glaucoma_3class_adapter/20260706-232007/checkpoints/vit_large_patch16_224.augreg_in21k_ft_in1k_best.pth,1213345602,a27a3cc332a3b05d2e8df731d4f402424c745d426795367082090868fb264c10,verified,Recovered by prior targeted migration
glaucoma_retfound_dinov2,task_checkpoint,/data/LRT/RETFound/output_dir/retfound_dinov2_Glaucoma_fundus_finetune/checkpoint-best.pth,/training_data/lizekun/ophagent_assets/RETFound/output_dir/retfound_dinov2_Glaucoma_fundus_finetune/checkpoint-best.pth,1213056738,159e5f80f8d3fba027b0afbc4d923a25879099c6dc11c98ecf53475650f5cb0d,verified,Historical RETFound-DINOv2 validation-selected checkpoint; H100 SHA256 verified
retfound_models_vit,runtime_source,/data/LRT/RETFound/models_vit.py,/training_data/lizekun/ophagent_assets/RETFound/runtime_source/models_vit.py,3253,f5a91312fcbac14141405d24a92ac3a95e2573e98260bbd3c5b044792edd2f75,verified,Minimal source snapshot required by checkpoint loader
retfound_requirements,runtime_source,/data/LRT/RETFound/requirements.txt,/training_data/lizekun/ophagent_assets/RETFound/runtime_source/requirements.txt,192,5c6df540aca6890fd2ceaaa5fdc2cfadcf055bc37e6e459d17c9ae389ee4e8bd,verified,Dependency evidence only
