task_id,route_id,scout_id,expert_id,development_cases,development_groups,scout_accuracy,expert_accuracy,corrected_events,introduced_events,expert_accuracy_gain,net_events,corrected_to_introduced_ratio,observed_stability_folds,positive_gain_folds,nonnegative_net_folds,fold_gain_standard_deviation,minimum_fold_gain,scout_accuracy_pass,expert_accuracy_pass,expert_gain_pass,complementarity_ratio_pass,corrected_events_pass,introduced_events_pass,net_events_pass,positive_gain_folds_pass,nonnegative_net_folds_pass,fold_gain_stability_pass,all_folds_observed_pass,qualified,failure_reasons,screening_data_scope,screening_schema_version,fold_salt,criterion_minimum_scout_accuracy,criterion_minimum_expert_accuracy,criterion_minimum_expert_accuracy_gain,criterion_minimum_corrected_to_introduced_ratio,criterion_minimum_corrected_events,criterion_minimum_introduced_events,criterion_minimum_net_events,criterion_minimum_positive_gain_folds,criterion_minimum_nonnegative_net_folds,criterion_maximum_fold_gain_standard_deviation,evaluation_used_for_screening,study_decision,source_commit_sha,protocol_sha256,generated_at_utc
deepdrid_dr_5class_native,deepdrid_dr_5class_native::retfound_green__to__convnext_tiny,retfound_green,convnext_tiny,235,60,0.6042553191,0.685106383,42,23,0.08085106383,19,1.826086957,5,4,4,0.06212298774,-0.02777777778,True,True,True,True,True,True,True,True,True,True,True,True,,development_only,ophagent.route_specific_simple_gate.v0_1,route_specific_simple_gate_v0_1:deepdrid_dr_5class_native:quality,0.6,0.6,0.05,1.5,15,15,10,4,4,0.12,False,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
deepdrid_dr_5class_native,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,235,60,0.6042553191,0.6553191489,30,18,0.05106382979,12,1.666666667,5,5,5,0.0407357689,0.015625,True,True,True,True,True,True,True,True,True,True,True,True,,development_only,ophagent.route_specific_simple_gate.v0_1,route_specific_simple_gate_v0_1:deepdrid_dr_5class_native:quality,0.6,0.6,0.05,1.5,15,15,10,4,4,0.12,False,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
