repeat_index,total_forward_ms,ms_per_image,peak_allocated_memory_mb
1,672.6903615053743,0.611536692277613,615.4033203125
2,671.8144882470369,0.6107404438609426,614.4033203125
3,671.4693352114409,0.6104266683740373,614.4033203125
4,672.0139801036566,0.6109218000942334,614.4033203125
5,672.0786050427705,0.6109805500388823,614.4033203125
