job_id,task_id,artifact_id,adapter_id,adapter_type,checkpoint_path,config_path,data_root,input_manifest_path,class_to_idx_path,predictions_path,model_baseline_path,forward_cost_summary_path,checkpoint_sha256,predictions_sha256,created_at_utc,notes
dr_convnext_tiny_adapter,aptos_dr_5class,convnext_tiny,timm_classifier_v1,timm_classifier,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/checkpoints/convnext_tiny_best.pth,experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/configs/config.json,/data/LRT/RETFound/Data_split/APTOS2019,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/input_manifests/dr_convnext_tiny_adapter_input_manifest.csv,experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/configs/class_to_idx.json,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/predictions.csv,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/model_baseline.csv,experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/forward_cost_summary.csv,758c10183fbab008e8f03d6fd48e9c7d5181e731eb5b6e21485f9cd0d60f6a2e,7ccbaad5c30e9762973d3a7d8457ba416d4de7830384f988d27e29fb4f4460e2,2026-07-01T01:58:57.289775+00:00,严格加载 checkpoint；sanity check 不等同于 strict reproduction
