job_id,task_id,artifact_id,cost_scope,device,actual_device_name,precision,batch_size,warmup_runs,timed_runs,mean_ms_per_image,median_ms_per_image,std_ms_per_image,cv_ms_per_image,images_per_second,peak_allocated_memory_mb,checkpoint_mb,notes
dr_convnext_tiny_adapter,aptos_dr_5class,convnext_tiny,forward_only,cuda,NVIDIA GeForce RTX 4090,fp32,32,3,5,0.4733123010955751,0.4732864309864288,0.0005434556939477408,0.0011481968516132055,2112.885421024619,558.1484375,106.20856094360352,多次 single-GPU forward-only benchmark；不含读取、预处理、传输和服务开销
