source_protocol,source_output_dir,dataset_id,disease_family,protocol_id,task_id,split,method_kind,protocol_name,scout_artifact,expert_artifact,budget,policy,selected_n,expert_call_rate,non_deployable,accuracy,macro_f1,macro_auroc_ovr,macro_aupr_ovr,n_error,accuracy_ci_low,accuracy_ci_high,cost_status,estimated_forward_ms_per_image,relative_forward_cost_vs_expert_only,forward_cost_reduction_vs_expert_only,protocol_family,role,scouts,experts,ms_per_image,qwk,above_random_p975,random_accuracy_p975,oracle_accuracy,gap_to_oracle_accuracy,large_undergrading_event_total_fixed_pool,referable_miss_event_total_fixed_pool,severe_pdr_miss_event_total_fixed_pool,large_undergrading_selected_event_n,referable_miss_selected_event_n,severe_pdr_miss_selected_event_n,large_undergrading_residual_event_n,referable_miss_residual_event_n,severe_pdr_miss_residual_event_n,large_undergrading_event_recall_fixed_pool,referable_miss_event_recall_fixed_pool,severe_pdr_miss_event_recall_fixed_pool,large_undergrading_event_precision_fixed_pool,referable_miss_event_precision_fixed_pool,severe_pdr_miss_event_precision_fixed_pool,large_undergrading_event_lift_vs_budget,referable_miss_event_lift_vs_budget,severe_pdr_miss_event_lift_vs_budget,relative_forward_cost_vs_dense_expert,forward_cost_reduction_vs_dense_expert
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.3,low_margin,330,,,0.8490909090909091,0.7001561870139523,,,166,,,,1.665126289759593,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,1.665126289759593,0.9113604555815352,True,0.8427272727272728,0.8754545454545455,0.0263636363636363,45.0,90.0,75.0,30.0,67.0,48.0,15.0,23.0,27.0,0.6666666666666666,0.7444444444444445,0.64,0.0909090909090909,0.203030303030303,0.1454545454545454,2.2222222222222223,2.481481481481482,2.1333333333333333,0.41589560117539964,0.5841043988246004
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.3,low_confidence,330,,,0.8481818181818181,0.6991695706658444,,,167,,,,1.665126289759593,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,1.665126289759593,0.911052629644468,True,0.8427272727272728,0.8754545454545455,0.0272727272727273,45.0,90.0,75.0,29.0,67.0,47.0,16.0,23.0,28.0,0.6444444444444445,0.7444444444444445,0.6266666666666667,0.0878787878787878,0.203030303030303,0.1424242424242424,2.1481481481481484,2.481481481481482,2.088888888888889,0.41589560117539964,0.5841043988246004
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_swin_to_retfound,,,0.3,max_uncertainty,330,,,0.8481818181818181,0.7039763892906145,,,167,,,,2.1530223977278933,,,multi_scout,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,2.1530223977278933,0.9113218540328404,True,0.8445454545454546,0.8718181818181818,0.0236363636363636,45.0,90.0,75.0,36.0,70.0,56.0,9.0,20.0,19.0,0.8,0.7777777777777778,0.7466666666666667,0.109090909090909,0.2121212121212121,0.1696969696969697,2.666666666666667,2.592592592592593,2.488888888888889,0.5377565353174641,0.46224346468253585
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.3,high_entropy,330,,,0.8463636363636363,0.7023916855337272,,,169,,,,1.5318357260918922,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,1.5318357260918922,0.9080475965408232,True,0.8327272727272728,0.8772727272727273,0.0309090909090909,45.0,90.0,75.0,36.0,68.0,56.0,9.0,22.0,19.0,0.8,0.7555555555555555,0.7466666666666667,0.109090909090909,0.206060606060606,0.1696969696969697,2.666666666666667,2.5185185185185186,2.488888888888889,0.38260385661013313,0.6173961433898669
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.3,low_confidence,330,,,0.8427272727272728,0.6978969436569603,,,173,,,,1.5318357260918922,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,1.5318357260918922,0.9073745148345504,True,0.8327272727272728,0.8772727272727273,0.0345454545454545,45.0,90.0,75.0,35.0,67.0,57.0,10.0,23.0,18.0,0.7777777777777778,0.7444444444444445,0.76,0.106060606060606,0.203030303030303,0.1727272727272727,2.592592592592593,2.481481481481482,2.5333333333333337,0.38260385661013313,0.6173961433898669
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.3,low_margin,330,,,0.8427272727272728,0.6989559494492517,,,173,,,,1.5318357260918922,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,1.5318357260918922,0.9077561057680608,True,0.8327272727272728,0.8772727272727273,0.0345454545454545,45.0,90.0,75.0,35.0,62.0,56.0,10.0,28.0,19.0,0.7777777777777778,0.6888888888888889,0.7466666666666667,0.106060606060606,0.1878787878787878,0.1696969696969697,2.592592592592593,2.2962962962962963,2.488888888888889,0.38260385661013313,0.6173961433898669
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_swin_to_retfound,,,0.4,mean_uncertainty,440,,,0.8518181818181818,0.7092303147154062,,,163,,,,2.504779218332071,,,multi_scout,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,2.504779218332071,0.9139797882579404,True,0.8472727272727273,0.8690909090909091,0.0172727272727273,45.0,90.0,75.0,40.0,86.0,66.0,5.0,4.0,9.0,0.8888888888888888,0.9555555555555556,0.88,0.0909090909090909,0.1954545454545454,0.15,2.222222222222222,2.388888888888889,2.2,0.6256142042957392,0.3743857957042608
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_swin_to_retfound,,,0.4,disagreement_then_uncertainty,440,,,0.8518181818181818,0.7098045564476905,,,163,,,,2.504779218332071,,,multi_scout,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,2.504779218332071,0.9130480758811276,True,0.8472727272727273,0.8690909090909091,0.0172727272727273,45.0,90.0,75.0,38.0,87.0,64.0,7.0,3.0,11.0,0.8444444444444444,0.9666666666666668,0.8533333333333334,0.0863636363636363,0.1977272727272727,0.1454545454545454,2.111111111111111,2.4166666666666665,2.1333333333333333,0.6256142042957392,0.3743857957042608
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.4,low_confidence,440,,,0.850909090909091,0.704034381412774,,,164,,,,2.016299070282416,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,2.016299070282416,0.9112825639862724,True,0.8454545454545455,0.8727272727272727,0.0218181818181817,45.0,90.0,75.0,36.0,80.0,61.0,9.0,10.0,14.0,0.8,0.8888888888888888,0.8133333333333334,0.0818181818181818,0.1818181818181818,0.1386363636363636,2.0,2.222222222222222,2.033333333333333,0.5036073955120698,0.4963926044879302
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.4,high_entropy,440,,,0.850909090909091,0.704034381412774,,,164,,,,2.016299070282416,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,2.016299070282416,0.9112825639862724,True,0.8454545454545455,0.8727272727272727,0.0218181818181817,45.0,90.0,75.0,36.0,80.0,61.0,9.0,10.0,14.0,0.8,0.8888888888888888,0.8133333333333334,0.0818181818181818,0.1818181818181818,0.1386363636363636,2.0,2.222222222222222,2.033333333333333,0.5036073955120698,0.4963926044879302
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.4,low_margin,440,,,0.850909090909091,0.704034381412774,,,164,,,,2.016299070282416,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,2.016299070282416,0.9112825639862724,True,0.8454545454545455,0.8727272727272727,0.0218181818181817,45.0,90.0,75.0,36.0,82.0,61.0,9.0,8.0,14.0,0.8,0.9111111111111112,0.8133333333333334,0.0818181818181818,0.1863636363636363,0.1386363636363636,2.0,2.2777777777777777,2.033333333333333,0.5036073955120698,0.4963926044879302
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.4,low_confidence,440,,,0.85,0.7085498144340767,,,165,,,,1.8830085066147149,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,1.8830085066147149,0.9131802410710164,True,0.8372727272727273,0.8718181818181818,0.0218181818181818,45.0,90.0,75.0,41.0,81.0,66.0,4.0,9.0,9.0,0.9111111111111112,0.9,0.88,0.0931818181818181,0.184090909090909,0.15,2.2777777777777777,2.25,2.2,0.4703156509468032,0.5296843490531968
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.4,high_entropy,440,,,0.85,0.7123945237230448,,,165,,,,1.8830085066147149,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,1.8830085066147149,0.911882341398652,True,0.8372727272727273,0.8718181818181818,0.0218181818181818,45.0,90.0,75.0,41.0,81.0,66.0,4.0,9.0,9.0,0.9111111111111112,0.9,0.88,0.0931818181818181,0.184090909090909,0.15,2.2777777777777777,2.25,2.2,0.4703156509468032,0.5296843490531968
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.4,low_margin,440,,,0.85,0.7081140651480788,,,165,,,,1.8830085066147149,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,1.8830085066147149,0.9140143945884154,True,0.8372727272727273,0.8718181818181818,0.0218181818181818,45.0,90.0,75.0,39.0,80.0,63.0,6.0,10.0,12.0,0.8666666666666667,0.8888888888888888,0.84,0.0886363636363636,0.1818181818181818,0.1431818181818182,2.1666666666666665,2.222222222222222,2.1,0.4703156509468032,0.5296843490531968
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_swin_to_retfound,,,0.4,max_uncertainty,440,,,0.85,0.7072213838193462,,,165,,,,2.504779218332071,,,multi_scout,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,2.504779218332071,0.9121947889287711,True,0.8472727272727273,0.8690909090909091,0.0190909090909091,45.0,90.0,75.0,40.0,84.0,65.0,5.0,6.0,10.0,0.8888888888888888,0.9333333333333332,0.8666666666666667,0.0909090909090909,0.1909090909090909,0.1477272727272727,2.222222222222222,2.333333333333333,2.1666666666666665,0.6256142042957392,0.3743857957042608
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.5,low_confidence,550,,,0.8518181818181818,0.7120131767323397,,,163,,,,2.2341812871375373,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,2.2341812871375373,0.9139670977118228,True,0.8418181818181818,0.8672727272727273,0.0154545454545454,45.0,90.0,75.0,44.0,89.0,72.0,1.0,1.0,3.0,0.9777777777777776,0.9888888888888888,0.96,0.08,0.1618181818181818,0.1309090909090909,1.9555555555555555,1.9777777777777776,1.92,0.5580274452834733,0.44197255471652674
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.5,low_confidence,550,,,0.8518181818181818,0.7086303808590415,,,163,,,,2.3674718508052384,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,2.3674718508052384,0.9141646806320652,True,0.8481818181818181,0.8709090909090909,0.019090909090909,45.0,90.0,75.0,44.0,88.0,74.0,1.0,2.0,1.0,0.9777777777777776,0.9777777777777776,0.9866666666666668,0.08,0.16,0.1345454545454545,1.9555555555555555,1.9555555555555555,1.9733333333333332,0.5913191898487399,0.4086808101512601
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.5,high_entropy,550,,,0.8518181818181818,0.7086303808590415,,,163,,,,2.3674718508052384,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,2.3674718508052384,0.9141646806320652,True,0.8481818181818181,0.8709090909090909,0.019090909090909,45.0,90.0,75.0,44.0,88.0,74.0,1.0,2.0,1.0,0.9777777777777776,0.9777777777777776,0.9866666666666668,0.08,0.16,0.1345454545454545,1.9555555555555555,1.9555555555555555,1.9733333333333332,0.5913191898487399,0.4086808101512601
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,swin_to_retfound,,,0.5,low_margin,550,,,0.8518181818181818,0.7086303808590415,,,163,,,,2.3674718508052384,,,single_scout,main,swin_tiny,retfound_mae_cfp_official_protocol,2.3674718508052384,0.9141646806320652,True,0.8481818181818181,0.8709090909090909,0.019090909090909,45.0,90.0,75.0,44.0,88.0,74.0,1.0,2.0,1.0,0.9777777777777776,0.9777777777777776,0.9866666666666668,0.08,0.16,0.1345454545454545,1.9555555555555555,1.9555555555555555,1.9733333333333332,0.5913191898487399,0.4086808101512601
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.5,high_entropy,550,,,0.850909090909091,0.7105437325611172,,,164,,,,2.2341812871375373,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,2.2341812871375373,0.913710555918436,True,0.8418181818181818,0.8672727272727273,0.0163636363636363,45.0,90.0,75.0,44.0,89.0,72.0,1.0,1.0,3.0,0.9777777777777776,0.9888888888888888,0.96,0.08,0.1618181818181818,0.1309090909090909,1.9555555555555555,1.9777777777777776,1.92,0.5580274452834733,0.44197255471652674
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_to_retfound,,,0.5,low_margin,550,,,0.85,0.7096597688521952,,,165,,,,2.2341812871375373,,,single_scout,main,convnext_tiny,retfound_mae_cfp_official_protocol,2.2341812871375373,0.9133788475907232,True,0.8418181818181818,0.8672727272727273,0.0172727272727273,45.0,90.0,75.0,44.0,89.0,71.0,1.0,1.0,4.0,0.9777777777777776,0.9888888888888888,0.9466666666666668,0.08,0.1618181818181818,0.1290909090909091,1.9555555555555555,1.9777777777777776,1.893333333333333,0.5580274452834733,0.44197255471652674
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_swin_to_retfound,,,0.5,mean_uncertainty,550,,,0.85,0.7069849522161684,,,165,,,,2.856536038936248,,,multi_scout,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,2.856536038936248,0.913528155713044,True,0.8490909090909091,0.8681818181818182,0.0181818181818181,45.0,90.0,75.0,44.0,89.0,73.0,1.0,1.0,2.0,0.9777777777777776,0.9888888888888888,0.9733333333333334,0.08,0.1618181818181818,0.1327272727272727,1.9555555555555555,1.9777777777777776,1.9466666666666668,0.7134718732740142,0.2865281267259858
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_swin_to_retfound,,,0.5,max_uncertainty,550,,,0.85,0.7075848860725331,,,165,,,,2.856536038936248,,,multi_scout,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,2.856536038936248,0.9133417574951136,True,0.8490909090909091,0.8681818181818182,0.0181818181818181,45.0,90.0,75.0,44.0,89.0,72.0,1.0,1.0,3.0,0.9777777777777776,0.9888888888888888,0.96,0.08,0.1618181818181818,0.1309090909090909,1.9555555555555555,1.9777777777777776,1.92,0.7134718732740142,0.2865281267259858
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,convnext_swin_to_retfound,,,0.5,disagreement_then_uncertainty,550,,,0.85,0.7069849522161684,,,165,,,,2.856536038936248,,,multi_scout,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,2.856536038936248,0.913528155713044,True,0.8490909090909091,0.8681818181818182,0.0181818181818181,45.0,90.0,75.0,44.0,89.0,73.0,1.0,1.0,2.0,0.9777777777777776,0.9888888888888888,0.9733333333333334,0.08,0.1618181818181818,0.1327272727272727,1.9555555555555555,1.9777777777777776,1.9466666666666668,0.7134718732740142,0.2865281267259858
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,dense_convnext_retfound,,,1.0,dense,1100,,,0.8545454545454545,0.7186645964065106,,,160,,,,4.0037121937660105,,,dense_baseline,dense_expert_reference,,convnext_tiny+retfound_mae_cfp_official_protocol,4.0037121937660105,0.910170019929115,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,dense_retfound,,,1.0,dense,1100,,,0.8481818181818181,0.7053623145676526,,,167,,,,3.517568206041774,,,dense_baseline,main,,retfound_mae_cfp_official_protocol,3.517568206041774,0.9128907111651476,,,,,,,,,,,,,,,,,,,,,,,0.8785766897827502,0.12142331021724984
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,dense_swin,,,1.0,dense,1100,,,0.8290909090909091,0.6567072753814438,,,188,,,,0.6116079481911253,,,dense_baseline,main,,swin_tiny,0.6116079481911253,0.8981859638745026,,,,,,,,,,,,,,,,,,,,,,,0.15276021816538934,0.8472397818346107
experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay,APTOS2019,diabetic_retinopathy,,aptos_dr_5class,,,dense_convnext,,,1.0,dense,1100,,,0.8136363636363636,0.6496387745585863,,,205,,,,0.486143987724236,,,dense_baseline,main,,convnext_tiny,0.486143987724236,0.86153550730867,,,,,,,,,,,,,,,,,,,,,,,0.1214233102172498,0.8785766897827502
