bootstrap_id,target,method,brute_recall,weighted_recall,recall_abs_diff,brute_mean_backbone_recall,weighted_mean_backbone_recall,mean_backbone_recall_abs_diff,brute_captured,weighted_captured,captured_abs_diff,brute_total,weighted_total,total_abs_diff,brute_residual,weighted_residual,residual_abs_diff
20,large_undergrading,learned_logistic,0.6406926406926406,0.6406926406926406,0.0,0.6272583095612214,0.6272583095612214,0.0,148.0,148.0,0.0,231.0,231.0,0.0,83.0,83.0,0.0
20,large_undergrading,expected_gap_only,0.7229437229437229,0.7229437229437229,0.0,0.7146615726492076,0.7146615726492076,0.0,167.0,167.0,0.0,231.0,231.0,0.0,64.0,64.0,0.0
21,large_undergrading,learned_logistic,0.6206896551724138,0.6206896551724138,0.0,0.6007285197783108,0.6007285197783108,0.0,162.0,162.0,0.0,261.0,261.0,0.0,99.0,99.0,0.0
21,large_undergrading,expected_gap_only,0.6436781609195402,0.6436781609195402,0.0,0.6249322876935403,0.6249322876935403,0.0,168.0,168.0,0.0,261.0,261.0,0.0,93.0,93.0,0.0
22,large_undergrading,learned_logistic,0.6834532374100719,0.6834532374100719,0.0,0.6704223297481597,0.6704223297481597,0.0,190.0,190.0,0.0,278.0,278.0,0.0,88.0,88.0,0.0
22,large_undergrading,expected_gap_only,0.7014388489208633,0.7014388489208633,0.0,0.695936703364532,0.695936703364532,0.0,195.0,195.0,0.0,278.0,278.0,0.0,83.0,83.0,0.0
23,large_undergrading,learned_logistic,0.6517241379310345,0.6517241379310345,0.0,0.6488417733778942,0.6488417733778942,0.0,189.0,189.0,0.0,290.0,290.0,0.0,101.0,101.0,0.0
23,large_undergrading,expected_gap_only,0.6344827586206897,0.6344827586206897,0.0,0.6261107445329365,0.6261107445329365,0.0,184.0,184.0,0.0,290.0,290.0,0.0,106.0,106.0,0.0
24,large_undergrading,learned_logistic,0.6801346801346801,0.6801346801346801,0.0,0.6781610326282946,0.6781610326282946,0.0,202.0,202.0,0.0,297.0,297.0,0.0,95.0,95.0,0.0
24,large_undergrading,expected_gap_only,0.6936026936026936,0.6936026936026936,0.0,0.6910867344005602,0.6910867344005602,0.0,206.0,206.0,0.0,297.0,297.0,0.0,91.0,91.0,0.0
25,large_undergrading,learned_logistic,0.6076388888888888,0.6076388888888888,0.0,0.6062166336029665,0.6062166336029665,0.0,175.0,175.0,0.0,288.0,288.0,0.0,113.0,113.0,0.0
25,large_undergrading,expected_gap_only,0.625,0.625,0.0,0.6181369388665127,0.6181369388665127,0.0,180.0,180.0,0.0,288.0,288.0,0.0,108.0,108.0,0.0
26,large_undergrading,learned_logistic,0.6722689075630253,0.6722689075630253,0.0,0.6605332292711753,0.6605332292711753,0.0,160.0,160.0,0.0,238.0,238.0,0.0,78.0,78.0,0.0
26,large_undergrading,expected_gap_only,0.7100840336134454,0.7100840336134454,0.0,0.6868030087925218,0.6868030087925218,0.0,169.0,169.0,0.0,238.0,238.0,0.0,69.0,69.0,0.0
27,large_undergrading,learned_logistic,0.597457627118644,0.597457627118644,0.0,0.5876220831549737,0.5876220831549737,0.0,141.0,141.0,0.0,236.0,236.0,0.0,95.0,95.0,0.0
27,large_undergrading,expected_gap_only,0.6016949152542372,0.6016949152542372,0.0,0.5816761862777043,0.5816761862777043,0.0,142.0,142.0,0.0,236.0,236.0,0.0,94.0,94.0,0.0
28,large_undergrading,learned_logistic,0.6426116838487973,0.6426116838487973,0.0,0.638450933378194,0.638450933378194,0.0,187.0,187.0,0.0,291.0,291.0,0.0,104.0,104.0,0.0
28,large_undergrading,expected_gap_only,0.6323024054982818,0.6323024054982818,0.0,0.622964485969924,0.622964485969924,0.0,184.0,184.0,0.0,291.0,291.0,0.0,107.0,107.0,0.0
29,large_undergrading,learned_logistic,0.6421052631578947,0.6421052631578947,0.0,0.6336287762918197,0.6336287762918197,0.0,183.0,183.0,0.0,285.0,285.0,0.0,102.0,102.0,0.0
29,large_undergrading,expected_gap_only,0.6807017543859649,0.6807017543859649,0.0,0.680517496200726,0.680517496200726,0.0,194.0,194.0,0.0,285.0,285.0,0.0,91.0,91.0,0.0
30,large_undergrading,learned_logistic,0.6782945736434108,0.6782945736434108,0.0,0.6682460291301755,0.6682460291301755,0.0,175.0,175.0,0.0,258.0,258.0,0.0,83.0,83.0,0.0
30,large_undergrading,expected_gap_only,0.7170542635658915,0.7170542635658915,0.0,0.7080773456383213,0.7080773456383213,0.0,185.0,185.0,0.0,258.0,258.0,0.0,73.0,73.0,0.0
31,large_undergrading,learned_logistic,0.6230769230769231,0.6230769230769231,0.0,0.6129868350812834,0.6129868350812834,0.0,162.0,162.0,0.0,260.0,260.0,0.0,98.0,98.0,0.0
31,large_undergrading,expected_gap_only,0.6653846153846154,0.6653846153846154,0.0,0.652094390463916,0.652094390463916,0.0,173.0,173.0,0.0,260.0,260.0,0.0,87.0,87.0,0.0
32,large_undergrading,learned_logistic,0.676,0.676,0.0,0.6628380829114158,0.6628380829114158,0.0,169.0,169.0,0.0,250.0,250.0,0.0,81.0,81.0,0.0
32,large_undergrading,expected_gap_only,0.692,0.692,0.0,0.6836588404722571,0.6836588404722571,0.0,173.0,173.0,0.0,250.0,250.0,0.0,77.0,77.0,0.0
33,large_undergrading,learned_logistic,0.6107142857142858,0.6107142857142858,0.0,0.6047680890538033,0.6047680890538033,0.0,171.0,171.0,0.0,280.0,280.0,0.0,109.0,109.0,0.0
33,large_undergrading,expected_gap_only,0.5928571428571429,0.5928571428571429,0.0,0.5806387166840128,0.5806387166840128,0.0,166.0,166.0,0.0,280.0,280.0,0.0,114.0,114.0,0.0
34,large_undergrading,learned_logistic,0.6148648648648649,0.6148648648648649,0.0,0.604195226031947,0.604195226031947,0.0,182.0,182.0,0.0,296.0,296.0,0.0,114.0,114.0,0.0
34,large_undergrading,expected_gap_only,0.6418918918918919,0.6418918918918919,0.0,0.621559341777406,0.621559341777406,0.0,190.0,190.0,0.0,296.0,296.0,0.0,106.0,106.0,0.0
35,large_undergrading,learned_logistic,0.64,0.64,0.0,0.6274362674362675,0.6274362674362675,0.0,160.0,160.0,0.0,250.0,250.0,0.0,90.0,90.0,0.0
35,large_undergrading,expected_gap_only,0.692,0.692,0.0,0.6765031265031265,0.6765031265031265,0.0,173.0,173.0,0.0,250.0,250.0,0.0,77.0,77.0,0.0
36,large_undergrading,learned_logistic,0.6138996138996139,0.6138996138996139,0.0,0.598767404387765,0.598767404387765,0.0,159.0,159.0,0.0,259.0,259.0,0.0,100.0,100.0,0.0
36,large_undergrading,expected_gap_only,0.640926640926641,0.640926640926641,0.0,0.6276082289337857,0.6276082289337857,0.0,166.0,166.0,0.0,259.0,259.0,0.0,93.0,93.0,0.0
37,large_undergrading,learned_logistic,0.6759581881533101,0.6759581881533101,0.0,0.6664924622813039,0.6664924622813039,0.0,194.0,194.0,0.0,287.0,287.0,0.0,93.0,93.0,0.0
37,large_undergrading,expected_gap_only,0.7212543554006968,0.7212543554006968,0.0,0.7173263374634252,0.7173263374634252,0.0,207.0,207.0,0.0,287.0,287.0,0.0,80.0,80.0,0.0
38,large_undergrading,learned_logistic,0.6057347670250897,0.6057347670250897,0.0,0.5722130258994492,0.5722130258994492,0.0,169.0,169.0,0.0,279.0,279.0,0.0,110.0,110.0,0.0
38,large_undergrading,expected_gap_only,0.6630824372759857,0.6630824372759857,0.0,0.642401802804797,0.642401802804797,0.0,185.0,185.0,0.0,279.0,279.0,0.0,94.0,94.0,0.0
39,large_undergrading,learned_logistic,0.6083333333333333,0.6083333333333333,0.0,0.5954157886790282,0.5954157886790282,0.0,146.0,146.0,0.0,240.0,240.0,0.0,94.0,94.0,0.0
39,large_undergrading,expected_gap_only,0.6916666666666667,0.6916666666666667,0.0,0.6944967073371872,0.6944967073371872,0.0,166.0,166.0,0.0,240.0,240.0,0.0,74.0,74.0,0.0
40,large_undergrading,learned_logistic,0.7802690582959642,0.7802690582959642,0.0,0.773092661066013,0.773092661066013,0.0,174.0,174.0,0.0,223.0,223.0,0.0,49.0,49.0,0.0
40,large_undergrading,expected_gap_only,0.7847533632286996,0.7847533632286996,0.0,0.7759655932867715,0.7759655932867715,0.0,175.0,175.0,0.0,223.0,223.0,0.0,48.0,48.0,0.0
41,large_undergrading,learned_logistic,0.6755725190839694,0.6755725190839694,0.0,0.6605403028290641,0.6605403028290641,0.0,177.0,177.0,0.0,262.0,262.0,0.0,85.0,85.0,0.0
41,large_undergrading,expected_gap_only,0.6870229007633588,0.6870229007633588,0.0,0.6564060267505715,0.6564060267505715,0.0,180.0,180.0,0.0,262.0,262.0,0.0,82.0,82.0,0.0
42,large_undergrading,learned_logistic,0.7044534412955465,0.7044534412955465,0.0,0.701032549322023,0.701032549322023,0.0,174.0,174.0,0.0,247.0,247.0,0.0,73.0,73.0,0.0
42,large_undergrading,expected_gap_only,0.6882591093117408,0.6882591093117408,0.0,0.6808005590900329,0.6808005590900329,0.0,170.0,170.0,0.0,247.0,247.0,0.0,77.0,77.0,0.0
43,large_undergrading,learned_logistic,0.6024590163934426,0.6024590163934426,0.0,0.593145660455573,0.593145660455573,0.0,147.0,147.0,0.0,244.0,244.0,0.0,97.0,97.0,0.0
43,large_undergrading,expected_gap_only,0.6926229508196722,0.6926229508196722,0.0,0.6902826161444008,0.6902826161444008,0.0,169.0,169.0,0.0,244.0,244.0,0.0,75.0,75.0,0.0
44,large_undergrading,learned_logistic,0.6728624535315985,0.6728624535315985,0.0,0.657265309504966,0.657265309504966,0.0,181.0,181.0,0.0,269.0,269.0,0.0,88.0,88.0,0.0
44,large_undergrading,expected_gap_only,0.7174721189591078,0.7174721189591078,0.0,0.6973713601080361,0.6973713601080361,0.0,193.0,193.0,0.0,269.0,269.0,0.0,76.0,76.0,0.0
45,large_undergrading,learned_logistic,0.6317991631799164,0.6317991631799164,0.0,0.6197799652076619,0.6197799652076619,0.0,151.0,151.0,0.0,239.0,239.0,0.0,88.0,88.0,0.0
45,large_undergrading,expected_gap_only,0.6736401673640168,0.6736401673640168,0.0,0.6653520634687137,0.6653520634687137,0.0,161.0,161.0,0.0,239.0,239.0,0.0,78.0,78.0,0.0
46,large_undergrading,learned_logistic,0.6040268456375839,0.6040268456375839,0.0,0.5992700421271849,0.5992700421271849,0.0,180.0,180.0,0.0,298.0,298.0,0.0,118.0,118.0,0.0
46,large_undergrading,expected_gap_only,0.5939597315436241,0.5939597315436241,0.0,0.5900943853324806,0.5900943853324806,0.0,177.0,177.0,0.0,298.0,298.0,0.0,121.0,121.0,0.0
47,large_undergrading,learned_logistic,0.6603053435114504,0.6603053435114504,0.0,0.6615939718517069,0.6615939718517069,0.0,173.0,173.0,0.0,262.0,262.0,0.0,89.0,89.0,0.0
47,large_undergrading,expected_gap_only,0.6450381679389313,0.6450381679389313,0.0,0.6465955021296,0.6465955021296,0.0,169.0,169.0,0.0,262.0,262.0,0.0,93.0,93.0,0.0
48,large_undergrading,learned_logistic,0.6755555555555556,0.6755555555555556,0.0,0.6619776784112367,0.6619776784112367,0.0,152.0,152.0,0.0,225.0,225.0,0.0,73.0,73.0,0.0
48,large_undergrading,expected_gap_only,0.6533333333333333,0.6533333333333333,0.0,0.6418634212881583,0.6418634212881583,0.0,147.0,147.0,0.0,225.0,225.0,0.0,78.0,78.0,0.0
49,large_undergrading,learned_logistic,0.6630434782608695,0.6630434782608695,0.0,0.6518327744886321,0.6518327744886321,0.0,183.0,183.0,0.0,276.0,276.0,0.0,93.0,93.0,0.0
49,large_undergrading,expected_gap_only,0.7028985507246377,0.7028985507246377,0.0,0.6955165175221546,0.6955165175221546,0.0,194.0,194.0,0.0,276.0,276.0,0.0,82.0,82.0,0.0
0,vision_threatening_dr_miss,learned_logistic,0.6503496503496503,0.6503496503496503,0.0,0.6495427522993326,0.6495427522993326,0.0,279.0,279.0,0.0,429.0,429.0,0.0,150.0,150.0,0.0
0,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.6993006993006993,0.6993006993006993,0.0,0.6958711471923983,0.6958711471923983,0.0,300.0,300.0,0.0,429.0,429.0,0.0,129.0,129.0,0.0
1,vision_threatening_dr_miss,learned_logistic,0.7443609022556391,0.7443609022556391,0.0,0.7437824545840027,0.7437824545840027,0.0,297.0,297.0,0.0,399.0,399.0,0.0,102.0,102.0,0.0
1,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7644110275689223,0.7644110275689223,0.0,0.7652030570482333,0.7652030570482333,0.0,305.0,305.0,0.0,399.0,399.0,0.0,94.0,94.0,0.0
2,vision_threatening_dr_miss,learned_logistic,0.754054054054054,0.754054054054054,0.0,0.754294435387847,0.754294435387847,0.0,279.0,279.0,0.0,370.0,370.0,0.0,91.0,91.0,0.0
2,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.8108108108108109,0.8108108108108109,0.0,0.8121132238670129,0.8121132238670129,0.0,300.0,300.0,0.0,370.0,370.0,0.0,70.0,70.0,0.0
3,vision_threatening_dr_miss,learned_logistic,0.7323529411764705,0.7323529411764705,0.0,0.734051243979373,0.734051243979373,0.0,249.0,249.0,0.0,340.0,340.0,0.0,91.0,91.0,0.0
3,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7676470588235295,0.7676470588235295,0.0,0.7666497962207824,0.7666497962207824,0.0,261.0,261.0,0.0,340.0,340.0,0.0,79.0,79.0,0.0
4,vision_threatening_dr_miss,learned_logistic,0.7686567164179104,0.7686567164179104,0.0,0.7679007413015068,0.7679007413015068,0.0,309.0,309.0,0.0,402.0,402.0,0.0,93.0,93.0,0.0
4,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.8084577114427861,0.8084577114427861,0.0,0.8068857615057725,0.8068857615057725,0.0,325.0,325.0,0.0,402.0,402.0,0.0,77.0,77.0,0.0
5,vision_threatening_dr_miss,learned_logistic,0.6695842450765864,0.6695842450765864,0.0,0.6648138868298789,0.6648138868298789,0.0,306.0,306.0,0.0,457.0,457.0,0.0,151.0,151.0,0.0
5,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.75054704595186,0.75054704595186,0.0,0.746083510649005,0.746083510649005,0.0,343.0,343.0,0.0,457.0,457.0,0.0,114.0,114.0,0.0
6,vision_threatening_dr_miss,learned_logistic,0.7553763440860215,0.7553763440860215,0.0,0.7586094724366084,0.7586094724366084,0.0,281.0,281.0,0.0,372.0,372.0,0.0,91.0,91.0,0.0
6,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.8225806451612904,0.8225806451612904,0.0,0.8228061453581671,0.8228061453581671,0.0,306.0,306.0,0.0,372.0,372.0,0.0,66.0,66.0,0.0
7,vision_threatening_dr_miss,learned_logistic,0.7769784172661871,0.7769784172661871,0.0,0.7767703077904956,0.7767703077904956,0.0,324.0,324.0,0.0,417.0,417.0,0.0,93.0,93.0,0.0
7,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7961630695443646,0.7961630695443646,0.0,0.7944020897856036,0.7944020897856036,0.0,332.0,332.0,0.0,417.0,417.0,0.0,85.0,85.0,0.0
8,vision_threatening_dr_miss,learned_logistic,0.7301587301587301,0.7301587301587301,0.0,0.7306214129487412,0.7306214129487412,0.0,230.0,230.0,0.0,315.0,315.0,0.0,85.0,85.0,0.0
8,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.8126984126984127,0.8126984126984127,0.0,0.8116329427163146,0.8116329427163146,0.0,256.0,256.0,0.0,315.0,315.0,0.0,59.0,59.0,0.0
9,vision_threatening_dr_miss,learned_logistic,0.7216981132075472,0.7216981132075472,0.0,0.7235210800778648,0.7235210800778648,0.0,306.0,306.0,0.0,424.0,424.0,0.0,118.0,118.0,0.0
9,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7594339622641509,0.7594339622641509,0.0,0.7559751937123442,0.7559751937123442,0.0,322.0,322.0,0.0,424.0,424.0,0.0,102.0,102.0,0.0
10,vision_threatening_dr_miss,learned_logistic,0.7680722891566265,0.7680722891566265,0.0,0.7671267224838653,0.7671267224838653,0.0,255.0,255.0,0.0,332.0,332.0,0.0,77.0,77.0,0.0
10,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.8132530120481928,0.8132530120481928,0.0,0.8109410430839001,0.8109410430839001,0.0,270.0,270.0,0.0,332.0,332.0,0.0,62.0,62.0,0.0
11,vision_threatening_dr_miss,learned_logistic,0.7485549132947977,0.7485549132947977,0.0,0.7451096597323011,0.7451096597323011,0.0,259.0,259.0,0.0,346.0,346.0,0.0,87.0,87.0,0.0
11,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7774566473988439,0.7774566473988439,0.0,0.7752658417752757,0.7752658417752757,0.0,269.0,269.0,0.0,346.0,346.0,0.0,77.0,77.0,0.0
12,vision_threatening_dr_miss,learned_logistic,0.693069306930693,0.693069306930693,0.0,0.691666517472613,0.691666517472613,0.0,280.0,280.0,0.0,404.0,404.0,0.0,124.0,124.0,0.0
12,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7301980198019802,0.7301980198019802,0.0,0.7302309058904276,0.7302309058904276,0.0,295.0,295.0,0.0,404.0,404.0,0.0,109.0,109.0,0.0
13,vision_threatening_dr_miss,learned_logistic,0.711340206185567,0.711340206185567,0.0,0.7117594730306772,0.7117594730306772,0.0,276.0,276.0,0.0,388.0,388.0,0.0,112.0,112.0,0.0
13,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7603092783505154,0.7603092783505154,0.0,0.7587128388852528,0.7587128388852528,0.0,295.0,295.0,0.0,388.0,388.0,0.0,93.0,93.0,0.0
14,vision_threatening_dr_miss,learned_logistic,0.7005347593582888,0.7005347593582888,0.0,0.6987171873983379,0.6987171873983379,0.0,262.0,262.0,0.0,374.0,374.0,0.0,112.0,112.0,0.0
14,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7406417112299465,0.7406417112299465,0.0,0.7386126765549563,0.7386126765549563,0.0,277.0,277.0,0.0,374.0,374.0,0.0,97.0,97.0,0.0
15,vision_threatening_dr_miss,learned_logistic,0.7590673575129534,0.7590673575129534,0.0,0.7550139443889444,0.7550139443889444,0.0,293.0,293.0,0.0,386.0,386.0,0.0,93.0,93.0,0.0
15,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.805699481865285,0.805699481865285,0.0,0.8051348651348652,0.8051348651348652,0.0,311.0,311.0,0.0,386.0,386.0,0.0,75.0,75.0,0.0
16,vision_threatening_dr_miss,learned_logistic,0.7449494949494949,0.7449494949494949,0.0,0.7443882972652331,0.7443882972652331,0.0,295.0,295.0,0.0,396.0,396.0,0.0,101.0,101.0,0.0
16,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7525252525252525,0.7525252525252525,0.0,0.7535309141734414,0.7535309141734414,0.0,298.0,298.0,0.0,396.0,396.0,0.0,98.0,98.0,0.0
17,vision_threatening_dr_miss,learned_logistic,0.728494623655914,0.728494623655914,0.0,0.72850942996758,0.72850942996758,0.0,271.0,271.0,0.0,372.0,372.0,0.0,101.0,101.0,0.0
17,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7473118279569892,0.7473118279569892,0.0,0.744088126894587,0.744088126894587,0.0,278.0,278.0,0.0,372.0,372.0,0.0,94.0,94.0,0.0
18,vision_threatening_dr_miss,learned_logistic,0.7086419753086419,0.7086419753086419,0.0,0.7097140665297005,0.7097140665297005,0.0,287.0,287.0,0.0,405.0,405.0,0.0,118.0,118.0,0.0
18,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.762962962962963,0.762962962962963,0.0,0.760161810335421,0.760161810335421,0.0,309.0,309.0,0.0,405.0,405.0,0.0,96.0,96.0,0.0
19,vision_threatening_dr_miss,learned_logistic,0.6798866855524079,0.6798866855524079,0.0,0.6813859235909123,0.6813859235909123,0.0,240.0,240.0,0.0,353.0,353.0,0.0,113.0,113.0,0.0
19,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.6997167138810199,0.6997167138810199,0.0,0.7002230614734613,0.7002230614734613,0.0,247.0,247.0,0.0,353.0,353.0,0.0,106.0,106.0,0.0
20,vision_threatening_dr_miss,learned_logistic,0.6741854636591479,0.6741854636591479,0.0,0.6754131331943372,0.6754131331943372,0.0,269.0,269.0,0.0,399.0,399.0,0.0,130.0,130.0,0.0
20,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7493734335839599,0.7493734335839599,0.0,0.7488810752297733,0.7488810752297733,0.0,299.0,299.0,0.0,399.0,399.0,0.0,100.0,100.0,0.0
21,vision_threatening_dr_miss,learned_logistic,0.7028985507246377,0.7028985507246377,0.0,0.7028596981721983,0.7028596981721983,0.0,291.0,291.0,0.0,414.0,414.0,0.0,123.0,123.0,0.0
21,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7463768115942029,0.7463768115942029,0.0,0.7448059463684463,0.7448059463684463,0.0,309.0,309.0,0.0,414.0,414.0,0.0,105.0,105.0,0.0
22,vision_threatening_dr_miss,learned_logistic,0.7191283292978208,0.7191283292978208,0.0,0.7211922583336517,0.7211922583336517,0.0,297.0,297.0,0.0,413.0,413.0,0.0,116.0,116.0,0.0
22,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7602905569007264,0.7602905569007264,0.0,0.7599560787573082,0.7599560787573082,0.0,314.0,314.0,0.0,413.0,413.0,0.0,99.0,99.0,0.0
23,vision_threatening_dr_miss,learned_logistic,0.7795454545454545,0.7795454545454545,0.0,0.7803495377544291,0.7803495377544291,0.0,343.0,343.0,0.0,440.0,440.0,0.0,97.0,97.0,0.0
23,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7909090909090909,0.7909090909090909,0.0,0.7905389338813252,0.7905389338813252,0.0,348.0,348.0,0.0,440.0,440.0,0.0,92.0,92.0,0.0
24,vision_threatening_dr_miss,learned_logistic,0.7317073170731707,0.7317073170731707,0.0,0.7329505350170525,0.7329505350170525,0.0,300.0,300.0,0.0,410.0,410.0,0.0,110.0,110.0,0.0
24,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7951219512195122,0.7951219512195122,0.0,0.7958291929595726,0.7958291929595726,0.0,326.0,326.0,0.0,410.0,410.0,0.0,84.0,84.0,0.0
25,vision_threatening_dr_miss,learned_logistic,0.7454128440366973,0.7454128440366973,0.0,0.7494760928264764,0.7494760928264764,0.0,325.0,325.0,0.0,436.0,436.0,0.0,111.0,111.0,0.0
25,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7385321100917431,0.7385321100917431,0.0,0.7375302243588688,0.7375302243588688,0.0,322.0,322.0,0.0,436.0,436.0,0.0,114.0,114.0,0.0
26,vision_threatening_dr_miss,learned_logistic,0.7308707124010554,0.7308707124010554,0.0,0.7328307240610462,0.7328307240610462,0.0,277.0,277.0,0.0,379.0,379.0,0.0,102.0,102.0,0.0
26,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7572559366754618,0.7572559366754618,0.0,0.7511436589397609,0.7511436589397609,0.0,287.0,287.0,0.0,379.0,379.0,0.0,92.0,92.0,0.0
27,vision_threatening_dr_miss,learned_logistic,0.7726027397260274,0.7726027397260274,0.0,0.77447390732861,0.77447390732861,0.0,282.0,282.0,0.0,365.0,365.0,0.0,83.0,83.0,0.0
27,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.8301369863013699,0.8301369863013699,0.0,0.8248628671069153,0.8248628671069153,0.0,303.0,303.0,0.0,365.0,365.0,0.0,62.0,62.0,0.0
28,vision_threatening_dr_miss,learned_logistic,0.7265625,0.7265625,0.0,0.7257990779040533,0.7257990779040533,0.0,279.0,279.0,0.0,384.0,384.0,0.0,105.0,105.0,0.0
28,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7682291666666666,0.7682291666666666,0.0,0.7658466647258336,0.7658466647258336,0.0,295.0,295.0,0.0,384.0,384.0,0.0,89.0,89.0,0.0
29,vision_threatening_dr_miss,learned_logistic,0.6674816625916871,0.6674816625916871,0.0,0.6689497518971218,0.6689497518971218,0.0,273.0,273.0,0.0,409.0,409.0,0.0,136.0,136.0,0.0
29,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7432762836185819,0.7432762836185819,0.0,0.7426490204190638,0.7426490204190638,0.0,304.0,304.0,0.0,409.0,409.0,0.0,105.0,105.0,0.0
30,vision_threatening_dr_miss,learned_logistic,0.7316455696202532,0.7316455696202532,0.0,0.7293785941462477,0.7293785941462477,0.0,289.0,289.0,0.0,395.0,395.0,0.0,106.0,106.0,0.0
30,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7544303797468355,0.7544303797468355,0.0,0.7490998823176204,0.7490998823176204,0.0,298.0,298.0,0.0,395.0,395.0,0.0,97.0,97.0,0.0
31,vision_threatening_dr_miss,learned_logistic,0.6642685851318945,0.6642685851318945,0.0,0.6645373370525501,0.6645373370525501,0.0,277.0,277.0,0.0,417.0,417.0,0.0,140.0,140.0,0.0
31,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.6834532374100719,0.6834532374100719,0.0,0.6791219692335311,0.6791219692335311,0.0,285.0,285.0,0.0,417.0,417.0,0.0,132.0,132.0,0.0
32,vision_threatening_dr_miss,learned_logistic,0.7117117117117117,0.7117117117117117,0.0,0.7114450830402322,0.7114450830402322,0.0,316.0,316.0,0.0,444.0,444.0,0.0,128.0,128.0,0.0
32,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.75,0.75,0.0,0.7471910384736877,0.7471910384736877,0.0,333.0,333.0,0.0,444.0,444.0,0.0,111.0,111.0,0.0
33,vision_threatening_dr_miss,learned_logistic,0.711943793911007,0.711943793911007,0.0,0.713612098389326,0.713612098389326,0.0,304.0,304.0,0.0,427.0,427.0,0.0,123.0,123.0,0.0
33,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7517564402810304,0.7517564402810304,0.0,0.7472197540266846,0.7472197540266846,0.0,321.0,321.0,0.0,427.0,427.0,0.0,106.0,106.0,0.0
34,vision_threatening_dr_miss,learned_logistic,0.7076502732240437,0.7076502732240437,0.0,0.7080446760207898,0.7080446760207898,0.0,259.0,259.0,0.0,366.0,366.0,0.0,107.0,107.0,0.0
34,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7459016393442623,0.7459016393442623,0.0,0.7445753714180622,0.7445753714180622,0.0,273.0,273.0,0.0,366.0,366.0,0.0,93.0,93.0,0.0
35,vision_threatening_dr_miss,learned_logistic,0.7247706422018348,0.7247706422018348,0.0,0.7310464845090303,0.7310464845090303,0.0,237.0,237.0,0.0,327.0,327.0,0.0,90.0,90.0,0.0
35,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.8012232415902141,0.8012232415902141,0.0,0.7988080934256944,0.7988080934256944,0.0,262.0,262.0,0.0,327.0,327.0,0.0,65.0,65.0,0.0
36,vision_threatening_dr_miss,learned_logistic,0.704225352112676,0.704225352112676,0.0,0.7079697489216735,0.7079697489216735,0.0,300.0,300.0,0.0,426.0,426.0,0.0,126.0,126.0,0.0
36,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7511737089201878,0.7511737089201878,0.0,0.7485087153292977,0.7485087153292977,0.0,320.0,320.0,0.0,426.0,426.0,0.0,106.0,106.0,0.0
37,vision_threatening_dr_miss,learned_logistic,0.7425531914893617,0.7425531914893617,0.0,0.7431861382349152,0.7431861382349152,0.0,349.0,349.0,0.0,470.0,470.0,0.0,121.0,121.0,0.0
37,vision_threatening_dr_miss,gated_severe_prob_mass_only,0.7851063829787234,0.7851063829787234,0.0,0.7863856911658309,0.7863856911658309,0.0,369.0,369.0,0.0,470.0,470.0,0.0,101.0,101.0,0.0
38,vision_threatening_dr_miss,learned_logistic,0.7117346938775511,0.7117346938775511,0.0,0.7083808571977571,0.7083808571977571,0.0,279.0,279.0,0.0,392.0,392.0,0.0,113.0,113.0,0.0
