seed,target,target_role,fold,feature,standardized_coefficient,abs_standardized_coefficient,sign,train_records,test_records,train_positive_records,test_positive_records,train_unique_images,test_unique_images
43,large_undergrading,primary,3,margin,-0.08912944525776041,0.08912944525776041,-1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,entropy_norm,-0.10816392321279544,0.10816392321279544,-1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,pred_grade,0.6030746812978136,0.6030746812978136,1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,top2_grade,-0.11241400314050085,0.11241400314050085,-1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,top2_confidence,0.09072636923893018,0.09072636923893018,1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,severe_prob_mass,-1.1815720560724514,1.1815720560724514,-1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,expected_grade,1.0035731011544877,1.0035731011544877,1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,expected_gap,0.9942351974508017,0.9942351974508017,1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,top2_more_severe,0.004455804789801596,0.004455804789801596,1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,pred_le_2,1.1967659264717434,1.1967659264717434,1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,gated_severe_prob_mass,0.08130906233257912,0.08130906233257912,1,5274,1326,227,36,879,221
43,large_undergrading,primary,3,top2_more_severe_conf,0.2911011580038466,0.2911011580038466,1,5274,1326,227,36,879,221
43,large_undergrading,primary,4,confidence,-0.2199982065706828,0.2199982065706828,-1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,margin,-0.07400073085783221,0.07400073085783221,-1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,entropy_norm,-0.4058495010424843,0.4058495010424843,-1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,pred_grade,0.5557095192391452,0.5557095192391452,1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,top2_grade,-0.09048681234068769,0.09048681234068769,-1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,top2_confidence,-0.17155528414110857,0.17155528414110857,-1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,severe_prob_mass,-1.0734114845075537,1.0734114845075537,-1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,expected_grade,0.9516587085304622,0.9516587085304622,1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,expected_gap,0.9837537538319511,0.9837537538319511,1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,top2_more_severe,-0.05507421996194355,0.05507421996194355,-1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,pred_le_2,1.1313303031245723,1.1313303031245723,1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,gated_severe_prob_mass,0.2932832608446791,0.2932832608446791,1,5280,1320,193,70,880,220
43,large_undergrading,primary,4,top2_more_severe_conf,0.3543275273122682,0.3543275273122682,1,5280,1320,193,70,880,220
43,large_undergrading,primary,5,confidence,0.15744481035087485,0.15744481035087485,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,margin,0.000773318991909923,0.000773318991909923,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,entropy_norm,0.07131358692367858,0.07131358692367858,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,pred_grade,0.7433539467133975,0.7433539467133975,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,top2_grade,-0.20620912741327385,0.20620912741327385,-1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,top2_confidence,0.25920936168229847,0.25920936168229847,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,severe_prob_mass,-1.1578886030974385,1.1578886030974385,-1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,expected_grade,1.224480629968276,1.224480629968276,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,expected_gap,1.2216591650890496,1.2216591650890496,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,top2_more_severe,0.005748336219946675,0.005748336219946675,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,pred_le_2,1.0932437972558544,1.0932437972558544,1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,gated_severe_prob_mass,-0.04389550966232717,0.04389550966232717,-1,5280,1320,212,51,880,220
43,large_undergrading,primary,5,top2_more_severe_conf,0.30645341776570195,0.30645341776570195,1,5280,1320,212,51,880,220
43,vision_threatening_dr_miss,primary,1,confidence,0.1266665847422876,0.1266665847422876,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,margin,-0.012001061606461833,0.012001061606461833,-1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,entropy_norm,-0.37526079626136916,0.37526079626136916,-1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,pred_grade,1.001657947393622,1.001657947393622,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,top2_grade,0.06581386577089766,0.06581386577089766,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,top2_confidence,0.24104736522448209,0.24104736522448209,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,severe_prob_mass,-1.2075734986734241,1.2075734986734241,-1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,expected_grade,1.3102158569868398,1.3102158569868398,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,expected_gap,0.56934958876999,0.56934958876999,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,top2_more_severe,-0.065409143744603,0.065409143744603,-1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,pred_le_2,1.4764169198294472,1.4764169198294472,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,gated_severe_prob_mass,0.6479133301888846,0.6479133301888846,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,1,top2_more_severe_conf,0.17840174183637,0.17840174183637,1,5292,1308,333,58,882,218
43,vision_threatening_dr_miss,primary,2,confidence,0.039189107342747165,0.039189107342747165,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,margin,-0.009847942772967674,0.009847942772967674,-1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,entropy_norm,-0.2983323825867416,0.2983323825867416,-1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,pred_grade,1.0228198314415031,1.0228198314415031,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,top2_grade,0.07095008998079382,0.07095008998079382,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,top2_confidence,0.09067809970934235,0.09067809970934235,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,severe_prob_mass,-1.2271636041790481,1.2271636041790481,-1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,expected_grade,1.3379088830239794,1.3379088830239794,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,expected_gap,0.6240165155003761,0.6240165155003761,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,top2_more_severe,-0.13376492294913814,0.13376492294913814,-1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,pred_le_2,1.4337031682837937,1.4337031682837937,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,gated_severe_prob_mass,0.533073108786998,0.533073108786998,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,2,top2_more_severe_conf,0.275136706606294,0.275136706606294,1,5268,1332,306,85,878,222
43,vision_threatening_dr_miss,primary,3,confidence,-0.10171402134091743,0.10171402134091743,-1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,margin,-0.0905576517129828,0.0905576517129828,-1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,entropy_norm,-0.15426382314032092,0.15426382314032092,-1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,pred_grade,1.3610169132687526,1.3610169132687526,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,top2_grade,-0.15828651182890086,0.15828651182890086,-1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,top2_confidence,0.06739485732236372,0.06739485732236372,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,severe_prob_mass,-1.3437350710309115,1.3437350710309115,-1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,expected_grade,1.7203213773640944,1.7203213773640944,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,expected_gap,0.6692826029041539,0.6692826029041539,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,top2_more_severe,0.03452512857635147,0.03452512857635147,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,pred_le_2,1.5337661603153843,1.5337661603153843,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,gated_severe_prob_mass,0.31472956416501213,0.31472956416501213,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,3,top2_more_severe_conf,0.2820194305635199,0.2820194305635199,1,5286,1314,289,102,881,219
43,vision_threatening_dr_miss,primary,4,confidence,-0.16686647775394695,0.16686647775394695,-1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,margin,-0.15754685332754187,0.15754685332754187,-1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,entropy_norm,-0.7002388604814376,0.7002388604814376,-1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,pred_grade,1.0494630520978192,1.0494630520978192,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,top2_grade,-0.11606379491215255,0.11606379491215255,-1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,top2_confidence,0.13406042472492502,0.13406042472492502,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,severe_prob_mass,-1.1435683798884764,1.1435683798884764,-1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,expected_grade,1.3828585120314574,1.3828585120314574,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,expected_gap,0.6675762465481391,0.6675762465481391,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,top2_more_severe,0.07200149582368054,0.07200149582368054,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,pred_le_2,1.4290781523389353,1.4290781523389353,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,gated_severe_prob_mass,0.6201078106509561,0.6201078106509561,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,4,top2_more_severe_conf,0.10009352670139443,0.10009352670139443,1,5280,1320,323,68,880,220
43,vision_threatening_dr_miss,primary,5,confidence,0.02307890423249887,0.02307890423249887,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,margin,-0.06183332585793364,0.06183332585793364,-1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,entropy_norm,-0.38024097472059565,0.38024097472059565,-1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,pred_grade,0.9735379668593145,0.9735379668593145,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,top2_grade,-0.030097729520969518,0.030097729520969518,-1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,top2_confidence,0.19982305193313685,0.19982305193313685,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,severe_prob_mass,-1.1371722466638015,1.1371722466638015,-1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,expected_grade,1.2647264809470349,1.2647264809470349,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,expected_gap,0.5661438099641573,0.5661438099641573,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,top2_more_severe,0.03730529355981552,0.03730529355981552,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,pred_le_2,1.4117373472862105,1.4117373472862105,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,gated_severe_prob_mass,0.5197802770840325,0.5197802770840325,1,5274,1326,313,78,879,221
43,vision_threatening_dr_miss,primary,5,top2_more_severe_conf,0.21140280611223655,0.21140280611223655,1,5274,1326,313,78,879,221
43,dangerous_undergrading,secondary,1,confidence,-0.2194526071478272,0.2194526071478272,-1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,margin,-0.17086746322872043,0.17086746322872043,-1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,entropy_norm,-0.5143709899847481,0.5143709899847481,-1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,pred_grade,0.8131528304292451,0.8131528304292451,1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,top2_grade,-0.1107088476063044,0.1107088476063044,-1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,top2_confidence,0.08178398152456294,0.08178398152456294,1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,severe_prob_mass,-1.0771517836096216,1.0771517836096216,-1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,expected_grade,1.1687825841356414,1.1687825841356414,1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,expected_gap,0.8182570994012417,0.8182570994012417,1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,top2_more_severe,0.21439418973995814,0.21439418973995814,1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,pred_le_2,1.2875050532114864,1.2875050532114864,1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,gated_severe_prob_mass,0.46010592962740826,0.46010592962740826,1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,1,top2_more_severe_conf,-0.02110043486227858,0.02110043486227858,-1,5298,1302,309,121,883,217
43,dangerous_undergrading,secondary,2,confidence,0.3408191280985272,0.3408191280985272,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,margin,0.020585778564116756,0.020585778564116756,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,entropy_norm,-0.06339975989875148,0.06339975989875148,-1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,pred_grade,0.8815283685245475,0.8815283685245475,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,top2_grade,-0.2128851678105193,0.2128851678105193,-1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,top2_confidence,0.5139490970728883,0.5139490970728883,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,severe_prob_mass,-1.1407280203719798,1.1407280203719798,-1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,expected_grade,1.2915084921239466,1.2915084921239466,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,expected_gap,0.9586665807912345,0.9586665807912345,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,top2_more_severe,0.12989620003319385,0.12989620003319385,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,pred_le_2,1.273660130610745,1.273660130610745,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,gated_severe_prob_mass,0.2999478498762897,0.2999478498762897,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,2,top2_more_severe_conf,0.14736061563116024,0.14736061563116024,1,5268,1332,343,87,878,222
43,dangerous_undergrading,secondary,3,confidence,0.10134333739689184,0.10134333739689184,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,margin,-6.640180544693031e-06,6.640180544693031e-06,-1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,entropy_norm,-0.019877708082631798,0.019877708082631798,-1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,pred_grade,0.7919113267948065,0.7919113267948065,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,top2_grade,-0.19735672046423497,0.19735672046423497,-1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,top2_confidence,0.16718739720612724,0.16718739720612724,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,severe_prob_mass,-1.171206940603177,1.171206940603177,-1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,expected_grade,1.1978686295771546,1.1978686295771546,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,expected_gap,0.9316544396506686,0.9316544396506686,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,top2_more_severe,0.04339039401833103,0.04339039401833103,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,pred_le_2,1.2892779580234015,1.2892779580234015,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,gated_severe_prob_mass,0.3350473055471583,0.3350473055471583,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,3,top2_more_severe_conf,0.19988846553156325,0.19988846553156325,1,5286,1314,351,79,881,219
43,dangerous_undergrading,secondary,4,confidence,0.1472997965360105,0.1472997965360105,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,margin,-0.0009383690885961647,0.0009383690885961647,-1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,entropy_norm,-0.24562884663877352,0.24562884663877352,-1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,pred_grade,0.6844843051214786,0.6844843051214786,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,top2_grade,-0.02722365832208268,0.02722365832208268,-1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,top2_confidence,0.24730654758006737,0.24730654758006737,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,severe_prob_mass,-1.0764094907946367,1.0764094907946367,-1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,expected_grade,1.0581537043003324,1.0581537043003324,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,expected_gap,0.8923508893219008,0.8923508893219008,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,top2_more_severe,-0.056729859672011794,0.056729859672011794,-1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,pred_le_2,1.2229966098284129,1.2229966098284129,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,gated_severe_prob_mass,0.4028696785529647,0.4028696785529647,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,4,top2_more_severe_conf,0.24794439284607372,0.24794439284607372,1,5274,1326,341,89,879,221
43,dangerous_undergrading,secondary,5,confidence,0.23304279970720174,0.23304279970720174,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,margin,0.053992495300335605,0.053992495300335605,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,entropy_norm,-0.012038379564929175,0.012038379564929175,-1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,pred_grade,0.8567300526600854,0.8567300526600854,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,top2_grade,-0.3116839411463539,0.3116839411463539,-1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,top2_confidence,0.2465534489852435,0.2465534489852435,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,severe_prob_mass,-1.0949489251985656,1.0949489251985656,-1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,expected_grade,1.21509116485619,1.21509116485619,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,expected_gap,0.7966600598216556,0.7966600598216556,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,top2_more_severe,0.1472580296702826,0.1472580296702826,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,pred_le_2,1.2868551301166848,1.2868551301166848,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,gated_severe_prob_mass,0.43652369416477216,0.43652369416477216,1,5274,1326,376,54,879,221
43,dangerous_undergrading,secondary,5,top2_more_severe_conf,0.23563189342880503,0.23563189342880503,1,5274,1326,376,54,879,221
44,large_undergrading,primary,1,confidence,0.45777961831253655,0.45777961831253655,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,margin,0.13116383728472888,0.13116383728472888,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,entropy_norm,0.2591711246145429,0.2591711246145429,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,pred_grade,0.49718489288152723,0.49718489288152723,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,top2_grade,-0.16121232910282687,0.16121232910282687,-1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,top2_confidence,0.421491320862101,0.421491320862101,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,severe_prob_mass,-1.0295526416573264,1.0295526416573264,-1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,expected_grade,0.973297165241147,0.973297165241147,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,expected_gap,1.2731535086308903,1.2731535086308903,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,top2_more_severe,-0.1000670674467764,0.1000670674467764,-1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,pred_le_2,1.0478531876202533,1.0478531876202533,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,gated_severe_prob_mass,0.1936914059241417,0.1936914059241417,1,5280,1320,193,70,880,220
44,large_undergrading,primary,1,top2_more_severe_conf,0.25599822454588156,0.25599822454588156,1,5280,1320,193,70,880,220
44,large_undergrading,primary,2,confidence,-0.3244736618767437,0.3244736618767437,-1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,margin,-0.1725270054524772,0.1725270054524772,-1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,entropy_norm,-0.3524553857409924,0.3524553857409924,-1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,pred_grade,0.693492073139326,0.693492073139326,1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,top2_grade,0.06746403187572131,0.06746403187572131,1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,top2_confidence,-0.08857326383771195,0.08857326383771195,-1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,severe_prob_mass,-1.2068067972430434,1.2068067972430434,-1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,expected_grade,1.070090501513587,1.070090501513587,1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,expected_gap,0.8930544748624888,0.8930544748624888,1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,top2_more_severe,-0.20779370412157996,0.20779370412157996,-1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,pred_le_2,1.2329174265236662,1.2329174265236662,1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,gated_severe_prob_mass,0.04808715614212199,0.04808715614212199,1,5292,1308,211,52,882,218
44,large_undergrading,primary,2,top2_more_severe_conf,0.4449248325150569,0.4449248325150569,1,5292,1308,211,52,882,218
44,large_undergrading,primary,3,confidence,-0.16349920656926362,0.16349920656926362,-1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,margin,-0.11873152958076878,0.11873152958076878,-1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,entropy_norm,-0.23605769373849875,0.23605769373849875,-1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,pred_grade,0.5974365499675639,0.5974365499675639,1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,top2_grade,-0.1890036274839321,0.1890036274839321,-1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,top2_confidence,0.038937449549778964,0.038937449549778964,1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,severe_prob_mass,-1.131611668208771,1.131611668208771,-1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,expected_grade,0.9831208511669138,0.9831208511669138,1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,expected_gap,0.9502799146474235,0.9502799146474235,1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,top2_more_severe,0.08093841885107374,0.08093841885107374,1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,pred_le_2,1.1789258239335072,1.1789258239335072,1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,gated_severe_prob_mass,0.13490401454265294,0.13490401454265294,1,5274,1326,215,48,879,221
44,large_undergrading,primary,3,top2_more_severe_conf,0.28092847162382606,0.28092847162382606,1,5274,1326,215,48,879,221
44,large_undergrading,primary,4,confidence,-0.31757754136608307,0.31757754136608307,-1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,margin,-0.11998300406348383,0.11998300406348383,-1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,entropy_norm,-0.25572558514206584,0.25572558514206584,-1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,pred_grade,0.49302326520355777,0.49302326520355777,1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,top2_grade,0.0486280928848605,0.0486280928848605,1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,top2_confidence,-0.21425286830265694,0.21425286830265694,-1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,severe_prob_mass,-1.1657585651388949,1.1657585651388949,-1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,expected_grade,0.8124223040668986,0.8124223040668986,1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,expected_gap,0.8032989788873278,0.8032989788873278,1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,top2_more_severe,-0.13852051262913723,0.13852051262913723,-1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,pred_le_2,1.168213563318611,1.168213563318611,1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,gated_severe_prob_mass,0.04624793195425445,0.04624793195425445,1,5280,1320,208,55,880,220
44,large_undergrading,primary,4,top2_more_severe_conf,0.583941174847251,0.583941174847251,1,5280,1320,208,55,880,220
44,large_undergrading,primary,5,confidence,-0.013305970830834018,0.013305970830834018,-1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,margin,-0.023113780298368566,0.023113780298368566,-1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,entropy_norm,-0.053552315625990284,0.053552315625990284,-1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,pred_grade,0.5588411062307433,0.5588411062307433,1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,top2_grade,-0.05137380801036361,0.05137380801036361,-1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,top2_confidence,0.03814505697812529,0.03814505697812529,1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,severe_prob_mass,-1.0996138142068337,1.0996138142068337,-1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,expected_grade,0.9242001448521086,0.9242001448521086,1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,expected_gap,0.9055234254644798,0.9055234254644798,1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,top2_more_severe,-0.1234180743749851,0.1234180743749851,-1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,pred_le_2,1.1721907534645302,1.1721907534645302,1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,gated_severe_prob_mass,0.18165401268846143,0.18165401268846143,1,5274,1326,225,38,879,221
44,large_undergrading,primary,5,top2_more_severe_conf,0.2962968683613288,0.2962968683613288,1,5274,1326,225,38,879,221
44,vision_threatening_dr_miss,primary,1,confidence,0.2888099502771124,0.2888099502771124,1,5280,1320,307,84,880,220
44,vision_threatening_dr_miss,primary,1,margin,0.035037414515609974,0.035037414515609974,1,5280,1320,307,84,880,220
44,vision_threatening_dr_miss,primary,1,entropy_norm,-0.2510950822842125,0.2510950822842125,-1,5280,1320,307,84,880,220
44,vision_threatening_dr_miss,primary,1,pred_grade,0.9275086825624335,0.9275086825624335,1,5280,1320,307,84,880,220
44,vision_threatening_dr_miss,primary,1,top2_grade,0.003523838845527973,0.003523838845527973,1,5280,1320,307,84,880,220
