task_id,disease_family,dataset_id,dataset_display_name,dataset_source,dataset_url,provenance_status,label_space,num_classes,label_structure,data_root,primary_metric,display_metrics,risk_mode,source_schema,risk_source_mode,source_output_dir,enabled,notes
trhd59_observed_label,retinal_multidisease,TRHD59_CANONICAL,TRHD59 canonical observed-label cohort,private canonical asset,,private_canonical_verified,observed_label_0_58,59,nominal,/training_data/lizekun/data/trhd59_canonical_protocol,macro_f1,accuracy|macro_f1|macro_auc_ovr,observed_positive_proxy,trhd59_canonical_v1,observed_positive_only,experiments/opening_risk_routing_closure/outputs/trhd59_observed_label_v2,true,"patient-level isolation unverified; unobserved classes are not treated as true negatives"
