setting,scout,expert,budget,policy,event,event_total,selected_event_n,event_recall,event_precision_in_selected
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.4,high_entropy,large_undergrading_dr_specific,41,37,0.9024390243902439,0.08409090909090909
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.4,high_entropy,referable_dr_miss_dr_specific,77,68,0.8831168831168831,0.15454545454545454
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_confidence,scout_error,205,198,0.9658536585365853,0.36
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_confidence,expert_correctable_scout_error,83,83,1.0,0.1509090909090909
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_confidence,severe_pdr_miss_dr_specific,65,62,0.9538461538461539,0.11272727272727273
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_confidence,large_undergrading_dr_specific,41,40,0.975609756097561,0.07272727272727272
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_confidence,referable_dr_miss_dr_specific,77,76,0.987012987012987,0.13818181818181818
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_margin,scout_error,205,197,0.9609756097560975,0.35818181818181816
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_margin,expert_correctable_scout_error,83,83,1.0,0.1509090909090909
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_margin,severe_pdr_miss_dr_specific,65,61,0.9384615384615385,0.11090909090909092
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_margin,large_undergrading_dr_specific,41,40,0.975609756097561,0.07272727272727272
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,low_margin,referable_dr_miss_dr_specific,77,76,0.987012987012987,0.13818181818181818
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,high_entropy,scout_error,205,198,0.9658536585365853,0.36
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,high_entropy,expert_correctable_scout_error,83,83,1.0,0.1509090909090909
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,high_entropy,severe_pdr_miss_dr_specific,65,62,0.9538461538461539,0.11272727272727273
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,high_entropy,large_undergrading_dr_specific,41,40,0.975609756097561,0.07272727272727272
D_convnext_scout_to_retfound_only,convnext_tiny,retfound_mae_cfp_official_protocol,0.5,high_entropy,referable_dr_miss_dr_specific,77,76,0.987012987012987,0.13818181818181818
