dataset,target,budget,method,comparator,n_bootstrap,n_unique_images,mean_delta_event_recall,ci95_low_delta_event_recall,ci95_high_delta_event_recall,win_rate_delta_gt_0,mean_residual_event_count_reduction,ci95_low_residual_event_count_reduction,ci95_high_residual_event_count_reduction,mean_residual_event_rate_reduction,ci95_low_residual_event_rate_reduction,ci95_high_residual_event_rate_reduction
IDRiD_data,vtdr_miss,0.2,gated_severe_prob_mass_only,random_gate_only_expected,2000,103,0.3370421078483631,0.21788067167029093,0.4761514124756271,1.0,7.880008442083837,5.3812756258751,10.200298160246662,0.09609766392785168,0.06562531251067194,0.12439388000300806
MESSIDOR2,vtdr_miss,0.2,gated_severe_prob_mass_only,random_gate_only_expected,2000,526,0.6308563294795428,0.5131442356761412,0.736404721859651,1.0,16.773491040762195,10.81146095500381,23.135512903198837,0.03993688343038618,0.025741573702390018,0.055084554531425814
