dataset,backbone,target,method,budget,n_random,n,top_k,eligible_count,total_event,event_recall_mean,event_recall_ci95_low,event_recall_ci95_high,captured_event_mean,captured_event_ci95_low,captured_event_ci95_high,residual_event_count_mean,residual_event_count_ci95_low,residual_event_count_ci95_high,residual_event_rate_mean,residual_event_rate_ci95_low,residual_event_rate_ci95_high,enrichment_ratio_mean,enrichment_ratio_ci95_low,enrichment_ratio_ci95_high,event_recall_expected,captured_event_expected,residual_event_count_expected,residual_event_rate_expected,enrichment_ratio_expected
IDRiD_data,convnext_tiny,vtdr_miss,random_gate_only,0.05,2000,103,6,91,23,0.06652173913043477,0.0,0.17391304347826086,1.53,0.0,4.0,21.47,19.0,23.0,0.22134020618556707,0.1958762886597938,0.23711340206185566,1.1419565217391305,0.0,2.985507246376811,0.06593406593406594,1.5164835164835164,21.483516483516482,0.22147955137645858,1.1318681318681318
IDRiD_data,convnext_tiny,vtdr_miss,random_gate_only,0.1,2000,103,11,91,23,0.1193478260869565,0.0,0.21739130434782608,2.745,0.0,5.0,20.255,18.0,23.0,0.22016304347826088,0.1956521739130435,0.25,1.1175296442687745,0.0,2.035573122529644,0.12087912087912088,2.78021978021978,20.21978021978022,0.21978021978021978,1.1318681318681318
IDRiD_data,convnext_tiny,vtdr_miss,random_gate_only,0.2,2000,103,21,91,23,0.2286086956521739,0.08695652173913043,0.391304347826087,5.258,2.0,9.0,17.742,14.0,21.0,0.21636585365853664,0.17073170731707318,0.25609756097560976,1.1212712215320908,0.4265010351966873,1.919254658385093,0.23076923076923075,5.3076923076923075,17.692307692307693,0.21575984990619138,1.1318681318681318
IDRiD_data,convnext_tiny,vtdr_miss,random_gate_only,0.3,2000,103,31,91,23,0.339695652173913,0.17391304347826086,0.5217391304347826,7.813,4.0,12.0,15.187,11.0,19.0,0.21093055555555557,0.1527777777777778,0.2638888888888889,1.1286661991584854,0.5778401122019635,1.7335203366058904,0.34065934065934067,7.835164835164835,15.164835164835164,0.21062271062271062,1.1318681318681318
IDRiD_data,convnext_tiny,vtdr_miss,random_gate_only,0.4,2000,103,42,91,23,0.46056521739130435,0.30434782608695654,0.6521739130434783,10.593,7.0,15.0,12.407,8.0,16.0,0.20339344262295084,0.13114754098360656,0.26229508196721313,1.1294813664596273,0.7463768115942028,1.5993788819875776,0.4615384615384615,10.615384615384615,12.384615384615385,0.2030264817150063,1.1318681318681318
IDRiD_data,convnext_tiny,vtdr_miss,random_gate_only,0.5,2000,103,52,91,23,0.5713695652173914,0.391304347826087,0.7391304347826086,13.1415,9.0,17.0,9.8585,6.0,14.0,0.19330392156862747,0.11764705882352941,0.27450980392156865,1.131751254180602,0.7750836120401338,1.4640468227424748,0.5714285714285714,13.142857142857142,9.857142857142858,0.19327731092436976,1.1318681318681318
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.05,2000,103,6,93,25,0.06394000000000001,0.0,0.16,1.5985,0.0,4.0,23.4015,21.0,25.0,0.24125257731958766,0.21649484536082475,0.25773195876288657,1.097636666666667,0.0,2.7466666666666666,0.06451612903225806,1.6129032258064515,23.387096774193548,0.24110409045560358,1.10752688172043
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.1,2000,103,11,93,25,0.11884,0.04,0.24,2.971,1.0,6.0,22.029,19.0,24.0,0.239445652173913,0.20652173913043478,0.2608695652173913,1.1127745454545455,0.37454545454545457,2.247272727272727,0.11827956989247312,2.956989247311828,22.043010752688172,0.23959794296400186,1.10752688172043
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.2,2000,103,21,93,25,0.22546000000000005,0.08,0.36,5.6365,2.0,9.0,19.3635,16.0,23.0,0.23614024390243907,0.1951219512195122,0.2804878048780488,1.105827619047619,0.39238095238095233,1.7657142857142856,0.22580645161290325,5.645161290322581,19.35483870967742,0.23603461841070025,1.1075268817204302
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.3,2000,103,31,93,25,0.33474,0.2,0.48,8.3685,5.0,12.0,16.6315,13.0,20.0,0.23099305555555558,0.18055555555555555,0.2777777777777778,1.1122006451612902,0.664516129032258,1.5948387096774193,0.33333333333333337,8.333333333333334,16.666666666666664,0.23148148148148145,1.1075268817204302
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.4,2000,103,42,93,25,0.4529000000000001,0.28,0.6,11.3225,7.0,15.0,13.6775,10.0,18.0,0.22422131147540983,0.16393442622950818,0.29508196721311475,1.1106833333333335,0.6866666666666666,1.4714285714285715,0.4516129032258065,11.290322580645162,13.709677419354838,0.22474881015335801,1.1075268817204302
IDRiD_data,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.5,2000,103,52,93,25,0.5565,0.4,0.72,13.9125,10.0,18.0,11.0875,7.0,15.0,0.21740196078431376,0.13725490196078433,0.29411764705882354,1.1022980769230768,0.7923076923076924,1.426153846153846,0.5591397849462365,13.978494623655914,11.021505376344086,0.2161079485557664,1.10752688172043
IDRiD_data,swin_tiny,vtdr_miss,random_gate_only,0.05,2000,103,6,99,29,0.06094827586206896,0.0,0.13793103448275862,1.7675,0.0,4.0,27.2325,25.0,29.0,0.28074742268041236,0.25773195876288657,0.29896907216494845,1.0462787356321839,0.0,2.367816091954023,0.06060606060606061,1.7575757575757576,27.242424242424242,0.2808497344579819,1.0404040404040404
IDRiD_data,swin_tiny,vtdr_miss,random_gate_only,0.1,2000,103,11,99,29,0.11229310344827585,0.034482758620689655,0.20689655172413793,3.2565,1.0,6.0,25.7435,23.0,28.0,0.27982065217391305,0.25,0.30434782608695654,1.0514717868338557,0.322884012539185,1.9373040752351096,0.11111111111111112,3.2222222222222223,25.77777777777778,0.28019323671497587,1.0404040404040404
IDRiD_data,swin_tiny,vtdr_miss,random_gate_only,0.2,2000,103,21,99,29,0.21160344827586205,0.10344827586206896,0.3448275862068966,6.1365,3.0,10.0,22.8635,19.0,26.0,0.2788231707317073,0.23170731707317074,0.3170731707317073,1.0378645320197042,0.5073891625615764,1.6912972085385878,0.21212121212121213,6.151515151515151,22.848484848484848,0.278640059127864,1.0404040404040404
IDRiD_data,swin_tiny,vtdr_miss,random_gate_only,0.3,2000,103,31,99,29,0.3147241379310345,0.1724137931034483,0.4482758620689655,9.127,5.0,13.0,19.873,16.0,24.0,0.27601388888888884,0.2222222222222222,0.3333333333333333,1.0456963292547274,0.5728587319243604,1.4894327030033372,0.31313131313131315,9.080808080808081,19.919191919191917,0.27665544332210995,1.0404040404040404
IDRiD_data,swin_tiny,vtdr_miss,random_gate_only,0.4,2000,103,42,99,29,0.4227586206896552,0.27586206896551724,0.5862068965517241,12.26,8.0,17.0,16.74,12.0,21.0,0.2744262295081967,0.19672131147540983,0.3442622950819672,1.0367651888341545,0.6765188834154351,1.4376026272577997,0.42424242424242425,12.303030303030303,16.696969696969695,0.2737208147044212,1.0404040404040404
IDRiD_data,swin_tiny,vtdr_miss,random_gate_only,0.5,2000,103,52,99,29,0.5257241379310345,0.3793103448275862,0.6896551724137931,15.246,11.0,20.0,13.754,9.0,18.0,0.2696862745098039,0.17647058823529413,0.35294117647058826,1.041338196286472,0.7513262599469497,1.3660477453580904,0.5252525252525252,15.232323232323232,13.767676767676768,0.2699544464250347,1.0404040404040404
IDRiD_data,vit_b_imagenet,vtdr_miss,random_gate_only,0.05,2000,103,6,96,26,0.06263461538461539,0.0,0.15384615384615385,1.6285,0.0,4.0,24.3715,22.0,26.0,0.2512525773195876,0.2268041237113402,0.26804123711340205,1.0752275641025641,0.0,2.641025641025641,0.0625,1.625,24.375,0.25128865979381443,1.0729166666666665
IDRiD_data,vit_b_imagenet,vtdr_miss,random_gate_only,0.1,2000,103,11,96,26,0.1155,0.0,0.23076923076923078,3.003,0.0,6.0,22.997,20.0,26.0,0.2499673913043478,0.21739130434782608,0.2826086956521739,1.0814999999999997,0.0,2.160839160839161,0.11458333333333333,2.9791666666666665,23.020833333333332,0.2502264492753623,1.0729166666666665
IDRiD_data,vit_b_imagenet,vtdr_miss,random_gate_only,0.2,2000,103,21,96,26,0.2181346153846154,0.07692307692307693,0.34615384615384615,5.6715,2.0,9.0,20.3285,17.0,24.0,0.24790853658536588,0.2073170731707317,0.2926829268292683,1.0698983516483518,0.3772893772893773,1.6978021978021978,0.21875,5.6875,20.3125,0.24771341463414634,1.0729166666666665
IDRiD_data,vit_b_imagenet,vtdr_miss,random_gate_only,0.3,2000,103,31,96,26,0.32126923076923075,0.15384615384615385,0.46153846153846156,8.353,4.0,12.0,17.647,14.0,22.0,0.24509722222222222,0.19444444444444445,0.3055555555555556,1.0674429280397022,0.5111662531017369,1.533498759305211,0.3229166666666667,8.395833333333334,17.604166666666664,0.24450231481481477,1.0729166666666667
IDRiD_data,vit_b_imagenet,vtdr_miss,random_gate_only,0.4,2000,103,42,96,26,0.4422884615384616,0.2692307692307692,0.6153846153846154,11.4995,7.0,16.0,14.5005,10.0,19.0,0.23771311475409834,0.16393442622950818,0.3114754098360656,1.0846597985347985,0.6602564102564102,1.5091575091575091,0.4375,11.375,14.625,0.23975409836065573,1.0729166666666665
IDRiD_data,vit_b_imagenet,vtdr_miss,random_gate_only,0.5,2000,103,52,96,26,0.5408461538461539,0.38461538461538464,0.6923076923076923,14.062,10.0,18.0,11.938,8.0,16.0,0.23407843137254902,0.1568627450980392,0.3137254901960784,1.071291420118343,0.7618343195266273,1.371301775147929,0.5416666666666667,14.083333333333334,11.916666666666666,0.23366013071895422,1.0729166666666667
IDRiD_data,vit_b_official_like,vtdr_miss,random_gate_only,0.05,2000,103,6,93,24,0.0635625,0.0,0.16666666666666666,1.5255,0.0,4.0,22.4745,20.0,24.0,0.23169587628865984,0.20618556701030927,0.24742268041237114,1.09115625,0.0,2.8611111111111107,0.06451612903225806,1.5483870967741935,22.451612903225808,0.23145992683737945,1.10752688172043
IDRiD_data,vit_b_official_like,vtdr_miss,random_gate_only,0.1,2000,103,11,93,24,0.12008333333333335,0.0,0.25,2.882,0.0,6.0,21.118,18.0,24.0,0.22954347826086957,0.1956521739130435,0.2608695652173913,1.1244166666666666,0.0,2.340909090909091,0.11827956989247312,2.838709677419355,21.161290322580644,0.2300140252454418,1.10752688172043
IDRiD_data,vit_b_official_like,vtdr_miss,random_gate_only,0.2,2000,103,21,93,24,0.22641666666666668,0.08333333333333333,0.375,5.434,2.0,9.0,18.566,15.0,22.0,0.22641463414634153,0.18292682926829268,0.2682926829268293,1.1105198412698412,0.4087301587301587,1.8392857142857142,0.22580645161290322,5.419354838709677,18.580645161290324,0.22659323367427225,1.10752688172043
IDRiD_data,vit_b_official_like,vtdr_miss,random_gate_only,0.3,2000,103,31,93,24,0.3345625,0.16666666666666666,0.5,8.0295,4.0,12.0,15.9705,12.0,20.0,0.2218125,0.16666666666666666,0.2777777777777778,1.1116108870967742,0.553763440860215,1.661290322580645,0.3333333333333333,8.0,16.0,0.2222222222222222,1.10752688172043
IDRiD_data,vit_b_official_like,vtdr_miss,random_gate_only,0.4,2000,103,42,93,24,0.4505625,0.2916666666666667,0.625,10.8135,7.0,15.0,13.1865,9.0,17.0,0.216172131147541,0.14754098360655737,0.2786885245901639,1.1049508928571428,0.7152777777777777,1.5327380952380951,0.45161290322580644,10.838709677419354,13.161290322580646,0.2157588577472237,1.10752688172043
IDRiD_data,vit_b_official_like,vtdr_miss,random_gate_only,0.5,2000,103,52,93,24,0.5609375,0.375,0.7083333333333334,13.4625,9.0,17.0,10.5375,7.0,15.0,0.20661764705882354,0.13725490196078433,0.29411764705882354,1.1110877403846153,0.7427884615384615,1.4030448717948718,0.5591397849462366,13.419354838709678,10.580645161290322,0.20746363061353573,1.10752688172043
IDRiD_data,vit_l_official_like,vtdr_miss,random_gate_only,0.05,2000,103,6,79,17,0.07679411764705883,0.0,0.17647058823529413,1.3055,0.0,3.0,15.6945,14.0,17.0,0.16179896907216493,0.14432989690721648,0.17525773195876287,1.3182990196078428,0.0,3.0294117647058822,0.0759493670886076,1.2911392405063291,15.708860759493671,0.16194701813911,1.3037974683544304
IDRiD_data,vit_l_official_like,vtdr_miss,random_gate_only,0.1,2000,103,11,79,17,0.13811764705882354,0.0,0.29411764705882354,2.348,0.0,5.0,14.652,12.0,17.0,0.1592608695652174,0.13043478260869565,0.18478260869565216,1.293283422459893,0.0,2.7540106951871657,0.13924050632911394,2.367088607594937,14.632911392405063,0.15905338470005503,1.3037974683544304
IDRiD_data,vit_l_official_like,vtdr_miss,random_gate_only,0.2,2000,103,21,79,17,0.26708823529411757,0.11617647058823538,0.47058823529411764,4.5405,1.9750000000000014,8.0,12.4595,9.0,15.024999999999864,0.1519451219512195,0.10975609756097561,0.1832317073170715,1.310004201680672,0.5698179271708687,2.3081232492997197,0.2658227848101266,4.518987341772152,12.481012658227847,0.15220747144180302,1.3037974683544304
IDRiD_data,vit_l_official_like,vtdr_miss,random_gate_only,0.3,2000,103,31,79,17,0.394,0.17647058823529413,0.5882352941176471,6.698,3.0,10.0,10.302,7.0,14.0,0.1430833333333333,0.09722222222222222,0.19444444444444445,1.3090967741935482,0.5863377609108159,1.954459203036053,0.3924050632911392,6.670886075949367,10.329113924050633,0.14345991561181434,1.3037974683544304
IDRiD_data,vit_l_official_like,vtdr_miss,random_gate_only,0.4,2000,103,42,79,17,0.5331764705882353,0.29411764705882354,0.7647058823529411,9.064,5.0,13.0,7.936,4.0,12.0,0.13009836065573768,0.06557377049180328,0.19672131147540983,1.3075518207282912,0.7212885154061623,1.8753501400560224,0.5316455696202532,9.037974683544304,7.962025316455696,0.1305250051877983,1.3037974683544304
IDRiD_data,vit_l_official_like,vtdr_miss,random_gate_only,0.5,2000,103,52,79,17,0.6586470588235293,0.47058823529411764,0.8235294117647058,11.197,8.0,14.0,5.803,3.0,9.0,0.11378431372549021,0.058823529411764705,0.17647058823529413,1.3046278280542987,0.9321266968325792,1.6312217194570133,0.6582278481012658,11.189873417721518,5.810126582278482,0.1139240506329114,1.3037974683544302
MESSIDOR2,convnext_tiny,vtdr_miss,random_gate_only,0.05,2000,526,27,519,27,0.05092592592592592,0.0,0.14814814814814814,1.375,0.0,4.0,25.625,23.0,27.0,0.051352705410821646,0.04609218436873747,0.05410821643286573,0.9921124828532234,0.0,2.8861454046639228,0.05202312138728323,1.4046242774566473,25.595375722543352,0.051293338121329364,1.0134874759152215
MESSIDOR2,convnext_tiny,vtdr_miss,random_gate_only,0.1,2000,526,53,519,27,0.10153703703703702,0.0,0.2222222222222222,2.7415,0.0,6.0,24.2585,21.0,27.0,0.05128646934460888,0.04439746300211417,0.05708245243128964,1.0077071977638015,0.0,2.2054507337526204,0.10211946050096339,2.7572254335260116,24.24277456647399,0.05125322318493444,1.0134874759152215
MESSIDOR2,convnext_tiny,vtdr_miss,random_gate_only,0.2,2000,526,106,519,27,0.20568518518518517,0.07407407407407407,0.37037037037037035,5.5535,2.0,10.0,21.4465,17.0,25.0,0.05106309523809524,0.04047619047619048,0.05952380952380952,1.0206642208245982,0.3675751222921034,1.8378756114605173,0.20423892100192678,5.514450867052023,21.485549132947977,0.05115606936416185,1.0134874759152215
MESSIDOR2,convnext_tiny,vtdr_miss,random_gate_only,0.3,2000,526,158,519,27,0.3048333333333333,0.14814814814814814,0.48148148148148145,8.2305,4.0,13.0,18.7695,14.0,23.0,0.051004076086956514,0.03804347826086957,0.0625,1.014824894514768,0.493202062822316,1.602906704172527,0.30443159922928714,8.219653179190752,18.78034682080925,0.05103355114350339,1.0134874759152215
MESSIDOR2,convnext_tiny,vtdr_miss,random_gate_only,0.4,2000,526,211,519,27,0.4086666666666666,0.2222222222222222,0.5925925925925926,11.034,6.0,16.0,15.966,11.0,21.0,0.050685714285714285,0.03492063492063492,0.06666666666666667,1.0187614533965246,0.5539757767245919,1.4772687379322451,0.4065510597302505,10.976878612716764,16.023121387283236,0.05086705202312138,1.0134874759152215
MESSIDOR2,convnext_tiny,vtdr_miss,random_gate_only,0.5,2000,526,263,519,27,0.5043703703703704,0.3333333333333333,0.6666666666666666,13.618,9.0,18.0,13.382,9.0,18.0,0.05088212927756654,0.034220532319391636,0.06844106463878327,1.0087407407407407,0.6666666666666666,1.3333333333333333,0.5067437379576107,13.68208092485549,13.31791907514451,0.05063847557089167,1.0134874759152215
MESSIDOR2,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.05,2000,526,27,513,26,0.05419230769230769,0.0,0.15384615384615385,1.409,0.0,4.0,24.591,22.0,26.0,0.04928056112224449,0.04408817635270541,0.052104208416833664,1.0557464387464386,0.0,2.997150997150997,0.052631578947368425,1.368421052631579,24.63157894736842,0.04936188165805295,1.0253411306042886
MESSIDOR2,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.1,2000,526,53,513,26,0.10253846153846155,0.0,0.23076923076923078,2.666,0.0,6.0,23.334,20.0,26.0,0.049331923890063425,0.042283298097251586,0.05496828752642706,1.0176458635703918,0.0,2.2902757619738754,0.10331384015594541,2.686159844054581,23.31384015594542,0.04928930265527573,1.0253411306042886
MESSIDOR2,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.2,2000,526,106,513,26,0.2059423076923077,0.07692307692307693,0.38461538461538464,5.3545,2.0,10.0,20.6455,16.0,24.0,0.049155952380952384,0.0380952380952381,0.05714285714285714,1.021940130624093,0.38171262699564584,1.9085631349782295,0.20662768031189083,5.372319688109162,20.62768031189084,0.04911352455212104,1.0253411306042886
MESSIDOR2,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.3,2000,526,158,513,26,0.30990384615384614,0.15384615384615385,0.5,8.0575,4.0,13.0,17.9425,13.0,22.0,0.04875679347826087,0.035326086956521736,0.059782608695652176,1.0317052093476144,0.5121713729308666,1.6645569620253164,0.3079922027290448,8.007797270955166,17.992202729044834,0.04889185524196966,1.0253411306042886
MESSIDOR2,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.4,2000,526,211,513,26,0.4116538461538462,0.23076923076923078,0.5769230769230769,10.703,6.0,15.0,15.297,11.0,20.0,0.04856190476190476,0.03492063492063492,0.06349206349206349,1.0262081662413416,0.5752825373678454,1.4382063434196135,0.4113060428849903,10.693957115009747,15.306042884990253,0.04859061233330239,1.0253411306042886
MESSIDOR2,retfound_mae_cfp_official_like,vtdr_miss,random_gate_only,0.5,2000,526,263,513,26,0.5141346153846154,0.34615384615384615,0.6923076923076923,13.3675,9.0,18.0,12.6325,8.0,17.0,0.048032319391634985,0.030418250950570342,0.06463878326996197,1.0282692307692307,0.6923076923076923,1.3846153846153846,0.5126705653021443,13.329434697855751,12.670565302144249,0.048177054380776616,1.0253411306042886
MESSIDOR2,swin_tiny,vtdr_miss,random_gate_only,0.05,2000,526,27,519,29,0.05031034482758621,0.0,0.13793103448275862,1.459,0.0,4.0,27.541,25.0,29.0,0.055192384769539075,0.050100200400801605,0.05811623246492986,0.9801200510855683,0.0,2.6871008939974454,0.05202312138728324,1.5086705202312138,27.491329479768787,0.055092844648835244,1.0134874759152217
MESSIDOR2,swin_tiny,vtdr_miss,random_gate_only,0.1,2000,526,53,519,29,0.0997758620689655,0.0,0.20689655172413793,2.8935,0.0,6.0,26.1065,23.0,29.0,0.05519344608879493,0.048625792811839326,0.0613107822410148,0.9902283669486011,0.0,2.0533506831489916,0.10211946050096339,2.9614643545279384,26.038535645472063,0.05504975823567032,1.0134874759152217
MESSIDOR2,swin_tiny,vtdr_miss,random_gate_only,0.2,2000,526,106,519,29,0.20537931034482756,0.06896551724137931,0.3448275862068966,5.956,2.0,10.0,23.044,19.0,27.0,0.054866666666666675,0.04523809523809524,0.06428571428571428,1.0191463890696162,0.34222511385816523,1.7111255692908265,0.20423892100192678,5.922928709055877,23.077071290944122,0.054945407835581245,1.0134874759152217
